CustomerID,Age,Gender,AnnualIncome,TotalPurchases,AvgTransactionValue,VisitsPerMonth,OnlineUser,MembershipLevel,Churned
13045,20,Other,2027528,48,44350.68,15,0,Bronze,0
13046,36,Male,2264921,6,12658.84,9,0,Gold,1
13047,40,Other,935062,15,41868.64,3,1,Bronze,0
13048,46,Male,927468,15,23101.86,17,1,Bronze,1
13049,47,Other,2264618,16,13908.88,17,1,Bronze,1
13050,56,Female,292508,20,49277.17,3,0,Bronze,1
13051,61,Male,1815328,13,41292.65,19,1,Platinum,1
13052,64,Male,878283,44,49714.39,9,1,Bronze,1
13053,42,Male,1364638,42,8659.08,17,0,Bronze,1
13054,54,Other,2102453,46,7448.98,18,1,Platinum,1
13055,64,Female,2289875,31,25317.88,15,1,Bronze,1
13056,25,Male,1624241,34,32040.59,1,0,Bronze,0
13057,59,Male,1102810,29,8801.69,10,0,Gold,1
13058,33,Male,464814,3,43063.4,8,0,Platinum,0
13059,25,Male,1547239,9,26741.07,10,1,Silver,0
13060,18,Female,1175315,11,20723.81,2,0,Bronze,1
13061,61,Other,2400717,11,30222.07,19,1,Gold,0
13062,22,Female,385964,25,31857.2,14,0,Platinum,1
13063,20,Male,1436855,22,2426.33,8,0,Bronze,0
13064,18,Female,1246094,42,49994.67,19,0,Silver,1
13065,21,Male,1488220,46,18386.8,1,1,Bronze,0
13066,57,Other,954108,9,3358.67,16,1,Gold,1
13067,52,Other,932878,20,42660.46,15,1,Platinum,0
13068,49,Other,2230871,21,49653.03,5,1,Gold,1
13069,59,Male,1201622,10,40873.02,3,1,Platinum,1
13070,51,Female,1836617,22,42638.56,17,0,Silver,0
13071,60,Other,1752053,29,31408.98,10,0,Bronze,0
13072,42,Male,561911,9,46139.58,5,0,Gold,0
13073,27,Male,1246251,5,2076.21,11,0,Silver,0
13074,38,Female,485356,40,38406.18,6,1,Silver,1
13075,63,Other,1724205,11,33634.3,4,1,Bronze,0
13076,56,Male,1368694,1,2764.37,7,1,Gold,0
13077,44,Female,1987282,42,27335.49,19,0,Bronze,1
13078,44,Other,316481,1,25898.5,7,0,Bronze,1
13079,19,Female,268259,39,34669.25,14,1,Platinum,1
13080,58,Female,2346962,46,4153.31,17,0,Platinum,0
13081,65,Male,2239246,5,40322.36,17,0,Bronze,0
13082,30,Male,2313527,49,7228.35,13,1,Platinum,0
13083,26,Male,1142722,22,21107.63,1,0,Gold,0
13084,69,Female,1410213,26,44100.01,2,1,Platinum,1
13085,53,Male,2399806,6,28158.42,18,0,Silver,0
13086,39,Female,1931009,32,19165.67,4,1,Bronze,0
13087,59,Female,400798,48,2695.65,13,0,Bronze,1
13088,43,Male,2430107,11,33711.99,1,1,Gold,1
13089,29,Other,2371641,10,49331.37,4,1,Bronze,1
13090,34,Other,2442019,47,45616.28,2,0,Platinum,0
13091,31,Other,2262044,39,35949.62,4,0,Silver,0
13092,31,Female,2360151,34,5533.06,16,1,Bronze,1
13093,51,Female,512051,31,12200.17,4,1,Platinum,0
13094,37,Female,2175718,12,9586.4,9,1,Silver,0
13095,28,Male,2077631,44,17966.44,17,1,Bronze,1
13096,33,Female,2268444,16,12005.21,2,1,Bronze,1
13097,68,Male,1976025,38,12448.64,3,0,Bronze,1
13098,48,Male,1354258,3,30951.48,15,0,Silver,0
13099,23,Other,1190170,2,16139.52,7,0,Bronze,0
13100,36,Other,1933341,5,33954.99,4,0,Bronze,0
13101,54,Other,1612210,11,47410.12,12,0,Platinum,1
13102,21,Male,2030836,25,32032.35,1,1,Platinum,0
13103,64,Male,2368477,35,37657.34,17,0,Platinum,0
13104,21,Male,1801794,35,37653.55,4,0,Platinum,1
13105,37,Female,2042556,22,16735.93,4,1,Bronze,0
13106,27,Male,2150256,37,1043.41,9,1,Silver,0
13107,41,Other,1316521,22,3035.88,10,0,Bronze,1
13108,52,Other,259980,11,14318.39,19,0,Gold,1
13109,43,Male,1043214,32,34570.3,19,1,Silver,1
13110,54,Male,365301,35,45362.15,15,0,Gold,1
13111,55,Other,820670,31,47952.27,17,1,Bronze,1
13112,38,Male,1302020,45,1584.68,7,0,Silver,0
13113,57,Other,497180,8,49507.34,3,0,Silver,1
13114,56,Female,882527,20,16328.11,5,0,Platinum,1
13115,38,Other,1038099,42,42194.92,16,0,Bronze,1
13116,27,Female,1867391,34,9260.68,7,1,Gold,0
13117,55,Male,646300,4,3426.04,16,1,Silver,0
13118,63,Male,787426,18,19104.26,9,0,Silver,1
13119,21,Female,1049333,4,42988.59,1,0,Platinum,0
13120,62,Male,1331614,20,11275.0,3,0,Silver,0
13121,37,Female,2256744,9,7951.68,8,0,Platinum,0
13122,34,Male,1673437,16,45517.28,18,1,Silver,1
13123,24,Other,1118164,26,46935.36,18,1,Silver,0
13124,21,Male,993354,38,923.65,19,0,Bronze,0
13125,46,Other,1866561,25,36453.56,7,1,Silver,1
13126,31,Other,1424369,4,15667.62,6,1,Platinum,1
13127,20,Female,976385,41,18922.81,11,0,Platinum,0
13128,41,Male,2104514,45,23614.42,5,0,Platinum,1
13129,54,Female,2497167,41,21511.51,12,0,Gold,1
13130,33,Male,1276419,38,25894.2,1,1,Silver,1
13131,69,Other,1912982,19,29243.38,19,1,Bronze,1
13132,21,Other,1206840,14,23440.1,11,1,Bronze,0
13133,41,Male,1181489,21,35167.71,15,1,Gold,1
13134,51,Male,565208,15,36014.5,16,0,Silver,1
13135,47,Female,419356,3,22185.85,3,0,Platinum,0
13136,35,Male,1875255,37,7380.42,11,0,Gold,1
13137,36,Male,684600,46,32139.75,11,1,Gold,0
13138,48,Male,1695318,16,38715.95,10,0,Platinum,1
13139,36,Female,2108151,14,32014.04,2,0,Gold,0
13140,66,Male,2474284,9,29526.32,5,1,Gold,1
13141,63,Other,846231,47,11701.78,8,0,Platinum,1
13142,36,Female,969822,7,32363.31,13,1,Silver,0
13143,39,Female,214925,14,16942.35,15,1,Bronze,0
13144,41,Other,1331760,6,46002.08,2,0,Bronze,0
13145,62,Other,1849379,21,32789.89,12,0,Platinum,0
13146,29,Other,2496482,15,14125.53,8,1,Platinum,0
13147,47,Male,1556789,8,23804.47,19,0,Silver,1
13148,55,Other,949695,34,42375.09,1,0,Gold,0
13149,48,Male,2472133,40,16972.56,8,1,Silver,1
13150,53,Female,2425653,1,26414.4,10,0,Gold,0
13151,36,Female,1364937,32,34079.6,13,1,Gold,0
13152,65,Other,1433387,49,37800.11,5,1,Silver,1
13153,62,Male,811561,5,8942.44,9,1,Platinum,1
13154,53,Other,250818,30,28388.07,10,1,Platinum,1
13155,47,Other,2449119,22,45636.34,14,0,Silver,1
13156,66,Male,1442057,20,48427.48,11,0,Gold,0
13157,50,Other,1697116,16,32910.41,14,0,Gold,1
13158,35,Female,1577640,7,49187.94,3,1,Gold,0
13159,69,Other,318642,7,28665.54,16,0,Gold,0
13160,66,Male,395428,2,22297.47,17,1,Silver,0
13161,45,Male,601468,47,27713.9,5,1,Bronze,1
13162,64,Female,1017276,14,6050.91,7,0,Platinum,1
13163,28,Male,295687,31,20265.28,17,0,Platinum,1
13164,62,Male,1747334,41,23082.73,11,1,Bronze,1
13165,50,Female,2058373,14,42476.8,12,1,Gold,1
13166,34,Other,1390130,5,38004.84,2,1,Bronze,1
13167,23,Female,2409257,11,30190.9,19,1,Bronze,0
13168,21,Other,1879832,40,17559.68,5,0,Bronze,1
13169,37,Female,2085118,5,9595.62,11,0,Platinum,0
13170,65,Other,1994580,29,17583.92,19,0,Platinum,0
13171,64,Female,1642285,11,34086.26,7,1,Bronze,1
13172,44,Other,2336919,5,13372.98,6,1,Bronze,1
13173,32,Female,1772837,49,21516.27,11,0,Bronze,1
13174,23,Other,1382618,32,19522.48,14,0,Gold,1
13175,64,Female,1871179,36,38349.83,4,0,Gold,0
13176,31,Male,295494,15,44224.22,8,1,Gold,1
13177,28,Other,1240016,19,35058.74,9,1,Platinum,1
13178,56,Female,904537,22,17277.63,2,1,Silver,0
13179,26,Other,916861,34,21828.9,11,0,Bronze,0
13180,43,Other,753188,17,7424.5,7,0,Bronze,1
13181,33,Female,2311278,12,8654.44,4,0,Silver,0
13182,22,Other,541447,25,8465.34,14,0,Bronze,1
13183,69,Female,416651,17,6790.14,1,0,Gold,1
13184,27,Male,1740856,10,9225.19,12,0,Gold,0
13185,67,Other,2314130,28,10373.6,19,1,Silver,0
13186,20,Male,1511775,18,5858.74,5,0,Gold,1
13187,30,Other,2372734,18,32120.96,8,0,Silver,1
13188,60,Other,805502,45,49522.96,11,1,Gold,1
13189,66,Other,1760155,32,43995.58,4,1,Bronze,0
13190,47,Female,947520,14,2566.46,15,1,Platinum,0
13191,62,Male,1811589,16,21326.02,12,1,Gold,1
13192,23,Other,668163,18,43007.74,10,1,Silver,1
13193,34,Female,1039812,16,6993.34,16,1,Platinum,0
13194,62,Other,970008,17,42427.96,8,0,Bronze,1
13195,68,Female,504603,7,29757.22,8,0,Platinum,0
13196,36,Other,1413619,12,46585.54,6,0,Silver,1
13197,59,Male,1969085,34,43839.14,3,0,Bronze,0
13198,52,Male,1244654,10,33948.61,8,1,Bronze,1
13199,63,Other,1092008,5,32993.79,10,1,Gold,1
13200,43,Female,548737,21,10894.26,5,0,Platinum,1
13201,68,Other,1746288,3,6102.62,11,1,Gold,0
13202,22,Female,1649299,19,20945.05,4,1,Bronze,1
13203,46,Other,1712185,45,9573.03,17,0,Gold,1
13204,54,Female,381601,44,5390.11,3,0,Gold,1
13205,37,Male,268682,35,15325.64,18,0,Silver,1
13206,66,Other,1495129,6,43066.35,8,0,Gold,1
13207,38,Male,1614780,14,1152.26,12,0,Bronze,1
13208,27,Male,859774,4,14844.09,16,0,Gold,0
13209,22,Other,1331606,45,21375.39,14,0,Bronze,0
13210,53,Other,1368936,18,25675.32,16,0,Bronze,1
13211,23,Female,2228217,29,9324.4,4,1,Silver,1
13212,43,Female,859297,35,48221.74,1,0,Bronze,0
13213,21,Male,1204366,38,29069.99,1,1,Bronze,0
13214,56,Female,1754473,16,26248.89,15,0,Silver,1
13215,56,Female,1362936,20,738.48,3,1,Bronze,0
13216,67,Other,1512470,24,24440.05,14,0,Silver,1
13217,52,Female,789306,35,41932.23,9,0,Platinum,1
13218,18,Male,1242960,44,11216.33,19,0,Platinum,0
13219,41,Female,1645819,19,17755.02,8,0,Platinum,1
13220,53,Male,2433969,4,1322.4,2,0,Bronze,1
13221,23,Other,392803,33,48853.3,4,1,Gold,1
13222,58,Male,1859848,2,3612.59,1,0,Silver,1
13223,63,Female,2142991,13,44941.59,11,0,Platinum,0
13224,61,Other,1057906,45,15855.49,5,0,Silver,0
13225,48,Female,1965472,30,29501.55,2,1,Platinum,0
13226,37,Other,999838,34,34061.98,13,1,Platinum,1
13227,41,Other,1437065,30,7299.21,17,1,Bronze,0
13228,42,Female,1102479,24,22354.84,17,1,Silver,0
13229,53,Female,2158979,48,16475.67,18,1,Bronze,0
13230,38,Other,2138165,44,3113.14,9,1,Silver,1
13231,47,Other,1791189,33,41709.72,6,0,Silver,1
13232,41,Female,2496908,41,2544.84,3,0,Gold,1
13233,61,Male,2175516,49,32766.92,8,0,Platinum,1
13234,59,Female,2314821,10,15909.65,3,1,Bronze,1
13235,47,Other,534154,18,9848.83,1,0,Gold,0
13236,39,Female,407836,19,33454.18,13,0,Silver,0
13237,45,Male,1740866,7,28854.52,5,1,Platinum,0
13238,24,Female,332915,19,15968.24,16,0,Bronze,1
13239,52,Other,396681,24,25794.15,16,0,Gold,0
13240,45,Female,1002491,15,12537.98,12,0,Silver,0
13241,31,Other,1596989,41,43225.71,13,1,Gold,1
13242,27,Other,977150,42,15896.79,4,1,Silver,1
13243,33,Female,2322547,23,12484.11,9,0,Silver,1
13244,33,Other,1478283,4,37666.14,16,0,Platinum,1
13245,48,Other,971469,38,1174.35,1,1,Bronze,0
13246,59,Male,1976984,4,13620.18,5,1,Platinum,1
13247,42,Male,1468458,5,18957.14,5,1,Bronze,1
13248,30,Male,1876099,41,44147.23,19,1,Bronze,1
13249,23,Male,2290651,44,47536.96,9,0,Silver,0
13250,61,Other,1860809,23,35908.95,8,1,Gold,0
13251,26,Female,1491378,40,24778.83,19,0,Bronze,0
13252,62,Other,974456,37,32138.89,18,1,Bronze,0
13253,53,Other,1093155,11,20875.85,15,0,Bronze,0
13254,60,Other,727169,11,15151.64,4,1,Bronze,1
13255,37,Female,1071217,13,47549.2,15,1,Silver,1
13256,35,Male,2097465,14,6034.89,13,1,Platinum,1
13257,60,Other,2463567,8,17515.76,18,0,Gold,0
13258,38,Other,1704181,25,44984.72,5,0,Silver,1
13259,21,Male,671466,18,36240.13,18,0,Silver,0
13260,67,Other,2270569,44,1746.34,8,0,Silver,0
13261,50,Female,1388304,44,1448.05,1,1,Bronze,1
13262,44,Other,1516461,18,25970.67,19,1,Gold,1
13263,24,Other,347733,10,24367.38,17,1,Silver,1
13264,23,Male,1015122,7,22316.68,2,0,Silver,1
13265,32,Other,494977,44,15326.48,19,1,Silver,0
13266,35,Other,1319816,14,49335.94,16,1,Bronze,0
13267,49,Female,1174645,15,13817.77,18,1,Bronze,0
13268,28,Male,555734,16,24655.0,2,0,Silver,1
13269,37,Male,2121620,2,20423.19,6,0,Bronze,0
13270,41,Female,2416259,30,8761.4,7,1,Gold,1
13271,32,Other,601176,30,10370.16,6,0,Bronze,0
13272,65,Male,1271038,18,45939.65,6,0,Silver,1
13273,24,Male,1243423,31,42956.5,9,1,Gold,0
13274,38,Other,2052829,44,10192.5,8,1,Bronze,1
13275,59,Other,292889,48,43820.43,9,0,Silver,1
13276,43,Male,288952,13,10696.55,12,0,Platinum,0
13277,61,Other,917884,20,31439.35,18,1,Platinum,1
13278,31,Male,615331,49,4339.64,6,1,Gold,0
13279,54,Other,1104498,35,44054.37,4,1,Gold,1
13280,38,Other,421576,23,2859.56,7,1,Gold,0
13281,35,Female,943681,42,27880.66,18,1,Bronze,1
13282,22,Other,1065796,33,39051.66,5,1,Gold,0
13283,20,Female,454084,38,6106.69,18,1,Bronze,0
13284,40,Other,329466,35,20402.67,10,0,Silver,0
13285,43,Male,2311740,36,2384.92,8,0,Bronze,0
13286,54,Male,2440604,20,34232.8,1,1,Bronze,1
13287,41,Other,1794575,3,15580.24,15,0,Silver,1
13288,66,Other,860457,8,28101.94,3,0,Platinum,0
13289,36,Male,2151356,40,46656.79,15,1,Bronze,0
13290,68,Other,1932329,32,15501.15,14,1,Bronze,1
13291,42,Female,2057084,29,2716.79,1,1,Silver,0
13292,38,Female,1594994,7,33878.7,8,0,Gold,0
13293,29,Female,519753,2,39406.0,7,1,Silver,0
13294,58,Female,1746557,21,47906.07,9,1,Platinum,1
13295,50,Female,974597,6,8142.7,18,0,Gold,0
13296,67,Other,255486,28,19789.35,12,1,Platinum,1
13297,21,Other,934647,48,42253.78,8,0,Bronze,1
13298,59,Female,229882,42,40401.51,8,0,Platinum,1
13299,24,Other,1487256,36,31352.35,6,1,Platinum,0
13300,39,Other,1881594,32,13687.62,3,1,Silver,0
13301,50,Female,374898,45,14416.55,2,1,Gold,0
13302,34,Other,1598705,42,6462.95,14,0,Bronze,1
13303,41,Other,2217411,46,46116.13,8,1,Bronze,0
13304,51,Other,823226,9,8894.7,6,0,Bronze,0
13305,45,Female,756831,11,28772.46,4,1,Gold,1
13306,60,Other,848567,23,29342.27,5,1,Gold,1
13307,58,Male,2326514,11,18669.39,13,1,Platinum,1
13308,56,Male,2455970,49,17820.17,9,1,Platinum,0
13309,39,Female,603273,2,33528.84,13,0,Gold,0
13310,66,Male,1029347,3,19598.4,9,1,Bronze,0
13311,34,Female,1138565,11,12979.24,16,1,Gold,1
13312,51,Male,889517,35,20136.85,12,1,Silver,0
13313,23,Male,573519,15,40440.81,2,1,Gold,1
13314,63,Male,1043224,43,48333.98,19,0,Gold,0
13315,23,Female,1476784,11,31906.73,16,0,Bronze,0
13316,51,Female,2230888,31,39170.43,13,1,Platinum,0
13317,18,Other,1237904,28,26781.4,5,0,Silver,0
13318,27,Female,1639918,28,31353.71,6,1,Silver,0
13319,38,Male,2052637,32,49407.91,17,0,Silver,1
13320,22,Male,2394102,25,22089.42,17,1,Gold,1
13321,19,Female,374942,20,3592.86,17,0,Bronze,0
13322,39,Female,1783452,28,47863.24,3,0,Gold,0
13323,65,Female,2166522,25,39715.17,13,0,Platinum,1
13324,19,Other,1091712,11,20096.03,12,0,Bronze,0
13325,27,Male,2243419,19,49125.03,6,0,Silver,1
13326,51,Other,472743,28,17473.13,13,1,Gold,0
13327,33,Other,534738,1,18794.37,14,0,Bronze,0
13328,65,Male,932790,5,30603.65,7,1,Gold,1
13329,68,Male,1906875,10,13935.07,5,1,Bronze,1
13330,56,Female,484293,42,35019.0,14,1,Silver,0
13331,39,Female,397170,46,7896.66,18,1,Platinum,1
13332,29,Other,1619754,34,5668.86,4,1,Platinum,1
13333,41,Female,1429140,36,26883.44,1,1,Gold,0
13334,64,Female,379992,2,27908.04,7,1,Silver,0
13335,57,Male,771054,18,5600.76,13,1,Gold,0
13336,55,Male,995740,13,48219.56,4,1,Gold,0
13337,27,Female,647095,5,28792.35,13,1,Bronze,1
13338,52,Male,1185979,20,7806.44,4,1,Bronze,0
13339,68,Female,1035358,2,15778.69,3,0,Bronze,0
13340,66,Male,1679995,11,40071.64,8,1,Silver,1
13341,49,Male,1992837,30,26304.61,8,1,Silver,1
13342,24,Male,2171472,32,9650.97,17,1,Gold,0
13343,38,Male,404580,32,5411.59,15,0,Bronze,0
13344,37,Female,774673,38,21709.49,4,0,Silver,1
13345,43,Other,1279229,28,17069.51,6,1,Gold,0
13346,21,Male,1340441,10,32899.09,6,0,Silver,1
13347,63,Female,850101,22,46284.78,10,0,Gold,1
13348,69,Female,1394447,17,12612.2,4,1,Platinum,1
13349,39,Male,1787916,22,42805.13,9,1,Bronze,0
13350,32,Other,2434268,43,46046.96,16,0,Platinum,0
13351,57,Male,2448095,19,45129.53,7,0,Gold,1
13352,38,Female,420375,17,47618.24,14,1,Gold,0
13353,32,Other,2186314,24,42152.8,6,1,Bronze,1
13354,39,Female,967522,36,29796.25,1,1,Bronze,0
13355,69,Male,1205344,32,20669.35,18,1,Gold,0
13356,45,Other,2028881,46,24736.88,12,1,Silver,1
13357,31,Female,1483596,36,43668.83,15,1,Bronze,0
13358,44,Female,249892,28,15279.5,1,0,Gold,0
13359,58,Female,2478745,14,8215.31,15,1,Bronze,0
13360,57,Male,1077933,36,7298.72,15,1,Bronze,1
13361,45,Other,545535,6,41401.63,16,0,Platinum,0
13362,43,Male,2065993,9,38145.84,1,1,Platinum,1
13363,66,Male,1407935,21,25032.97,3,1,Silver,0
13364,19,Male,983059,12,13961.11,12,0,Bronze,0
13365,42,Other,2422854,30,33977.37,7,0,Gold,0
13366,20,Male,273527,31,2210.12,5,1,Gold,1
13367,25,Male,1115108,40,28540.92,1,0,Bronze,1
13368,61,Male,1028667,4,20101.73,1,1,Bronze,1
13369,50,Male,883019,31,48899.62,15,1,Silver,0
13370,59,Female,1618351,27,25525.74,8,0,Silver,0
13371,69,Male,923666,25,27747.71,11,1,Silver,0
13372,52,Female,794670,5,35704.42,14,1,Gold,1
13373,23,Male,1003083,6,24381.56,13,1,Platinum,0
13374,56,Other,380116,5,11461.06,19,1,Silver,0
13375,69,Female,214633,27,27002.71,12,0,Gold,1
13376,40,Female,279164,8,47230.16,19,0,Silver,0
13377,42,Female,987001,9,20672.58,4,1,Gold,1
13378,67,Female,1053941,15,34078.16,4,1,Bronze,0
13379,60,Other,323425,36,48908.3,3,1,Gold,0
13380,36,Male,974508,41,41547.14,6,1,Bronze,0
13381,22,Female,1638242,7,33054.0,5,1,Gold,0
13382,68,Other,495182,32,36879.03,11,0,Platinum,0
13383,28,Female,1428736,8,46843.22,9,0,Gold,1
13384,29,Male,1452825,47,47999.68,3,0,Bronze,0
13385,27,Female,922153,15,48457.72,9,1,Platinum,0
13386,25,Other,2194837,37,31394.39,12,1,Gold,1
13387,41,Male,2498618,19,19420.17,3,1,Gold,1
13388,45,Other,1884038,39,6917.71,17,0,Silver,1
13389,58,Male,511416,6,19461.74,12,1,Platinum,0
13390,53,Male,337980,19,47164.89,18,0,Bronze,1
13391,54,Male,1220669,28,44522.91,4,1,Platinum,1
13392,38,Female,1841311,17,26325.89,10,1,Bronze,1
13393,25,Other,929887,42,26989.26,18,1,Silver,1
13394,26,Other,1587828,19,15653.34,8,1,Silver,0
13395,64,Other,426301,31,22889.04,9,0,Bronze,1
13396,32,Male,1024765,11,35808.09,19,1,Bronze,1
13397,65,Female,1107651,15,20300.81,13,1,Bronze,0
13398,63,Male,1593749,10,9642.8,6,0,Silver,0
13399,57,Other,1550417,43,27180.72,7,0,Platinum,1
13400,35,Female,2052642,23,11499.24,6,0,Silver,0
13401,59,Female,1111952,3,48722.09,11,1,Gold,1
13402,37,Female,1190391,3,19699.89,17,1,Silver,0
13403,23,Other,255063,18,45510.35,19,1,Gold,0
13404,29,Female,787069,25,11510.03,12,1,Gold,1
13405,19,Female,2204676,43,9703.69,13,0,Silver,0
13406,24,Male,1555044,20,30959.99,18,0,Silver,0
13407,33,Male,421668,29,39035.14,7,0,Silver,1
13408,20,Female,715518,22,28468.2,5,0,Platinum,1
13409,62,Female,749666,15,11720.85,16,0,Silver,0
13410,20,Male,1366747,39,2183.35,4,1,Bronze,0
13411,44,Male,1610781,10,31028.95,1,1,Silver,1
13412,67,Male,788665,21,6812.55,4,1,Gold,0
13413,60,Other,778979,29,17355.87,3,0,Platinum,1
13414,57,Other,2259417,32,33886.5,4,0,Platinum,0
13415,55,Male,816070,10,5171.76,1,1,Gold,0
13416,50,Female,2032760,13,6624.4,12,1,Platinum,1
13417,45,Male,2375495,47,3364.81,13,1,Platinum,1
13418,18,Other,1122996,23,49805.13,2,1,Bronze,0
13419,25,Female,2067322,23,19537.72,9,1,Bronze,0
13420,54,Other,794571,31,45318.02,7,1,Platinum,0
13421,49,Female,2356719,4,14891.21,13,0,Silver,0
13422,65,Other,2226091,49,37734.17,2,1,Platinum,1
13423,60,Female,1390334,3,11187.61,1,0,Bronze,0
13424,54,Female,1529611,21,25066.74,18,1,Platinum,0
13425,21,Female,916079,2,41283.4,7,0,Silver,1
13426,47,Female,1212968,4,40871.82,18,0,Silver,1
13427,23,Other,1154227,1,39775.75,19,0,Bronze,1
13428,63,Other,449465,15,41239.6,8,1,Platinum,0
13429,36,Female,1531142,33,10810.17,12,1,Bronze,1
13430,49,Female,495625,6,24266.15,11,1,Gold,1
13431,26,Other,833672,7,24398.11,9,1,Bronze,0
13432,29,Female,258031,19,44557.97,4,0,Bronze,1
13433,28,Female,2174601,44,15055.52,7,1,Bronze,1
13434,63,Female,2118135,1,46595.35,17,1,Platinum,0
13435,33,Male,2281552,39,22704.55,11,1,Gold,1
13436,18,Female,1915948,19,33588.41,2,0,Platinum,0
13437,62,Male,542368,45,13663.49,18,0,Silver,1
13438,38,Female,960791,26,20691.82,12,1,Gold,1
13439,47,Other,2064968,44,35577.11,9,1,Bronze,1
13440,30,Male,2384847,12,25783.53,11,1,Bronze,0
13441,51,Male,1378642,22,46556.19,5,1,Bronze,1
13442,21,Female,1387558,13,36935.11,7,0,Platinum,1
13443,45,Female,1830969,28,28350.83,1,1,Silver,1
13444,55,Male,1934441,14,44367.49,5,1,Gold,1
13445,48,Other,1452876,22,33378.15,6,0,Gold,0
13446,44,Other,490699,30,32471.83,13,1,Platinum,1
13447,22,Female,2052947,44,12544.66,11,1,Silver,1
13448,42,Other,1732579,20,19924.39,8,1,Gold,1
13449,20,Other,2452375,44,34260.19,2,0,Platinum,1
13450,50,Female,1772900,27,44622.05,15,0,Silver,0
13451,21,Other,2118715,38,15982.71,10,1,Silver,0
13452,42,Female,691513,42,11009.64,8,1,Gold,0
13453,37,Male,2377890,41,29806.69,2,0,Gold,1
13454,51,Female,535740,34,3639.7,15,0,Silver,0
13455,43,Male,330613,39,35812.72,6,0,Gold,0
13456,22,Male,273601,41,35245.99,5,1,Platinum,0
13457,52,Other,1940584,44,17941.81,3,0,Silver,1
13458,45,Other,1012902,37,44666.08,11,0,Gold,1
13459,46,Other,1256904,1,25258.4,11,0,Gold,0
13460,26,Female,337405,15,32394.52,16,1,Platinum,1
13461,69,Other,321173,32,10716.05,3,0,Gold,1
13462,55,Male,246638,8,21041.81,9,1,Gold,1
13463,67,Other,1450251,33,43162.15,3,1,Gold,0
13464,23,Other,1362496,18,10883.1,19,1,Bronze,1
13465,36,Female,2305039,45,19711.55,11,1,Platinum,1
13466,61,Female,2264798,29,16108.4,14,0,Platinum,0
13467,28,Male,1273494,32,7810.18,2,1,Bronze,1
13468,19,Female,1021929,33,14698.98,7,1,Platinum,1
13469,64,Other,916369,5,11868.78,10,1,Gold,0
13470,61,Female,1522649,18,46202.6,10,0,Gold,0
13471,61,Male,2227842,48,37131.62,1,0,Gold,1
13472,26,Other,1217977,10,16010.25,6,0,Platinum,1
13473,38,Male,934459,36,38237.95,14,0,Platinum,1
13474,41,Female,1676075,33,1400.36,2,1,Silver,0
13475,51,Female,508710,23,26468.28,6,1,Bronze,0
13476,39,Male,547608,40,12741.63,1,1,Platinum,1
13477,20,Other,1376855,5,5981.81,3,0,Silver,1
13478,29,Female,281991,34,44222.8,4,0,Bronze,1
13479,45,Female,685714,24,10207.22,13,0,Bronze,1
13480,47,Other,876503,17,41172.84,3,1,Gold,0
13481,43,Female,322772,31,20837.17,15,1,Gold,1
13482,65,Male,1477991,7,1010.25,13,1,Silver,0
13483,38,Female,1177469,17,36706.88,11,0,Silver,0
13484,45,Female,1761853,28,29939.08,4,0,Gold,0
13485,43,Other,1507589,38,17405.34,17,1,Gold,1
13486,50,Male,1665741,22,14292.83,5,0,Bronze,0
13487,38,Other,906412,15,3962.46,8,1,Bronze,0
13488,52,Female,1987139,37,47088.85,10,1,Platinum,1
13489,69,Female,491799,15,24851.05,7,0,Gold,1
13490,51,Other,388874,25,4550.57,17,1,Bronze,0
13491,58,Other,1820496,21,43473.38,7,1,Silver,1
13492,68,Other,1439658,38,14158.01,19,1,Bronze,0
13493,64,Male,673818,2,10419.05,9,1,Gold,1
13494,35,Female,1529615,27,14262.59,2,1,Bronze,0
13495,28,Other,1484468,49,28359.2,19,0,Gold,0
13496,40,Female,442718,32,3980.61,6,1,Bronze,1
13497,65,Male,917167,21,24243.32,10,0,Platinum,1
13498,39,Male,569478,4,44818.45,13,1,Platinum,1
13499,34,Male,1924833,44,9652.13,2,0,Silver,0
13500,22,Male,787371,19,16760.08,10,0,Silver,0
13501,61,Female,1870415,2,19987.26,10,0,Gold,1
13502,28,Male,2113514,26,29435.17,5,1,Gold,0
13503,47,Male,862643,34,45986.94,4,0,Gold,1
13504,32,Other,2116489,14,19908.6,2,1,Bronze,0
13505,44,Male,407627,15,3736.9,7,1,Bronze,0
13506,52,Other,1788351,20,17593.16,18,0,Bronze,1
13507,50,Male,1792210,34,9747.25,17,0,Silver,1
13508,37,Male,2191226,36,32693.19,11,1,Gold,0
13509,33,Other,1630360,19,1754.33,18,1,Bronze,0
13510,51,Male,1029119,9,14808.92,8,1,Silver,0
13511,19,Female,2474327,7,27395.12,12,0,Platinum,0
13512,52,Female,2097871,30,14083.51,1,1,Gold,1
13513,57,Male,1254853,13,27684.47,12,1,Platinum,1
13514,45,Female,1048292,27,6001.2,6,1,Silver,1
13515,64,Other,2430484,44,47157.43,3,1,Gold,0
13516,56,Male,1969819,35,14758.07,5,1,Bronze,0
13517,23,Male,486885,13,46173.14,14,1,Silver,0
13518,26,Other,581864,15,16494.02,12,1,Platinum,0
13519,37,Other,982733,46,39157.46,13,1,Platinum,1
13520,18,Other,1735410,9,12535.51,13,1,Platinum,1
13521,25,Male,549760,45,33587.51,17,1,Silver,1
