Size,Bedrooms,Bathrooms,Garage,Age,DistanceToCity,CrimeRate,SchoolRating,Price
1899,3,1,1,46,0.86,7.69,10,72.24
1327,4,2,2,10,12.29,8.31,6,66.4
1661,3,3,1,15,10.54,1.33,2,76.31
1490,2,3,1,35,2.37,7.92,9,62.9
1138,3,2,1,5,2.51,4.33,1,65.74
1629,4,2,0,30,3.08,0.23,7,77.7
1028,2,3,1,39,5.34,0.6,1,45.45
1975,2,3,0,12,1.51,6.78,7,88.03
1314,3,2,1,22,0.5,3.72,9,82.56
1580,4,2,0,3,0.76,8.68,5,74.7
1613,3,3,2,36,2.9,7.34,4,60.6
1396,4,2,0,41,1.66,0.22,4,62.29
1734,5,1,1,36,7.23,6.87,6,66.57
1310,4,2,1,43,0.56,1.92,3,66.17
1848,3,1,1,32,12.47,4.23,7,70.13
961,3,2,1,41,11.28,6.25,5,39.94
1550,1,2,1,28,11.97,8.73,5,52.76
2275,5,3,1,36,6.73,4.56,6,84.78
1099,3,2,1,18,0.57,8.08,6,53.93
1228,2,2,1,19,2.88,7.83,3,40.28
1705,3,2,1,31,0.7,4.15,7,76.45
1571,3,3,0,43,21.99,5.01,8,58.97
1640,3,1,2,15,2.03,7.0,4,66.76
1695,3,2,1,4,4.4,0.31,3,82.47
1753,3,1,0,48,7.56,8.91,7,50.44
1943,4,3,1,45,12.67,7.7,3,53.42
1663,3,2,2,11,7.04,2.49,1,67.9
1403,3,2,0,44,5.61,9.81,6,51.43
1769,3,2,1,20,3.14,1.79,4,79.04
2259,3,3,1,13,4.65,9.14,3,87.68
1446,4,2,0,36,0.5,3.24,10,82.07
1110,3,3,2,21,10.77,7.63,4,55.36
1942,3,3,1,29,3.92,4.56,9,87.86
1451,2,3,0,22,0.5,7.36,3,58.12
630,4,2,2,4,12.62,1.56,8,64.05
1838,3,4,1,28,3.36,2.7,6,89.59
1285,4,1,2,29,10.15,1.0,2,63.74
1463,1,2,1,17,9.72,8.65,7,58.63
1632,2,3,1,45,8.46,2.96,8,61.77
1576,3,2,2,49,0.5,6.94,3,64.21
1783,4,2,0,0,1.42,8.2,7,89.23
1325,3,2,1,38,10.42,9.01,5,45.81
1705,4,2,1,16,11.46,1.06,7,81.45
1396,3,2,0,2,3.06,8.93,7,62.45
1795,3,3,1,41,2.9,1.97,1,74.55
1746,2,3,0,6,0.96,7.37,3,76.4
1125,4,2,1,26,17.27,7.29,6,49.97
1934,2,2,1,27,1.2,0.09,9,94.94
1285,4,3,2,43,1.06,2.21,5,66.61
1823,4,2,0,30,5.4,4.92,6,71.44
1646,4,1,1,14,1.39,4.2,1,73.6
2235,3,1,0,47,13.97,9.19,7,70.44
1410,3,2,1,7,0.5,3.6,6,78.49
1360,4,1,1,5,0.5,9.37,7,60.44
1492,2,1,1,27,3.51,4.59,9,62.59
1378,3,2,2,3,3.35,9.64,3,66.89
1819,1,2,2,29,0.89,7.37,4,71.48
853,3,2,0,42,3.41,8.29,10,48.7
1078,2,3,1,16,2.65,1.05,3,53.39
1072,2,3,1,33,11.05,5.86,7,52.03
1880,3,2,1,5,0.5,1.43,7,97.29
2184,3,2,0,35,18.71,2.98,7,74.84
1458,3,4,1,34,4.9,6.24,4,52.29
1432,2,1,1,38,0.82,7.26,4,57.46
1528,3,3,1,38,0.5,0.39,7,69.79
1964,2,1,2,15,3.86,5.31,3,72.55
1129,3,3,1,1,1.34,5.65,7,71.49
1595,3,2,0,7,1.79,0.79,6,84.12
1890,3,2,0,14,1.41,5.01,5,85.75
1700,4,3,2,26,5.25,7.14,5,74.92
1575,3,2,2,15,4.03,0.53,9,101.97
1900,4,2,1,0,0.5,7.6,6,93.17
500,3,2,1,9,3.74,5.76,6,46.39
1771,3,3,2,6,7.83,8.33,9,78.21
1238,3,1,1,47,0.5,2.18,7,64.53
767,1,1,2,9,11.02,8.33,9,40.18
1704,3,2,1,11,4.32,0.95,3,77.18
2049,3,1,1,16,15.04,4.04,8,83.53
1445,3,2,1,44,0.8,1.99,5,65.57
1881,2,2,0,11,25.23,8.76,8,65.57
2144,2,2,0,14,5.17,7.05,8,82.78
2025,4,1,1,45,4.19,0.25,4,76.09
2155,3,2,2,31,3.62,0.1,5,93.32
1796,2,1,1,31,0.5,2.91,7,79.57
1530,3,1,1,25,14.04,1.43,2,65.85
859,3,1,0,13,5.16,6.3,7,41.66
1401,4,4,0,49,0.5,6.64,3,50.67
1162,1,1,1,25,0.5,9.42,9,55.44
2368,2,3,1,4,0.5,9.52,4,92.09
1429,4,1,1,37,4.7,6.59,6,59.55
1549,1,1,0,49,4.76,0.06,3,69.63
1720,2,2,2,45,3.46,3.59,4,54.01
1517,5,2,1,3,1.83,5.13,5,80.05
2178,3,4,2,27,3.79,4.99,6,94.9
1250,3,3,1,0,3.63,6.03,1,59.43
1577,2,3,0,12,0.5,9.61,8,70.27
1203,1,2,1,42,1.66,8.85,1,31.38
971,2,2,1,2,0.5,1.09,7,70.73
1255,4,2,1,48,11.52,2.66,6,49.54
1485,3,3,1,49,6.46,8.33,6,50.77
1328,4,2,0,24,27.75,8.24,4,49.29
1223,4,2,1,41,1.8,2.75,6,62.25
937,3,2,2,15,10.54,7.31,6,53.94
1466,2,1,0,20,4.62,6.72,3,66.48
898,3,3,0,12,3.02,4.74,4,54.19
1804,4,2,2,43,1.26,2.01,2,84.26
1532,4,2,0,35,6.7,8.89,2,54.64
916,2,1,1,7,11.72,6.78,1,47.94
1376,3,3,1,43,1.34,1.69,4,62.03
1199,3,1,1,18,0.96,7.05,7,63.82
1627,4,3,1,46,5.96,7.41,5,58.68
2036,2,1,0,15,18.86,8.87,5,75.54
749,3,3,0,11,6.93,2.23,3,56.12
1546,4,3,1,19,1.67,9.89,6,67.74
1435,3,1,1,17,2.72,1.53,5,72.88
1768,3,2,1,11,2.43,6.01,7,77.09
1585,2,2,1,47,9.56,6.57,7,60.17
1199,3,1,0,24,7.38,4.19,6,60.3
1372,3,3,0,10,4.45,4.75,4,61.95
1181,4,2,2,21,1.61,8.91,6,68.92
1930,3,2,1,45,13.9,6.45,4,65.06
1508,3,1,1,33,5.3,4.97,9,65.07
2260,3,2,0,12,17.61,1.28,7,100.67
1475,2,3,0,45,4.34,0.07,6,62.06
1216,3,2,1,37,8.61,1.25,9,67.83
894,4,4,2,11,8.39,9.56,6,46.2
778,4,3,2,38,2.06,7.64,5,40.04
866,3,1,2,35,16.62,9.67,2,25.63
1606,3,1,2,27,0.5,0.36,6,75.57
1703,2,3,2,26,7.32,6.8,8,68.25
867,4,2,1,38,16.84,0.44,8,45.9
1858,2,1,0,12,2.07,7.82,6,73.21
1306,4,2,1,42,5.22,3.81,5,54.71
1558,3,2,0,39,4.13,0.96,7,77.21
2144,4,3,0,26,7.17,5.68,7,89.88
1858,4,1,0,30,10.06,2.8,5,74.57
1392,4,1,1,1,4.62,6.6,6,75.67
1143,2,3,1,17,8.46,6.58,7,55.81
639,3,3,0,25,1.87,7.05,8,38.79
1212,3,2,1,41,1.3,9.92,7,39.8
1415,4,3,2,30,2.82,3.87,1,68.88
1105,2,2,1,37,5.66,4.65,3,34.02
1447,5,3,2,21,1.04,8.05,8,65.97
1530,4,2,0,35,5.7,5.78,8,68.5
1410,3,2,0,18,2.51,0.37,5,73.2
1239,4,3,1,13,7.94,8.43,6,68.35
1567,3,2,1,13,0.5,0.51,9,83.37
1676,3,4,1,49,5.51,1.71,9,78.01
1063,3,2,1,28,5.25,1.02,7,59.05
2064,3,3,1,16,14.15,0.78,4,91.32
1460,4,3,2,49,6.25,0.26,7,69.43
1507,3,2,1,49,7.96,0.55,3,61.93
1783,3,3,0,36,11.75,4.42,8,72.76
1593,3,2,1,8,5.62,2.53,3,78.05
1881,4,3,0,0,1.71,1.27,7,94.13
1614,2,2,0,3,10.19,6.59,6,71.82
1255,4,3,0,6,6.88,2.26,7,77.33
1644,3,2,1,10,2.76,0.19,6,85.6
1042,3,2,0,13,6.2,4.18,2,52.58
1543,2,1,0,41,10.11,3.1,7,49.67
1486,3,2,1,18,18.58,3.19,5,71.98
1416,4,3,1,39,15.22,4.45,5,50.26
1448,3,2,1,2,1.97,6.69,10,75.53
747,4,2,1,7,2.74,6.16,6,49.26
1280,2,2,0,28,0.58,9.37,7,54.74
1537,3,2,0,49,1.42,5.18,6,60.94
1563,5,1,0,36,10.7,4.73,7,68.24
1088,4,3,2,42,2.24,2.13,7,62.94
2006,2,4,1,8,4.85,7.55,7,96.25
1153,3,2,0,18,5.48,1.41,10,67.01
1887,2,1,1,11,7.61,4.91,6,75.58
1670,3,1,2,26,1.01,4.21,7,74.61
1241,4,2,1,36,1.82,6.58,7,51.92
2210,4,2,2,47,2.97,9.18,5,74.52
1022,2,3,0,24,2.27,9.47,6,38.66
1867,4,2,0,44,20.34,1.68,9,68.34
1900,3,3,1,37,9.01,2.62,1,63.03
1231,3,2,1,47,3.27,8.12,5,51.36
2056,3,2,1,49,10.57,5.18,6,71.78
1399,3,2,1,16,2.14,4.53,1,73.31
1615,3,1,1,43,7.7,7.11,8,65.39
1604,3,2,1,32,1.27,6.02,4,71.5
1446,3,3,0,38,7.4,9.71,4,49.52
1824,2,2,1,13,3.05,5.84,8,84.29
1817,4,3,2,27,0.57,4.66,4,76.25
800,3,2,1,17,1.6,5.43,7,48.99
2021,2,1,1,32,2.57,8.09,8,75.58
835,4,2,1,41,6.92,6.13,7,32.7
1913,4,2,2,14,0.5,6.47,7,85.7
1950,4,2,1,10,5.39,9.71,2,80.6
1063,3,1,1,35,6.29,6.18,2,38.92
1335,2,2,2,14,5.31,3.8,5,62.41
1057,3,1,2,47,7.15,6.91,1,32.75
1414,2,1,1,29,0.98,6.59,6,62.89
1376,4,2,1,14,4.42,0.14,5,78.06
1811,2,2,1,48,14.16,4.67,6,60.12
2024,3,3,1,22,4.72,7.43,4,79.8
2058,3,2,2,42,4.73,4.99,6,82.58
1275,3,3,2,49,6.67,7.8,5,53.65
1416,4,2,0,47,2.03,4.51,3,53.13
826,3,3,1,14,6.03,9.83,6,44.71
1177,2,2,1,28,12.4,2.93,7,61.14
1885,3,3,2,10,0.5,0.92,8,100.63
2146,3,2,1,44,10.21,4.3,8,72.81
1006,2,3,1,17,1.23,5.42,7,53.07
1263,3,2,0,39,3.04,3.49,7,53.62
1489,3,1,1,30,9.56,2.42,2,58.08
1612,4,2,0,8,8.68,6.72,3,72.19
1176,4,1,2,21,11.12,3.77,8,71.19
1669,4,2,1,10,14.1,6.31,4,70.94
1310,4,1,1,16,2.96,7.79,5,64.53
1494,2,2,1,32,5.34,7.61,3,60.2
1718,2,4,2,10,2.48,3.75,3,88.71
1502,3,2,0,38,2.16,5.68,7,68.33
1325,4,3,0,7,2.82,4.5,4,67.36
1456,5,2,2,3,6.79,8.71,5,64.77
1464,4,2,2,35,3.48,8.79,3,53.45
1351,2,3,2,18,8.41,3.44,7,68.71
1396,4,3,0,23,6.84,0.92,7,70.06
2139,3,3,0,40,0.5,1.68,5,78.77
1724,1,2,0,48,4.97,3.67,7,56.85
1381,3,2,0,17,2.87,5.64,4,78.57
1778,1,2,1,32,3.05,6.57,7,67.46
1366,3,2,0,45,8.53,3.31,7,65.15
1969,3,2,1,35,3.97,6.67,9,77.71
1647,3,3,0,9,10.84,9.38,4,70.58
1457,3,3,1,13,6.24,6.52,2,63.79
1679,4,2,2,6,4.02,1.59,4,86.41
871,3,1,0,11,7.02,5.8,3,49.51
1049,3,3,1,21,0.5,5.42,3,52.78
1022,4,1,1,26,0.5,8.71,5,42.47
1557,4,2,0,47,0.5,3.5,5,60.38
2193,2,1,1,36,2.88,4.23,9,81.85
2392,3,2,1,10,1.34,5.99,3,97.12
1755,3,4,1,35,20.76,5.24,10,60.93
1700,1,1,2,12,3.91,7.19,8,75.09
779,3,2,1,31,5.43,0.4,8,58.59
1282,4,2,0,7,1.63,5.64,9,70.64
1184,2,3,1,6,1.94,1.22,7,69.95
1251,4,3,0,42,2.04,3.15,7,70.72
1432,4,2,1,42,6.0,6.62,5,63.59
1311,4,1,1,16,3.21,1.57,6,73.81
708,3,2,0,21,3.65,3.09,9,47.44
1799,4,2,2,45,4.48,7.03,5,70.1
1070,3,2,2,33,7.32,6.51,1,37.63
1595,3,1,2,19,0.5,0.91,7,74.92
2329,2,1,1,7,7.5,5.77,6,95.63
1132,1,2,1,21,4.14,1.47,8,59.49
500,4,2,2,26,5.53,2.52,2,28.34
1385,3,3,1,33,1.98,4.59,6,67.11
1940,3,1,2,20,2.63,1.09,4,93.85
2283,2,2,0,14,1.31,9.94,9,93.42
1008,3,4,0,4,19.39,1.65,3,54.58
1698,1,2,1,37,3.44,7.81,8,52.6
1313,4,3,1,16,27.7,8.3,2,48.32
1457,2,1,1,7,3.36,9.94,1,53.74
2557,2,2,2,18,1.24,4.29,4,96.75
898,3,3,0,4,3.54,8.74,5,42.23
1601,3,2,0,22,0.5,9.58,6,75.2
1687,3,3,2,18,11.76,1.73,3,70.55
1934,3,2,0,13,8.53,4.79,5,72.26
1539,5,2,1,9,6.47,0.6,4,90.71
1623,3,2,1,30,4.71,6.21,8,69.78
1343,1,2,0,12,4.34,5.81,1,55.18
1607,3,1,0,21,28.61,2.04,5,62.49
1362,4,2,1,36,1.63,7.98,6,60.05
1748,3,2,2,38,7.56,0.37,9,80.77
1352,2,2,1,9,4.35,8.06,8,57.76
1650,4,3,1,30,18.62,0.27,8,67.96
1488,3,2,1,42,8.8,6.57,2,47.34
1950,3,3,0,34,32.6,0.79,8,69.96
1479,2,2,0,12,4.44,2.51,7,72.18
790,2,2,1,29,1.14,7.22,9,45.64
2004,3,3,0,33,3.5,2.8,5,81.07
1137,2,2,0,35,6.21,5.11,9,48.74
1238,3,2,1,34,7.44,9.15,5,49.07
1261,3,1,1,46,0.5,0.5,6,62.7
2049,3,2,0,3,3.52,8.11,5,82.3
645,4,2,1,3,1.34,0.65,5,52.67
2755,4,4,1,46,10.39,1.27,6,105.25
1922,4,2,0,5,0.83,1.19,5,93.36
1589,2,3,2,27,5.49,9.94,7,67.3
1478,2,2,0,29,1.55,1.8,6,63.54
1614,3,2,2,26,2.2,8.97,7,61.84
1708,2,2,0,4,14.11,9.91,4,61.35
1758,5,3,2,43,1.38,3.84,9,83.99
1722,2,3,0,38,0.5,6.31,7,66.89
1535,3,1,1,34,0.5,7.79,3,57.17
1421,3,2,1,38,3.51,3.93,7,60.7
1439,3,2,1,43,5.13,1.62,3,64.65
1422,2,1,1,14,1.98,4.34,2,65.88
1953,3,2,0,18,5.86,7.72,6,70.47
1737,3,3,1,29,0.5,7.81,6,76.75
500,4,2,0,37,9.74,2.31,3,34.42
1762,1,3,2,31,8.48,1.75,5,78.52
1577,4,2,0,39,21.17,9.21,9,51.47
1492,4,2,1,28,13.78,0.44,4,63.11
1344,3,1,1,5,2.2,7.35,3,62.88
1949,4,3,1,25,2.55,0.46,10,97.82
1879,1,3,0,26,6.85,8.38,5,73.4
1190,5,2,1,34,0.72,9.05,7,58.75
1662,3,1,1,27,1.88,2.97,4,72.71
1111,3,2,2,4,0.63,0.74,6,72.87
948,3,1,1,40,3.03,4.81,5,43.29
1249,2,2,1,47,4.01,2.98,9,54.02
1844,5,3,1,15,1.19,4.17,5,92.36
1881,1,1,0,40,0.5,6.65,6,58.64
1705,3,3,1,17,6.35,2.1,9,85.37
1790,3,2,1,12,0.5,3.57,10,95.52
1706,4,2,1,42,18.13,7.83,3,48.49
1243,2,4,1,24,1.25,6.44,8,72.73
1672,3,1,1,9,5.45,3.26,5,73.06
1820,3,3,2,28,2.85,6.64,6,74.19
1801,4,1,1,9,0.5,7.65,5,85.33
1975,2,2,1,5,3.2,5.92,5,93.03
1783,2,3,1,15,3.64,2.39,3,81.97
1640,2,3,1,24,9.64,0.0,6,78.14
1928,4,2,0,43,6.59,8.03,6,77.44
1489,2,2,0,3,0.5,8.23,3,59.63
1147,3,3,0,36,1.17,6.98,6,43.03
1434,2,3,1,33,1.87,0.77,10,64.61
1202,4,1,2,18,0.62,5.85,7,60.42
1229,4,3,1,32,3.05,8.21,6,52.35
1442,3,2,1,3,20.77,3.9,9,73.53
1183,3,2,2,43,3.61,1.98,6,61.75
1376,2,2,2,33,6.77,5.88,3,58.02
742,1,2,1,11,5.74,8.26,6,45.2
1585,3,3,0,30,9.48,0.49,3,64.38
1500,3,2,0,15,1.21,5.97,7,73.76
1173,3,4,0,1,7.01,6.43,9,65.77
1763,4,1,0,48,10.66,6.02,5,62.83
1875,3,3,0,1,0.94,6.5,5,87.34
856,3,3,1,35,2.13,6.31,5,48.07
1194,3,2,0,5,17.55,1.3,4,73.78
1192,3,2,0,22,7.59,2.35,7,61.88
1124,3,2,0,38,1.66,6.19,6,44.09
1831,3,3,1,46,4.15,0.18,2,64.93
1422,3,3,1,43,2.59,6.35,8,56.26
1394,4,1,1,36,3.37,6.65,3,60.19
698,4,3,0,45,2.19,2.39,10,50.18
1754,3,2,1,15,1.64,5.98,5,78.98
1004,1,2,0,42,5.62,5.34,6,41.61
1523,3,3,0,43,7.54,2.61,2,62.3
1610,3,2,2,18,10.36,4.63,5,63.19
2044,2,3,2,48,0.84,9.1,8,78.08
976,4,2,1,23,8.65,4.27,6,55.5
500,5,1,2,26,1.47,6.3,9,36.51
1573,4,2,1,6,2.79,0.35,6,88.75
2220,2,1,0,29,11.59,0.78,9,82.82
1995,4,3,2,40,3.03,0.81,10,95.17
1583,4,2,0,13,1.1,7.78,6,73.87
1303,3,2,1,43,0.87,3.5,6,53.36
1822,3,1,0,14,3.2,2.28,8,88.21
1110,4,2,1,11,7.19,7.47,4,59.95
1690,3,3,1,28,29.4,1.7,8,65.48
1702,3,1,1,22,7.74,2.46,6,79.31
1924,3,2,0,12,10.48,4.31,7,82.22
2603,3,3,1,8,6.89,3.31,2,109.75
1656,2,2,1,23,11.29,5.85,7,66.98
1296,4,3,2,38,0.5,3.38,5,69.73
1489,3,1,1,29,13.29,3.93,8,59.06
792,3,2,1,0,2.52,8.63,6,47.33
1222,2,3,0,9,12.73,8.85,4,47.78
1336,3,3,2,37,0.5,8.28,9,61.54
1290,2,2,0,46,6.28,8.65,7,43.82
1560,2,2,0,14,6.65,5.7,10,74.76
1171,3,2,1,8,28.9,6.46,5,42.97
1948,3,1,2,12,7.32,5.57,6,79.74
1500,3,3,0,22,2.41,7.86,6,72.26
1496,2,2,0,32,4.07,5.51,7,64.04
1368,3,2,1,8,2.28,1.11,1,74.35
1562,2,3,0,2,1.09,8.1,4,70.39
1830,5,2,1,29,1.43,7.61,9,82.44
1153,3,2,1,8,1.26,8.2,5,57.09
1236,3,3,1,24,3.98,1.9,9,60.69
1378,3,3,0,46,11.83,2.72,4,58.42
961,2,2,0,23,12.19,2.96,10,54.01
1172,5,1,2,31,0.5,5.08,7,58.13
1309,3,2,2,6,0.5,1.34,7,79.02
1849,3,2,0,35,1.41,3.85,5,72.66
1605,3,2,0,24,1.47,1.82,9,87.38
1577,1,3,0,19,0.5,2.65,6,77.54
1840,4,3,1,16,2.46,7.06,7,78.14
1445,3,3,1,35,4.43,8.55,2,46.79
1656,3,2,1,25,4.32,0.23,6,80.63
1458,2,3,1,18,3.92,5.66,8,70.86
1606,2,2,1,36,2.07,0.36,3,71.39
1266,4,1,2,47,6.13,0.85,7,59.02
524,3,1,0,2,8.76,7.05,1,30.43
1446,2,2,0,42,2.13,7.36,9,59.82
2069,2,3,0,27,0.5,8.14,10,87.28
1870,3,2,2,21,1.76,4.74,5,88.0
1886,3,2,1,46,0.74,8.6,3,67.18
1994,3,4,1,18,3.15,1.67,7,90.76
1535,3,1,0,45,0.85,2.5,1,58.86
1578,2,3,0,15,3.11,1.35,6,77.03
1252,3,2,0,5,1.25,7.98,4,57.04
1373,5,1,1,36,6.71,2.29,6,55.76
1746,2,3,0,30,0.5,1.56,1,83.73
1981,3,1,0,48,4.05,6.23,2,60.97
1444,3,2,1,47,0.93,0.77,1,58.47
1319,3,2,0,33,0.5,0.45,6,67.74
1500,3,1,1,30,10.17,1.07,6,67.57
1740,4,1,0,10,5.57,0.0,4,72.11
922,3,1,2,35,0.52,6.97,6,43.82
581,3,1,1,5,5.45,5.62,8,56.23
1279,3,3,2,26,4.73,2.1,4,63.7
1011,2,2,1,6,3.21,2.33,8,73.61
1296,2,2,2,48,2.72,8.11,7,48.71
1440,4,2,2,31,10.9,5.02,1,55.26
1318,2,3,1,7,1.41,6.99,5,66.77
2080,3,3,2,32,2.54,4.53,6,86.42
1630,3,3,1,46,2.0,2.38,7,70.91
1620,3,3,1,43,7.37,9.7,4,51.55
1748,3,2,0,14,12.41,5.66,10,71.33
1044,3,2,1,26,9.48,1.31,7,60.42
1915,2,2,1,29,7.99,4.06,5,75.24
1469,3,2,1,21,21.63,3.29,2,65.64
1768,3,2,0,46,5.97,2.14,3,65.88
1071,3,2,1,28,6.95,9.33,6,38.09
878,3,4,0,40,20.31,8.81,6,32.78
1827,3,3,1,47,0.5,1.99,7,78.05
1650,2,2,0,29,5.03,3.52,7,68.35
1139,2,3,2,1,6.72,7.62,4,62.37
1152,1,2,0,14,12.49,2.09,6,59.27
1950,4,1,0,46,10.76,5.92,1,55.56
1024,2,2,2,26,9.22,7.0,5,42.87
2157,2,2,1,6,14.57,6.54,7,92.09
1139,3,1,0,26,3.85,7.06,5,44.86
1755,2,3,1,20,0.5,7.07,8,77.03
1368,3,2,0,12,0.5,9.65,10,68.65
1741,2,2,2,16,3.93,3.46,6,74.11
1282,2,1,1,10,2.86,8.79,3,54.45
1434,3,1,0,9,3.0,0.22,5,75.43
1516,3,3,1,32,2.56,2.88,1,63.16
1099,4,2,0,13,12.49,0.49,6,56.34
1796,3,4,1,36,2.22,6.51,8,76.2
1294,3,4,2,7,9.7,1.01,6,72.76
1408,3,2,2,32,11.66,8.46,7,60.65
1102,2,2,1,6,3.46,6.47,7,62.7
500,3,3,1,33,2.96,0.29,8,42.1
1423,3,4,0,6,7.16,7.15,4,65.81
2465,3,2,1,6,6.15,8.62,8,100.77
1813,3,3,1,40,1.99,6.61,7,70.39
1492,4,3,1,35,0.54,0.31,4,65.75
1394,5,2,2,6,1.54,8.58,10,79.24
1508,3,2,0,19,0.7,7.32,9,73.74
1718,3,3,0,17,1.75,3.78,6,84.6
1027,2,2,0,44,1.52,3.29,8,53.81
1945,3,1,0,42,5.08,4.8,4,64.97
1786,3,2,0,40,15.45,8.67,5,60.77
1787,3,1,1,13,5.79,2.52,3,73.13
1675,4,2,1,39,13.06,1.01,6,72.59
1507,3,3,0,13,7.67,8.65,6,62.36
1769,3,1,1,20,6.51,0.26,4,81.82
1736,3,2,0,48,2.67,9.11,7,52.74
1358,4,2,1,26,1.96,3.06,3,68.08
1270,3,2,1,45,9.36,5.08,2,41.27
1540,3,2,1,25,11.79,1.32,5,71.74
2119,3,2,2,26,3.01,9.02,5,82.0
1004,4,1,0,23,0.5,7.5,5,51.85
912,1,2,1,4,7.86,9.24,4,44.01
1565,4,2,2,41,1.68,6.83,5,57.63
1520,3,2,1,37,0.5,1.85,3,73.83
1569,3,3,0,27,8.17,3.08,5,68.42
1597,3,2,1,41,3.64,4.87,9,67.52
1410,3,1,1,42,5.78,6.07,4,58.73
2095,1,3,2,31,12.31,9.26,7,67.86
859,4,2,0,23,3.9,3.84,3,48.22
1168,3,2,0,5,3.5,7.03,5,61.59
1458,3,2,1,9,1.72,9.61,5,64.71
842,2,2,0,45,1.82,1.52,9,48.24
1429,3,3,0,2,7.96,8.63,5,63.74
2164,3,3,0,6,2.98,4.21,7,98.27
1508,3,2,0,28,0.89,7.32,6,64.47
1592,3,2,0,33,0.5,2.94,3,74.34
995,3,2,2,6,3.2,3.34,9,75.92
1253,5,3,0,16,3.13,0.27,5,75.57
1349,3,3,0,12,5.3,9.71,1,61.15
1372,4,1,0,20,3.18,8.13,5,56.25
2012,2,1,2,30,0.77,0.94,5,96.32
1723,3,2,1,8,3.54,10.0,2,67.9
1055,3,1,1,44,11.86,6.05,6,39.58
1598,3,2,0,46,0.87,8.54,5,58.96
1699,4,1,2,12,5.85,0.67,6,90.2
1956,2,2,1,16,4.51,3.89,1,77.53
2132,2,3,0,7,6.9,6.7,10,83.12
1093,4,4,1,8,0.82,1.06,3,74.47
1175,2,2,2,8,14.2,4.89,7,55.46
996,3,2,1,39,4.85,4.43,7,52.48
1406,3,3,2,47,9.39,2.16,3,60.31
1686,4,1,2,29,1.42,3.0,3,74.83
1894,2,2,0,6,6.72,9.67,3,76.68
1469,2,2,1,16,7.59,2.89,4,64.89
1372,3,2,0,38,2.53,2.13,3,65.97
1560,4,2,2,37,2.42,5.36,7,69.96
1165,3,1,0,4,5.36,6.71,5,58.18
2335,3,2,2,16,0.5,7.25,6,101.43
856,3,2,1,39,6.65,7.54,1,28.32
1573,4,2,1,0,0.5,0.37,8,82.46
2309,4,1,0,15,1.06,3.94,3,88.69
1502,5,3,1,16,5.46,7.74,5,78.0
1423,1,2,2,29,0.52,9.05,2,52.9
1357,2,2,0,30,17.85,6.02,3,47.21
1427,3,2,1,34,10.14,0.52,7,71.31
2049,4,2,0,44,4.92,3.97,7,81.33
615,3,1,1,7,8.55,0.74,7,50.79
2113,2,3,0,47,10.93,7.49,6,66.4
930,4,1,0,29,1.5,0.64,9,54.01
1393,2,1,2,38,9.47,1.86,6,53.43
1328,3,3,1,20,1.08,4.17,5,68.42
1735,3,2,0,14,2.67,4.63,4,76.19
860,3,2,1,33,4.09,4.06,2,44.31
1684,4,2,0,26,6.26,4.63,6,72.82
2309,3,2,0,1,0.5,7.13,5,92.61
954,3,3,1,9,1.72,3.69,6,63.55
1575,3,2,0,4,4.69,5.48,4,74.81
1235,3,2,1,26,2.21,3.03,8,65.69
1670,3,3,1,3,7.46,3.54,10,89.15
1507,3,2,1,46,5.27,6.14,5,65.79
1243,2,2,2,12,1.34,4.9,8,62.11
1695,2,2,0,16,0.79,7.23,8,70.02
2221,2,2,1,20,4.96,5.61,10,84.23
1423,3,4,1,22,2.99,8.04,5,64.8
1787,4,3,0,32,0.93,4.43,7,69.92
982,4,1,2,49,1.98,4.91,4,43.93
1117,4,1,1,14,1.81,6.7,6,59.37
1688,3,1,1,13,0.57,2.21,7,80.87
2093,3,2,1,8,3.96,3.86,7,97.58
1642,3,1,0,43,7.21,6.25,4,57.86
1374,2,2,1,36,4.28,0.29,8,74.87
1499,2,3,1,29,8.75,4.37,5,66.01
999,3,3,1,28,0.68,5.99,4,50.43
1741,5,2,0,22,2.86,9.67,6,61.29
1852,2,2,1,33,4.7,8.77,8,74.1
1319,1,2,1,6,5.64,2.81,9,76.62
1311,4,3,1,8,5.95,5.07,7,79.07
1606,3,3,1,49,6.53,0.56,1,50.74
1325,4,3,1,3,5.27,2.41,3,75.43
1473,4,2,1,1,0.5,7.75,2,74.61
2339,4,2,2,26,5.94,1.23,3,102.56
1401,3,1,0,32,6.45,2.58,5,63.64
1356,3,2,2,31,25.16,9.44,5,43.84
1240,3,2,1,43,5.91,8.24,3,38.19
1797,3,2,1,44,5.81,7.82,8,65.69
1427,3,2,2,45,3.62,8.65,6,55.17
1240,2,2,1,36,10.12,7.5,7,51.8
2028,3,1,2,26,28.78,1.21,5,66.8
2067,3,1,0,27,7.55,5.17,5,79.66
1259,4,1,0,2,4.74,4.44,5,61.08
753,4,1,1,35,0.5,3.11,5,46.5
1903,3,1,2,48,6.49,8.34,6,58.1
1226,2,2,2,42,6.16,4.64,6,43.92
1816,4,2,1,7,7.47,0.6,8,102.7
711,3,4,1,43,0.67,2.75,9,41.56
1857,4,2,1,49,5.3,2.29,6,71.04
1015,4,1,2,49,1.75,8.87,4,37.87
1792,2,2,1,40,7.14,6.47,9,57.87
1505,4,3,1,36,1.37,5.6,7,72.49
1118,1,2,1,48,5.76,5.07,6,38.55
