Emp_ID,Years_of_Experience,Emp_Rating,Exp_in_Company,Personal_Rating,Client_Feedback_Rating,Appraisal_Percentage,Interaction_Experience_Rating,Normalized_Personal_Rating
E04559,15,2.23,15,9.9,1.43,11.4,33.45,4.95
E04560,22,1.52,5,3.5,1.8,8.85,33.44,1.75
E04561,4,1.8,0,9.3,4.6,2.65,7.2,4.65
E04562,7,3.35,7,10.0,2.99,8.87,23.45,5.0
E04563,16,1.26,4,6.4,4.03,7.91,20.16,3.2
E04564,24,4.45,6,1.3,1.26,9.41,106.8,0.65
E04565,22,4.85,6,1.7,2.67,11.4,106.7,0.85
E04566,21,1.99,14,5.3,3.7,13.11,41.79,2.65
E04567,22,2.8,6,4.7,1.53,7.68,61.6,2.35
E04568,21,1.09,5,6.5,2.3,8.45,22.89,3.25
E04569,8,3.56,10,4.9,1.26,6.07,28.48,2.45
E04570,17,2.66,7,9.4,3.61,10.13,45.22,4.7
E04571,16,2.08,8,5.8,4.88,10.05,33.28,2.9
E04572,23,1.83,11,7.2,4.31,10.31,42.09,3.6
E04573,10,3.62,14,9.1,4.9,6.15,36.2,4.55
E04574,10,2.66,1,2.3,4.38,7.43,26.6,1.15
E04575,2,1.72,6,3.1,4.42,1.44,3.44,1.55
E04576,9,3.76,14,2.0,3.31,8.41,33.84,1.0
E04577,17,3.26,1,2.3,3.07,7.18,55.42,1.15
E04578,11,4.43,5,5.6,2.63,7.48,48.73,2.8
E04579,10,1.47,1,3.9,4.27,8.33,14.7,1.95
E04580,22,4.14,9,4.8,1.73,16.96,91.08,2.4
E04581,25,3.69,5,9.8,1.22,7.93,92.25,4.9
E04582,17,1.46,1,2.4,4.79,9.05,24.82,1.2
E04583,4,3.78,0,5.9,1.02,3.19,15.12,2.95
E04584,16,2.77,6,1.9,4.91,10.38,44.32,0.95
E04585,20,4.78,2,3.9,3.92,11.4,95.6,1.95
E04586,15,1.57,13,5.7,2.31,11.58,23.55,2.85
E04587,25,3.57,11,9.5,3.79,13.41,89.25,4.75
E04588,21,2.53,13,4.5,4.27,9.44,53.13,2.25
E04589,5,4.83,12,1.6,1.98,8.24,24.15,0.8
E04590,6,2.32,3,4.5,4.08,4.83,13.92,2.25
E04591,17,4.85,12,2.3,4.22,10.05,82.45,1.15
E04592,1,4.61,15,3.1,2.0,4.9,4.61,1.55
E04593,25,2.08,15,6.6,1.17,14.24,52.0,3.3
E04594,19,4.21,5,1.6,1.82,12.11,79.99,0.8
E04595,4,4.98,4,5.2,1.8,2.48,19.92,2.6
E04596,17,2.01,3,6.5,1.26,8.65,34.17,3.25
E04597,9,2.75,8,4.8,3.9,5.92,24.75,2.4
E04598,24,3.08,5,1.2,2.52,7.12,73.92,0.6
E04599,2,2.18,5,9.9,4.54,4.67,4.36,4.95
E04600,8,1.06,1,4.3,2.01,2.19,8.48,2.15
E04601,15,1.88,5,8.0,2.81,4.46,28.2,4.0
E04602,7,2.13,6,3.9,3.56,3.69,14.91,1.95
E04603,6,2.77,7,5.3,4.51,3.68,16.62,2.65
E04604,1,1.68,14,4.5,3.1,3.55,1.68,2.25
E04605,15,4.49,13,4.1,2.49,7.15,67.35,2.05
E04606,23,3.82,7,1.2,4.47,10.05,87.86,0.6
E04607,7,1.34,15,4.2,2.24,5.08,9.38,2.1
E04608,25,3.6,8,9.0,1.32,12.46,90.0,4.5
E04609,17,3.61,9,7.2,2.78,10.81,61.37,3.6
E04610,2,4.82,10,2.3,4.14,6.11,9.64,1.15
E04611,9,1.01,12,6.3,1.12,5.89,9.09,3.15
E04612,9,1.99,11,9.0,3.34,6.74,17.91,4.5
E04613,13,4.71,2,7.3,3.38,5.92,61.23,3.65
E04614,6,4.73,9,2.3,4.71,5.04,28.38,1.15
E04615,6,3.88,14,8.8,2.15,8.87,23.28,4.4
E04616,20,4.06,6,3.7,2.12,6.1,81.2,1.85
E04617,20,1.37,6,5.1,2.76,8.65,27.4,2.55
E04618,21,3.06,0,5.7,2.43,7.93,64.26,2.85
E04619,3,1.93,7,8.7,3.95,5.93,5.79,4.35
E04620,17,1.72,14,9.4,3.57,7.39,29.24,4.7
E04621,17,4.24,3,9.4,4.04,9.17,72.08,4.7
E04622,12,1.54,4,1.1,4.28,6.67,18.48,0.55
E04623,16,2.87,13,9.3,4.69,6.61,45.92,4.65
E04624,15,4.75,5,1.5,2.72,5.95,71.25,0.75
E04625,13,1.74,2,3.4,4.94,6.14,22.62,1.7
E04626,23,4.91,4,5.6,1.86,11.62,112.93,2.8
E04627,1,4.98,9,5.3,3.86,5.76,4.98,2.65
E04628,17,3.22,4,6.4,3.14,9.58,54.74,3.2
E04629,3,1.68,0,5.3,4.27,0.8,5.04,2.65
E04630,15,2.26,2,9.4,2.91,4.15,33.9,4.7
E04631,4,2.7,2,3.2,4.14,4.0,10.8,1.6
E04632,4,2.24,0,3.5,4.72,0.93,8.96,1.75
E04633,18,2.12,12,9.3,3.93,8.63,38.16,4.65
E04634,17,4.89,6,1.7,4.1,11.11,83.13,0.85
E04635,19,1.61,0,6.5,1.27,7.63,30.59,3.25
E04636,11,3.93,6,7.1,1.82,6.01,43.23,3.55
E04637,20,1.0,3,5.5,4.9,7.13,20.0,2.75
E04638,3,3.38,8,7.2,3.77,6.57,10.14,3.6
E04639,8,4.66,6,2.6,3.25,6.8,37.28,1.3
E04640,14,2.15,4,8.7,2.47,4.79,30.1,4.35
E04641,1,1.74,6,2.3,1.18,-1.23,1.74,1.15
E04642,14,3.61,8,4.6,2.48,11.96,50.54,2.3
E04643,2,3.85,9,1.7,3.0,2.27,7.7,0.85
E04644,23,3.75,5,5.9,1.85,11.42,86.25,2.95
E04645,4,2.28,0,7.0,1.69,6.17,9.12,3.5
E04646,24,2.01,5,9.5,3.03,10.86,48.24,4.75
E04647,19,4.82,0,7.7,3.34,7.87,91.58,3.85
E04648,6,4.69,12,5.9,1.96,4.21,28.14,2.95
E04649,25,2.83,11,9.4,3.35,9.56,70.75,4.7
E04650,1,4.38,3,5.3,4.6,4.86,4.38,2.65
E04651,17,2.81,13,6.1,2.89,12.91,47.77,3.05
E04652,8,2.7,7,6.4,4.43,5.62,21.6,3.2
E04653,19,1.63,15,4.7,4.71,9.65,30.97,2.35
E04654,21,2.71,4,8.5,1.37,10.7,56.91,4.25
E04655,1,3.15,14,2.7,1.38,3.53,3.15,1.35
E04656,5,1.09,4,6.0,2.9,4.46,5.45,3.0
E04657,16,2.78,15,7.5,3.35,10.42,44.48,3.75
E04658,6,4.13,12,9.1,2.7,6.48,24.78,4.55
E04659,8,3.72,9,9.0,2.31,7.02,29.76,4.5
E04660,13,3.54,10,5.6,3.56,12.11,46.02,2.8
E04661,16,4.64,7,6.8,1.01,10.15,74.24,3.4
E04662,3,1.07,7,4.5,4.87,6.34,3.21,2.25
E04663,19,3.23,0,5.2,1.93,6.06,61.37,2.6
E04664,12,4.15,12,9.2,4.67,11.71,49.8,4.6
E04665,16,3.17,12,9.4,1.44,10.97,50.72,4.7
E04666,11,2.3,4,9.1,1.95,3.32,25.3,4.55
E04667,10,1.55,11,2.2,1.94,7.51,15.5,1.1
E04668,25,4.55,4,8.7,4.98,10.96,113.75,4.35
E04669,20,2.88,7,9.5,1.02,6.61,57.6,4.75
E04670,4,4.51,0,4.3,3.56,4.41,18.04,2.15
E04671,12,3.34,6,5.7,4.48,8.68,40.08,2.85
E04672,23,3.7,6,8.0,3.69,11.42,85.1,4.0
E04673,2,4.22,12,6.1,2.45,5.57,8.44,3.05
E04674,24,3.64,8,9.9,4.83,11.55,87.36,4.95
E04675,22,2.59,1,5.1,4.57,14.19,56.98,2.55
E04676,19,3.05,14,7.4,2.74,8.64,57.95,3.7
E04677,25,4.21,15,8.1,3.29,15.4,105.25,4.05
E04678,5,2.49,2,5.4,4.87,4.44,12.45,2.7
E04679,8,2.55,3,8.7,4.93,4.17,20.4,4.35
E04680,7,1.38,0,5.9,2.8,3.71,9.66,2.95
E04681,14,4.66,14,4.7,4.39,7.43,65.24,2.35
E04682,24,1.36,6,2.0,2.21,8.4,32.64,1.0
E04683,23,3.59,13,4.5,2.49,11.79,82.57,2.25
E04684,3,2.65,9,7.6,1.66,1.75,7.95,3.8
E04685,18,2.62,2,9.3,1.84,9.16,47.16,4.65
E04686,16,3.72,2,3.3,3.63,5.82,59.52,1.65
E04687,23,1.27,2,4.2,3.04,5.93,29.21,2.1
E04688,19,3.37,7,2.4,1.92,6.91,64.03,1.2
E04689,19,4.09,8,7.2,2.61,14.53,77.71,3.6
E04690,18,4.31,9,9.6,2.49,6.43,77.58,4.8
E04691,20,1.68,12,6.8,4.95,11.61,33.6,3.4
E04692,16,4.59,13,6.6,4.41,9.27,73.44,3.3
E04693,8,3.62,1,6.0,2.55,4.46,28.96,3.0
E04694,1,4.53,9,1.8,4.66,6.23,4.53,0.9
E04695,17,2.94,14,7.6,2.37,11.42,49.98,3.8
E04696,12,3.17,9,6.4,3.67,6.68,38.04,3.2
E04697,21,4.68,0,7.0,4.87,7.13,98.28,3.5
E04698,11,4.6,13,9.1,2.56,10.41,50.6,4.55
E04699,5,2.79,8,8.1,3.72,6.87,13.95,4.05
E04700,12,2.1,5,8.0,2.18,6.11,25.2,4.0
E04701,17,2.57,13,9.3,2.07,10.96,43.69,4.65
E04702,6,2.55,14,9.9,3.3,6.38,15.3,4.95
E04703,1,2.15,8,6.2,4.92,2.71,2.15,3.1
E04704,5,2.07,5,2.0,2.81,4.1,10.35,1.0
E04705,25,4.44,1,5.1,4.75,11.97,111.0,2.55
E04706,14,1.28,0,8.1,4.66,7.07,17.92,4.05
E04707,5,3.71,13,1.2,2.02,7.13,18.55,0.6
E04708,22,1.69,7,1.5,2.61,7.83,37.18,0.75
E04709,24,2.38,2,1.6,3.57,12.59,57.12,0.8
E04710,1,1.25,0,7.6,3.07,1.49,1.25,3.8
E04711,18,2.08,14,5.5,1.38,9.62,37.44,2.75
E04712,16,4.07,15,4.3,4.97,8.21,65.12,2.15
E04713,9,4.54,7,2.0,4.01,6.53,40.86,1.0
E04714,19,1.89,11,7.6,2.75,11.03,35.91,3.8
E04715,22,2.85,0,3.9,3.47,10.35,62.7,1.95
E04716,5,2.88,7,3.4,1.35,7.79,14.4,1.7
E04717,2,4.49,0,6.9,2.98,4.72,8.98,3.45
E04718,15,4.05,8,6.0,4.72,9.82,60.75,3.0
E04719,7,3.05,13,4.3,4.59,6.38,21.35,2.15
E04720,4,3.68,8,6.8,2.35,4.1,14.72,3.4
E04721,1,4.39,11,3.4,3.13,7.16,4.39,1.7
E04722,13,1.04,12,8.2,3.79,10.2,13.52,4.1
E04723,20,2.61,8,3.1,2.36,7.27,52.2,1.55
E04724,22,4.63,2,2.4,1.26,10.79,101.86,1.2
E04725,7,3.96,3,8.0,3.02,6.99,27.72,4.0
E04726,15,3.17,4,7.4,3.41,5.76,47.55,3.7
E04727,23,3.12,5,2.6,1.02,10.69,71.76,1.3
E04728,14,2.39,8,2.0,1.38,5.13,33.46,1.0
E04729,23,3.08,12,8.5,1.83,6.89,70.84,4.25
E04730,19,3.62,10,8.0,2.39,10.11,68.78,4.0
E04731,22,2.67,11,3.9,3.16,11.41,58.74,1.95
E04732,24,3.86,3,6.9,2.18,10.24,92.64,3.45
E04733,20,4.44,13,2.1,2.1,16.74,88.8,1.05
E04734,24,1.62,13,5.6,4.48,12.66,38.88,2.8
E04735,18,2.81,5,1.2,1.58,8.25,50.58,0.6
E04736,10,2.63,12,4.5,2.98,8.36,26.3,2.25
E04737,9,3.75,0,1.7,4.81,4.45,33.75,0.85
E04738,25,2.0,1,5.3,3.5,11.59,50.0,2.65
E04739,8,3.56,7,4.8,3.87,7.2,28.48,2.4
E04740,10,4.51,3,5.0,2.72,7.08,45.1,2.5
E04741,17,2.67,9,1.4,1.08,7.08,45.39,0.7
E04742,2,4.64,6,4.3,3.58,1.67,9.28,2.15
E04743,6,4.97,3,7.8,3.53,4.87,29.82,3.9
E04744,5,1.42,15,4.3,1.44,6.35,7.1,2.15
E04745,9,1.93,13,7.4,2.85,6.49,17.37,3.7
E04746,5,4.8,15,4.3,4.66,8.37,24.0,2.15
E04747,18,4.83,8,4.8,1.82,9.31,86.94,2.4
E04748,20,1.39,8,6.1,2.84,10.2,27.8,3.05
E04749,9,1.06,3,9.6,2.84,3.3,9.54,4.8
E04750,17,1.64,12,2.0,4.24,9.59,27.88,1.0
E04751,17,4.98,14,1.3,4.3,9.6,84.66,0.65
E04752,12,1.72,7,6.5,4.04,4.07,20.64,3.25
E04753,7,3.01,5,9.5,2.46,5.42,21.07,4.75
E04754,3,4.39,0,9.9,1.29,6.98,13.17,4.95
E04755,10,1.08,14,5.4,2.4,4.33,10.8,2.7
E04756,2,3.42,6,5.2,3.72,4.67,6.84,2.6
E04757,25,2.11,0,6.8,3.81,11.38,52.75,3.4
E04758,3,4.45,2,6.0,4.86,9.25,13.35,3.0
E04759,16,2.13,7,6.7,2.81,7.3,34.08,3.35
E04760,2,3.75,14,8.9,3.53,5.23,7.5,4.45
E04761,24,3.7,8,7.7,3.16,9.35,88.8,3.85
E04762,10,1.89,2,5.5,1.6,7.31,18.9,2.75
E04763,6,1.14,0,5.2,2.84,1.61,6.84,2.6
E04764,22,2.64,0,6.8,3.18,8.23,58.08,3.4
E04765,11,2.16,6,5.1,4.8,3.14,23.76,2.55
E04766,23,4.24,4,5.1,2.47,12.17,97.52,2.55
E04767,7,4.2,12,1.1,4.92,9.59,29.4,0.55
E04768,15,2.83,13,2.6,3.17,10.82,42.45,1.3
E04769,6,3.43,15,5.4,1.97,3.9,20.58,2.7
E04770,20,3.42,0,8.4,1.77,9.78,68.4,4.2
E04771,9,4.31,15,3.5,1.57,4.74,38.79,1.75
E04772,22,2.7,5,5.7,2.81,9.93,59.4,2.85
E04773,20,2.1,13,4.1,1.09,10.48,42.0,2.05
E04774,12,2.06,5,1.9,2.78,6.79,24.72,0.95
E04775,19,3.14,13,9.6,4.95,12.58,59.66,4.8
E04776,20,2.8,3,8.7,3.68,9.31,56.0,4.35
E04777,3,2.76,6,1.7,4.04,0.26,8.28,0.85
E04778,15,1.36,6,7.5,1.48,8.36,20.4,3.75
E04779,2,3.87,11,4.1,2.89,5.53,7.74,2.05
E04780,21,1.85,8,10.0,2.14,8.26,38.85,5.0
E04781,2,1.79,11,3.7,4.58,1.66,3.58,1.85
E04782,22,2.65,0,3.1,1.73,11.4,58.3,1.55
E04783,3,1.91,4,6.1,2.83,6.1,5.73,3.05
E04784,6,3.34,14,8.5,3.35,8.87,20.04,4.25
E04785,15,2.49,9,2.7,3.06,6.83,37.35,1.35
E04786,10,2.8,2,7.4,4.32,1.09,28.0,3.7
E04787,9,3.15,6,1.6,1.93,7.24,28.35,0.8
E04788,1,1.81,3,9.3,2.51,3.79,1.81,4.65
E04789,16,1.62,3,1.7,4.17,6.3,25.92,0.85
E04790,6,4.52,12,9.2,3.11,9.8,27.12,4.6
E04791,9,2.73,11,5.4,2.61,8.75,24.57,2.7
E04792,4,2.65,0,5.0,1.12,3.34,10.6,2.5
E04793,2,1.14,0,9.8,4.01,2.91,2.28,4.9
E04794,4,2.99,9,9.9,4.89,6.27,11.96,4.95
E04795,1,3.22,1,6.9,3.48,4.53,3.22,3.45
E04796,19,3.24,14,2.1,4.43,9.18,61.56,1.05
E04797,25,3.83,1,5.6,3.07,11.26,95.75,2.8
E04798,10,1.71,0,5.8,1.93,2.81,17.1,2.9
E04799,21,2.01,7,5.6,1.06,11.95,42.21,2.8
E04800,15,4.24,5,6.1,3.61,9.59,63.6,3.05
E04801,22,4.79,5,1.2,2.97,8.85,105.38,0.6
E04802,19,1.54,9,7.4,4.13,9.84,29.26,3.7
E04803,16,2.99,9,7.4,3.78,7.58,47.84,3.7
E04804,21,1.86,8,2.0,4.95,12.84,39.06,1.0
E04805,24,1.24,4,6.1,3.04,12.96,29.76,3.05
E04806,22,2.3,14,6.1,2.71,12.86,50.6,3.05
E04807,4,1.57,3,7.1,2.15,6.68,6.28,3.55
E04808,2,3.84,14,1.8,2.91,6.0,7.68,0.9
E04809,25,3.13,10,6.6,4.49,13.84,78.25,3.3
E04810,13,1.58,5,3.5,1.17,8.57,20.54,1.75
E04811,1,1.04,7,5.6,4.91,3.65,1.04,2.8
E04812,17,4.23,13,8.0,4.97,11.33,71.91,4.0
E04813,13,1.7,0,7.4,3.39,7.87,22.1,3.7
E04814,4,3.42,6,2.1,2.33,5.74,13.68,1.05
E04815,7,2.35,7,6.3,1.89,3.94,16.45,3.15
E04816,17,3.34,8,9.7,2.11,5.05,56.78,4.85
E04817,9,2.26,10,2.4,1.2,5.73,20.34,1.2
E04818,4,1.35,7,8.7,2.9,0.4,5.4,4.35
E04819,19,1.89,6,7.3,1.23,6.65,35.91,3.65
E04820,1,1.75,15,8.0,3.87,3.83,1.75,4.0
E04821,10,2.71,2,3.5,2.49,4.19,27.1,1.75
E04822,4,3.63,1,3.6,1.8,5.21,14.52,1.8
E04823,9,2.06,14,9.2,3.18,9.96,18.54,4.6
E04824,13,1.05,2,4.2,4.9,7.14,13.65,2.1
E04825,14,3.08,3,1.6,3.78,8.21,43.12,0.8
E04826,10,3.42,3,6.4,2.97,7.51,34.2,3.2
E04827,6,4.85,5,2.1,4.11,0.78,29.1,1.05
E04828,16,3.36,11,8.2,3.95,9.97,53.76,4.1
E04829,6,2.88,6,6.8,4.57,2.15,17.28,3.4
E04830,17,3.29,11,8.9,1.82,10.89,55.93,4.45
E04831,10,4.71,3,8.1,4.44,3.0,47.1,4.05
E04832,18,4.31,15,2.0,2.2,10.4,77.58,1.0
E04833,22,2.29,9,4.4,4.76,11.8,50.38,2.2
E04834,18,1.95,5,8.0,2.12,6.17,35.1,4.0
E04835,3,2.05,8,4.8,4.71,6.67,6.15,2.4
E04836,20,3.02,13,9.8,4.86,12.77,60.4,4.9
E04837,21,3.98,5,7.6,1.58,10.73,83.58,3.8
E04838,25,3.01,13,1.1,4.9,13.79,75.25,0.55
E04839,15,1.27,2,8.9,1.34,5.85,19.05,4.45
E04840,15,3.89,0,1.9,1.87,6.92,58.35,0.95
E04841,4,4.22,10,2.3,2.78,5.69,16.88,1.15
E04842,9,2.16,9,7.6,4.97,7.09,19.44,3.8
E04843,19,3.66,9,8.8,2.95,9.09,69.54,4.4
E04844,24,2.71,12,5.8,3.2,9.42,65.04,2.9
E04845,17,4.56,4,3.6,3.78,8.17,77.52,1.8
E04846,11,4.38,15,4.2,4.87,8.66,48.18,2.1
E04847,25,3.1,9,4.1,4.13,10.3,77.5,2.05
E04848,9,3.77,9,3.9,1.9,8.48,33.93,1.95
E04849,10,4.53,2,3.2,2.21,3.63,45.3,1.6
E04850,18,2.98,7,6.5,1.39,8.58,53.64,3.25
E04851,20,2.25,9,9.1,3.58,12.66,45.0,4.55
E04852,13,4.01,14,3.8,1.72,10.85,52.13,1.9
E04853,8,1.88,0,2.7,2.03,6.26,15.04,1.35
E04854,7,2.55,10,8.5,4.55,5.7,17.85,4.25
E04855,17,4.46,1,7.7,2.31,9.88,75.82,3.85
E04856,21,3.9,2,9.4,3.27,7.73,81.9,4.7
E04857,23,2.62,2,2.5,2.59,8.56,60.26,1.25
E04858,15,1.86,11,2.3,1.3,7.57,27.9,1.15
E04859,20,2.42,7,5.9,2.45,8.3,48.4,2.95
E04860,15,2.14,4,6.5,2.63,6.61,32.1,3.25
E04861,1,1.7,7,5.3,4.58,2.84,1.7,2.65
E04862,25,3.97,10,6.4,2.3,10.22,99.25,3.2
E04863,14,2.01,15,2.6,2.52,10.48,28.14,1.3
E04864,5,2.82,13,5.3,4.13,6.22,14.1,2.65
E04865,11,2.54,14,6.9,4.04,9.02,27.94,3.45
E04866,16,4.93,14,4.9,4.19,11.23,78.88,2.45
E04867,2,2.56,10,7.1,4.82,5.41,5.12,3.55
E04868,8,1.32,5,5.1,4.18,5.46,10.56,2.55
E04869,11,1.36,14,4.0,2.63,6.96,14.96,2.0
E04870,18,3.36,11,3.7,4.29,13.01,60.48,1.85
E04871,3,3.4,1,4.7,3.03,5.06,10.2,2.35
E04872,1,2.68,10,1.2,2.11,3.95,2.68,0.6
E04873,11,2.73,3,7.0,2.21,5.24,30.03,3.5
E04874,16,1.22,15,8.6,1.9,9.29,19.52,4.3
E04875,18,3.07,8,4.2,1.58,9.8,55.26,2.1
E04876,16,3.02,15,1.4,1.74,12.5,48.32,0.7
E04877,23,1.6,3,9.9,1.25,6.63,36.8,4.95
E04878,10,1.42,4,3.4,4.55,6.94,14.2,1.7
E04879,18,1.49,4,2.1,4.72,10.2,26.82,1.05
E04880,6,1.4,9,4.3,3.35,2.29,8.4,2.15
E04881,19,3.44,7,7.6,4.36,9.75,65.36,3.8
E04882,4,1.79,5,3.6,1.73,1.49,7.16,1.8
E04883,13,2.01,9,6.2,4.61,8.91,26.13,3.1
E04884,24,1.69,6,4.7,3.03,9.44,40.56,2.35
E04885,14,4.83,5,2.1,1.27,7.34,67.62,1.05
E04886,3,4.42,13,4.0,1.57,5.16,13.26,2.0
E04887,10,1.92,13,7.5,2.24,9.01,19.2,3.75
E04888,6,2.31,13,6.5,1.17,6.67,13.86,3.25
E04889,1,1.84,4,2.1,2.24,2.96,1.84,1.05
E04890,23,2.97,15,2.5,1.24,11.91,68.31,1.25
E04891,24,1.08,14,6.8,1.94,12.64,25.92,3.4
E04892,14,3.69,4,8.3,2.06,7.19,51.66,4.15
E04893,8,3.09,2,4.1,4.98,8.84,24.72,2.05
E04894,19,4.59,6,6.4,1.94,7.29,87.21,3.2
E04895,14,1.66,12,2.5,1.96,4.45,23.24,1.25
E04896,10,4.22,9,3.8,3.75,4.0,42.2,1.9
E04897,17,4.17,4,1.2,4.44,4.42,70.89,0.6
E04898,9,1.51,6,7.9,2.55,7.15,13.59,3.95
E04899,6,2.59,14,4.6,4.5,8.1,15.54,2.3
E04900,11,1.68,1,8.3,2.36,7.89,18.48,4.15
E04901,25,2.02,8,7.4,1.79,8.89,50.5,3.7
E04902,7,2.05,7,8.5,2.32,7.12,14.35,4.25
E04903,17,3.22,14,3.6,3.44,10.35,54.74,1.8
E04904,1,2.65,4,2.7,2.47,3.26,2.65,1.35
E04905,22,4.79,1,9.7,3.69,11.68,105.38,4.85
E04906,5,1.51,5,7.5,1.95,2.73,7.55,3.75
E04907,9,4.89,7,8.5,3.8,12.84,44.01,4.25
E04908,18,1.92,6,1.1,2.39,10.62,34.56,0.55
E04909,24,4.09,15,4.2,2.82,11.76,98.16,2.1
E04910,21,2.36,7,7.7,3.23,7.88,49.56,3.85
E04911,2,1.57,3,1.7,3.74,2.57,3.14,0.85
E04912,11,4.43,15,6.1,1.95,9.44,48.73,3.05
E04913,6,2.24,13,4.9,4.34,8.79,13.44,2.45
E04914,8,3.64,2,1.2,3.89,2.82,29.12,0.6
E04915,4,3.27,15,3.1,1.94,6.78,13.08,1.55
E04916,18,2.89,6,3.6,4.9,6.04,52.02,1.8
E04917,11,2.98,1,2.0,3.66,6.5,32.78,1.0
E04918,5,3.93,13,6.7,2.81,6.69,19.65,3.35
E04919,15,1.35,4,3.2,1.63,10.36,20.25,1.6
E04920,18,3.67,12,3.5,3.13,7.15,66.06,1.75
E04921,2,4.58,6,9.1,1.66,7.62,9.16,4.55
E04922,22,1.23,0,5.2,2.72,4.75,27.06,2.6
E04923,11,1.56,3,4.5,2.63,2.85,17.16,2.25
E04924,25,3.87,14,7.5,3.88,10.02,96.75,3.75
E04925,13,2.75,1,9.2,1.77,6.97,35.75,4.6
E04926,4,2.61,5,1.2,4.29,1.87,10.44,0.6
E04927,22,1.55,11,5.0,2.3,7.68,34.1,2.5
E04928,7,3.03,0,6.5,2.78,4.92,21.21,3.25
E04929,11,1.51,6,3.9,4.09,7.22,16.61,1.95
E04930,22,2.91,2,8.0,3.5,9.74,64.02,4.0
E04931,24,4.05,11,9.7,2.23,12.11,97.2,4.85
E04932,4,2.03,0,9.5,2.54,7.13,8.12,4.75
E04933,15,2.92,14,3.4,2.22,9.54,43.8,1.7
E04934,1,4.97,7,3.0,3.38,6.28,4.97,1.5
E04935,23,3.75,6,9.6,2.33,11.31,86.25,4.8
E04936,3,4.37,1,5.1,3.9,1.94,13.11,2.55
E04937,14,2.66,6,2.9,3.32,8.52,37.24,1.45
E04938,6,4.07,2,7.4,1.58,3.57,24.42,3.7
E04939,18,1.16,14,3.6,2.24,9.29,20.88,1.8
E04940,25,1.49,12,3.4,1.89,11.82,37.25,1.7
E04941,1,1.81,8,8.9,2.56,0.14,1.81,4.45
E04942,6,2.61,7,2.5,3.06,1.89,15.66,1.25
E04943,6,4.38,4,1.6,3.03,6.94,26.28,0.8
E04944,21,2.39,6,3.4,4.02,8.27,50.19,1.7
E04945,16,3.62,2,6.5,1.76,6.42,57.92,3.25
E04946,5,3.84,0,2.1,4.79,4.54,19.2,1.05
E04947,17,3.34,0,5.2,2.37,6.66,56.78,2.6
E04948,10,2.43,14,6.6,2.2,8.71,24.3,3.3
E04949,21,3.31,10,8.6,3.74,11.13,69.51,4.3
E04950,18,2.37,1,3.1,4.22,8.1,42.66,1.55
E04951,7,1.34,7,8.4,2.51,3.97,9.38,4.2
E04952,3,4.97,0,3.1,3.99,4.38,14.91,1.55
E04953,13,1.51,15,7.1,4.53,11.33,19.63,3.55
E04954,15,1.29,10,4.9,4.07,7.18,19.35,2.45
E04955,20,4.51,11,2.0,1.14,12.26,90.2,1.0
E04956,19,2.21,4,7.4,4.31,8.88,41.99,3.7
E04957,3,3.6,8,3.0,4.1,6.53,10.8,1.5
E04958,4,2.32,11,2.6,3.68,5.58,9.28,1.3
E04959,5,2.57,8,4.2,4.04,5.29,12.85,2.1
E04960,1,2.05,1,6.9,4.92,3.69,2.05,3.45
E04961,4,2.37,6,3.1,2.72,6.63,9.48,1.55
E04962,12,2.64,10,2.7,1.27,7.65,31.68,1.35
E04963,24,3.88,0,1.1,2.84,10.39,93.12,0.55
E04964,10,3.05,2,5.2,1.19,4.64,30.5,2.6
E04965,23,4.77,5,4.9,2.18,13.88,109.71,2.45
E04966,25,1.17,8,3.1,3.35,11.83,29.25,1.55
E04967,21,3.01,9,1.5,2.24,10.06,63.21,0.75
E04968,20,3.34,1,4.9,3.74,8.53,66.8,2.45
E04969,24,4.68,6,8.1,4.29,13.9,112.32,4.05
E04970,25,1.2,14,7.4,2.68,10.84,30.0,3.7
E04971,13,3.29,3,8.7,4.6,4.04,42.77,4.35
E04972,23,4.41,1,1.1,1.32,9.38,101.43,0.55
E04973,14,1.97,2,9.7,4.36,9.61,27.58,4.85
E04974,23,4.51,5,4.1,4.31,14.16,103.73,2.05
E04975,5,1.08,15,9.9,2.29,6.17,5.4,4.95
E04976,4,3.93,9,3.3,2.19,5.43,15.72,1.65
E04977,14,4.73,8,5.2,2.22,9.7,66.22,2.6
E04978,10,3.63,15,4.2,4.25,8.19,36.3,2.1
E04979,17,2.76,7,4.2,4.33,9.92,46.92,2.1
E04980,10,1.18,9,8.6,2.32,6.43,11.8,4.3
E04981,7,4.68,13,7.7,3.37,10.04,32.76,3.85
E04982,16,2.88,10,9.9,1.56,10.7,46.08,4.95
E04983,1,1.12,8,6.5,2.88,5.19,1.12,3.25
E04984,17,3.76,3,5.2,5.0,8.31,63.92,2.6
E04985,21,2.93,11,1.8,1.64,14.03,61.53,0.9
E04986,9,1.5,3,10.0,4.79,6.83,13.5,5.0
E04987,6,1.86,14,6.0,4.3,7.3,11.16,3.0
E04988,19,1.26,8,7.3,4.89,7.99,23.94,3.65
E04989,13,3.3,7,4.7,1.72,7.24,42.9,2.35
E04990,3,3.49,11,5.9,1.85,5.68,10.47,2.95
E04991,7,3.02,14,9.5,1.07,5.7,21.14,4.75
E04992,22,4.27,1,2.5,3.9,8.95,93.94,1.25
