Job ID,Job Title,Company,Location,Experience Required (Years),Skills,Employment Type,Salary ($)
3767,Web Developer,Creative Solutions,New York,8,"Data Visualization, Excel, SQL",Full-time,50218
3768,Software Engineer,Creative Solutions,Remote,7,"Communication, Django, Python",Full-time,142562
3769,Project Manager,Creative Solutions,Austin,3,"CSS, JavaScript, HTML",Part-time,107921
3770,Data Analyst,Innovate LLC,Remote,1,"Project Management, Communication, Agile",Part-time,137910
3771,Data Analyst,Data Inc,Austin,3,"Python, SQL, Communication",Contract,91885
3772,Software Engineer,Data Inc,Austin,9,"Communication, Django, SQL",Part-time,72517
3773,UX Designer,Tech Corp,Austin,8,"Wireframing, Collaboration, Adobe XD",Part-time,53513
3774,Project Manager,Innovate LLC,San Francisco,5,"SQL, Data Visualization, Problem-Solving",Contract,124957
3775,Data Analyst,Creative Solutions,Remote,5,"JavaScript, HTML, Responsive Design",Full-time,127892
3776,Software Engineer,Creative Solutions,New York,5,"Excel, SQL, Problem-Solving",Part-time,71150
3777,Data Analyst,NextGen Tech,Remote,7,"Usability Testing, Collaboration, Adobe XD",Part-time,114080
3778,Project Manager,NextGen Tech,Remote,5,"JavaScript, Responsive Design, HTML",Full-time,117564
3779,Software Engineer,Tech Corp,Chicago,8,"Usability Testing, Adobe XD, Wireframing",Contract,143906
3780,UX Designer,NextGen Tech,Chicago,7,"JavaScript, CSS, HTML",Part-time,149198
3781,Web Developer,Tech Corp,Remote,10,"Project Management, Leadership, Agile",Part-time,61683
3782,Web Developer,Innovate LLC,San Francisco,10,"Excel, SQL, Problem-Solving",Full-time,67468
3783,Data Analyst,NextGen Tech,Austin,10,"Usability Testing, Collaboration, Wireframing",Full-time,63353
3784,Data Analyst,Creative Solutions,Austin,1,"JavaScript, Responsive Design, CSS",Part-time,92227
3785,Data Analyst,Tech Corp,Austin,1,"Excel, SQL, Problem-Solving",Part-time,92418
3786,Project Manager,Data Inc,Austin,3,"Python, SQL, Django",Full-time,77291
3787,Software Engineer,Tech Corp,San Francisco,7,"Django, Python, Communication",Contract,121282
3788,Web Developer,Creative Solutions,New York,4,"Data Visualization, SQL, Problem-Solving",Full-time,82484
3789,UX Designer,Creative Solutions,Austin,10,"Agile, Communication, Leadership",Contract,85418
3790,Project Manager,Innovate LLC,Chicago,9,"Data Visualization, Excel, SQL",Contract,52609
3791,UX Designer,Innovate LLC,Remote,4,"Agile, Communication, Project Management",Full-time,113882
3792,UX Designer,Tech Corp,New York,8,"Adobe XD, Wireframing, Collaboration",Contract,57441
3793,Data Analyst,NextGen Tech,Chicago,8,"Excel, Problem-Solving, Data Visualization",Part-time,90224
3794,Project Manager,Tech Corp,San Francisco,5,"Django, Communication, Python",Part-time,124950
3795,UX Designer,NextGen Tech,San Francisco,5,"Problem-Solving, SQL, Data Visualization",Contract,122168
3796,UX Designer,Data Inc,Remote,5,"Problem-Solving, Data Visualization, SQL",Full-time,144878
3797,Project Manager,Innovate LLC,New York,8,"CSS, HTML, Responsive Design",Part-time,116825
3798,Data Analyst,Creative Solutions,Remote,2,"Project Management, Communication, Agile",Full-time,67371
3799,Data Analyst,NextGen Tech,New York,8,"CSS, HTML, JavaScript",Part-time,128738
3800,Web Developer,NextGen Tech,San Francisco,1,"Project Management, Communication, Leadership",Contract,67051
3801,Software Engineer,Tech Corp,New York,3,"JavaScript, HTML, Responsive Design",Part-time,145352
3802,Software Engineer,Innovate LLC,San Francisco,6,"CSS, HTML, Responsive Design",Part-time,104857
3803,Software Engineer,Creative Solutions,San Francisco,1,"Python, SQL, Django",Part-time,118127
3804,Software Engineer,Creative Solutions,New York,3,"Communication, Django, Python",Contract,94881
3805,Project Manager,Creative Solutions,San Francisco,7,"Data Visualization, Problem-Solving, Excel",Full-time,132272
3806,Project Manager,Creative Solutions,San Francisco,1,"Leadership, Project Management, Agile",Full-time,67894
3807,Data Analyst,Data Inc,Austin,1,"Leadership, Agile, Project Management",Contract,105691
3808,Software Engineer,Creative Solutions,Remote,6,"Python, Communication, SQL",Contract,128234
3809,Software Engineer,Creative Solutions,New York,10,"Responsive Design, CSS, JavaScript",Part-time,115822
3810,Data Analyst,Tech Corp,Remote,8,"Leadership, Agile, Project Management",Part-time,133736
3811,Web Developer,NextGen Tech,Chicago,3,"Adobe XD, Collaboration, Wireframing",Contract,144851
3812,Web Developer,Tech Corp,New York,9,"Agile, Leadership, Communication",Contract,121553
3813,Data Analyst,Innovate LLC,San Francisco,8,"Problem-Solving, SQL, Data Visualization",Part-time,122878
3814,Web Developer,Creative Solutions,San Francisco,8,"SQL, Python, Communication",Part-time,108127
3815,Data Analyst,NextGen Tech,Remote,4,"Agile, Project Management, Leadership",Contract,144463
3816,Software Engineer,NextGen Tech,San Francisco,2,"Agile, Leadership, Communication",Contract,129560
3817,Software Engineer,Data Inc,Austin,9,"Communication, Python, SQL",Part-time,120734
3818,Web Developer,Innovate LLC,Austin,5,"Agile, Leadership, Communication",Contract,98073
3819,Web Developer,Creative Solutions,San Francisco,2,"Collaboration, Usability Testing, Wireframing",Contract,92285
3820,Data Analyst,Innovate LLC,New York,8,"Project Management, Leadership, Agile",Part-time,149018
3821,Web Developer,Creative Solutions,Austin,9,"Responsive Design, HTML, JavaScript",Part-time,116756
3822,UX Designer,Innovate LLC,Austin,9,"CSS, JavaScript, HTML",Full-time,97261
3823,UX Designer,Innovate LLC,Chicago,7,"Django, Python, Communication",Contract,130080
3824,UX Designer,Data Inc,Austin,7,"CSS, HTML, Responsive Design",Part-time,101426
3825,Software Engineer,Data Inc,New York,7,"Communication, Django, Python",Part-time,53570
3826,Web Developer,NextGen Tech,Remote,1,"Python, SQL, Communication",Part-time,144492
3827,Software Engineer,NextGen Tech,New York,5,"HTML, Responsive Design, CSS",Contract,130991
3828,Software Engineer,Tech Corp,San Francisco,7,"Problem-Solving, Data Visualization, SQL",Contract,113970
3829,Software Engineer,NextGen Tech,Remote,7,"Wireframing, Adobe XD, Collaboration",Full-time,72735
3830,Software Engineer,Tech Corp,San Francisco,7,"Django, Communication, Python",Contract,57972
3831,UX Designer,Innovate LLC,Austin,2,"Data Visualization, SQL, Problem-Solving",Full-time,139179
3832,UX Designer,Creative Solutions,Remote,6,"SQL, Python, Django",Part-time,68780
3833,Web Developer,Tech Corp,New York,6,"JavaScript, Responsive Design, CSS",Full-time,140785
3834,UX Designer,Data Inc,New York,5,"SQL, Python, Django",Contract,72539
3835,Software Engineer,Tech Corp,Chicago,7,"Python, SQL, Communication",Contract,135016
3836,Software Engineer,Data Inc,Austin,4,"Communication, SQL, Python",Contract,73455
3837,Web Developer,Data Inc,Chicago,2,"Usability Testing, Collaboration, Adobe XD",Contract,99733
3838,Project Manager,Creative Solutions,Remote,6,"Usability Testing, Adobe XD, Wireframing",Contract,118583
3839,Project Manager,Innovate LLC,Remote,1,"Python, Django, Communication",Full-time,68972
3840,Project Manager,Creative Solutions,Austin,8,"Python, Communication, SQL",Part-time,102675
3841,Project Manager,Data Inc,Remote,4,"Data Visualization, Excel, Problem-Solving",Full-time,123376
3842,Software Engineer,Data Inc,Chicago,5,"HTML, Responsive Design, CSS",Contract,86254
3843,Software Engineer,Tech Corp,San Francisco,7,"Communication, Django, SQL",Full-time,97576
3844,Software Engineer,Innovate LLC,Remote,5,"Communication, SQL, Django",Part-time,67185
3845,Software Engineer,Innovate LLC,Remote,8,"Agile, Leadership, Communication",Contract,76191
3846,Project Manager,Data Inc,San Francisco,4,"SQL, Data Visualization, Problem-Solving",Full-time,80266
3847,Data Analyst,NextGen Tech,Remote,1,"Data Visualization, Problem-Solving, SQL",Full-time,69919
3848,Software Engineer,Tech Corp,New York,10,"Communication, Project Management, Leadership",Contract,89540
3849,UX Designer,Data Inc,San Francisco,7,"Django, Python, Communication",Full-time,72101
3850,Web Developer,Creative Solutions,San Francisco,7,"Communication, Django, Python",Contract,111441
3851,Software Engineer,Creative Solutions,New York,3,"HTML, Responsive Design, JavaScript",Full-time,126496
3852,Project Manager,Innovate LLC,New York,8,"Adobe XD, Usability Testing, Collaboration",Part-time,111488
3853,Project Manager,Data Inc,New York,10,"Communication, Django, Python",Contract,69928
3854,Data Analyst,Tech Corp,Chicago,4,"Problem-Solving, SQL, Data Visualization",Contract,54678
3855,Software Engineer,Data Inc,New York,8,"SQL, Python, Django",Full-time,51079
3856,Data Analyst,Data Inc,Chicago,9,"SQL, Data Visualization, Problem-Solving",Contract,146095
3857,Project Manager,Data Inc,Remote,1,"CSS, Responsive Design, JavaScript",Contract,81846
3858,Project Manager,Innovate LLC,Chicago,9,"SQL, Django, Python",Contract,80426
3859,UX Designer,Tech Corp,Chicago,3,"Collaboration, Wireframing, Usability Testing",Full-time,86830
3860,UX Designer,NextGen Tech,Chicago,1,"Wireframing, Adobe XD, Usability Testing",Full-time,146028
3861,Software Engineer,Data Inc,New York,9,"Leadership, Project Management, Agile",Full-time,133067
3862,Web Developer,Data Inc,San Francisco,10,"Python, SQL, Django",Contract,83552
3863,Project Manager,Data Inc,Chicago,4,"SQL, Communication, Python",Contract,68474
3864,UX Designer,Creative Solutions,Chicago,2,"Communication, Agile, Project Management",Part-time,115937
3865,UX Designer,Creative Solutions,Chicago,4,"Collaboration, Wireframing, Adobe XD",Full-time,127640
3866,Data Analyst,NextGen Tech,San Francisco,6,"Problem-Solving, Excel, SQL",Full-time,99440
3867,Software Engineer,Tech Corp,Chicago,7,"JavaScript, CSS, HTML",Part-time,73527
3868,Software Engineer,Data Inc,New York,8,"Collaboration, Wireframing, Usability Testing",Full-time,103141
3869,UX Designer,Data Inc,Remote,2,"Adobe XD, Wireframing, Collaboration",Contract,86056
3870,UX Designer,NextGen Tech,Chicago,2,"Wireframing, Usability Testing, Collaboration",Part-time,66594
3871,Software Engineer,Tech Corp,Remote,9,"JavaScript, Responsive Design, CSS",Contract,84219
3872,Project Manager,Tech Corp,Remote,1,"SQL, Communication, Python",Full-time,98132
3873,Software Engineer,Creative Solutions,San Francisco,5,"Leadership, Project Management, Communication",Part-time,149938
3874,Project Manager,Data Inc,Chicago,2,"Wireframing, Collaboration, Usability Testing",Full-time,112395
3875,Software Engineer,Data Inc,Austin,4,"Wireframing, Usability Testing, Collaboration",Contract,112260
3876,Data Analyst,Tech Corp,Austin,8,"SQL, Problem-Solving, Data Visualization",Full-time,63928
3877,UX Designer,Data Inc,Remote,5,"Project Management, Communication, Leadership",Full-time,79021
3878,Project Manager,Tech Corp,Remote,2,"Project Management, Leadership, Communication",Contract,103287
3879,Web Developer,Tech Corp,San Francisco,3,"Usability Testing, Adobe XD, Collaboration",Part-time,86168
3880,Software Engineer,Creative Solutions,San Francisco,3,"Python, Communication, Django",Full-time,56149
3881,UX Designer,Tech Corp,Remote,4,"Django, Communication, Python",Full-time,117350
3882,UX Designer,Tech Corp,Chicago,3,"CSS, HTML, JavaScript",Contract,97518
3883,Project Manager,Innovate LLC,New York,4,"JavaScript, Responsive Design, HTML",Contract,145157
3884,Web Developer,Data Inc,Chicago,6,"JavaScript, HTML, Responsive Design",Part-time,122308
3885,Project Manager,Creative Solutions,San Francisco,10,"Usability Testing, Collaboration, Wireframing",Full-time,76367
3886,Software Engineer,Tech Corp,Chicago,9,"Project Management, Communication, Agile",Part-time,93589
3887,Web Developer,Innovate LLC,San Francisco,6,"Python, SQL, Django",Contract,76913
3888,Software Engineer,NextGen Tech,New York,9,"Communication, Django, Python",Contract,115099
3889,Project Manager,Creative Solutions,Remote,1,"Django, Communication, SQL",Full-time,133270
3890,UX Designer,NextGen Tech,New York,6,"Data Visualization, SQL, Excel",Full-time,113401
3891,Web Developer,Creative Solutions,San Francisco,1,"Communication, Project Management, Agile",Part-time,90471
3892,UX Designer,Tech Corp,Remote,3,"Responsive Design, JavaScript, HTML",Full-time,82742
3893,Web Developer,Tech Corp,Chicago,8,"Responsive Design, JavaScript, HTML",Part-time,53521
3894,Data Analyst,NextGen Tech,Austin,6,"Leadership, Project Management, Agile",Contract,146432
3895,Project Manager,Creative Solutions,New York,10,"Django, Communication, Python",Full-time,120843
3896,Web Developer,NextGen Tech,Chicago,8,"JavaScript, CSS, HTML",Contract,118448
3897,Project Manager,Creative Solutions,Chicago,2,"Python, SQL, Communication",Full-time,88484
3898,Project Manager,Creative Solutions,Remote,6,"Wireframing, Collaboration, Usability Testing",Full-time,96523
3899,Web Developer,Data Inc,San Francisco,7,"Django, Python, Communication",Part-time,103214
3900,Project Manager,Tech Corp,Remote,1,"Wireframing, Adobe XD, Collaboration",Full-time,107498
3901,Software Engineer,Data Inc,New York,6,"CSS, HTML, Responsive Design",Part-time,90618
3902,UX Designer,NextGen Tech,Chicago,4,"Responsive Design, HTML, CSS",Part-time,62216
3903,Project Manager,Creative Solutions,San Francisco,9,"Adobe XD, Wireframing, Usability Testing",Part-time,119273
3904,Web Developer,Data Inc,Remote,9,"Usability Testing, Adobe XD, Collaboration",Part-time,114621
3905,UX Designer,Tech Corp,New York,5,"Django, Communication, Python",Contract,59200
3906,Data Analyst,Data Inc,New York,10,"SQL, Django, Communication",Part-time,108611
3907,Web Developer,NextGen Tech,New York,8,"SQL, Communication, Django",Contract,120197
3908,Project Manager,NextGen Tech,San Francisco,10,"Collaboration, Usability Testing, Adobe XD",Part-time,136793
3909,Software Engineer,Innovate LLC,Remote,3,"Usability Testing, Wireframing, Adobe XD",Full-time,57917
3910,Web Developer,Data Inc,Remote,9,"SQL, Excel, Problem-Solving",Part-time,88822
3911,UX Designer,NextGen Tech,New York,10,"Communication, Project Management, Leadership",Full-time,92264
3912,Web Developer,Data Inc,Chicago,7,"HTML, CSS, JavaScript",Full-time,81155
3913,UX Designer,NextGen Tech,New York,4,"Responsive Design, JavaScript, HTML",Contract,63306
3914,Web Developer,Tech Corp,Chicago,7,"Wireframing, Adobe XD, Collaboration",Full-time,50467
3915,Web Developer,Data Inc,Chicago,1,"Python, Django, Communication",Part-time,93078
3916,Web Developer,Tech Corp,Austin,4,"Python, Communication, Django",Full-time,116046
3917,Web Developer,Data Inc,Remote,7,"HTML, JavaScript, Responsive Design",Contract,134344
3918,UX Designer,Innovate LLC,San Francisco,3,"Project Management, Leadership, Communication",Full-time,79839
3919,Web Developer,Data Inc,Chicago,3,"Responsive Design, CSS, JavaScript",Full-time,54086
3920,Project Manager,Creative Solutions,Remote,8,"Responsive Design, HTML, CSS",Part-time,72581
3921,Project Manager,Creative Solutions,San Francisco,8,"JavaScript, CSS, Responsive Design",Contract,127743
3922,Web Developer,Data Inc,New York,4,"Agile, Leadership, Project Management",Contract,132702
3923,Data Analyst,Creative Solutions,Remote,5,"Wireframing, Collaboration, Usability Testing",Contract,135611
3924,Web Developer,Data Inc,Remote,3,"Python, Django, SQL",Full-time,131961
3925,Data Analyst,Tech Corp,San Francisco,3,"Project Management, Communication, Agile",Full-time,119536
3926,Project Manager,NextGen Tech,Chicago,2,"Data Visualization, SQL, Problem-Solving",Full-time,64864
3927,Project Manager,Tech Corp,Austin,3,"SQL, Django, Communication",Part-time,131226
3928,Web Developer,Innovate LLC,Chicago,2,"JavaScript, HTML, CSS",Full-time,72108
3929,Data Analyst,Data Inc,New York,4,"Communication, Project Management, Leadership",Part-time,83291
3930,UX Designer,Creative Solutions,Austin,10,"Django, SQL, Communication",Part-time,105089
3931,Project Manager,Data Inc,Remote,1,"Adobe XD, Collaboration, Wireframing",Part-time,110147
3932,UX Designer,Innovate LLC,San Francisco,8,"SQL, Problem-Solving, Excel",Part-time,74778
3933,Project Manager,Creative Solutions,Chicago,9,"SQL, Communication, Django",Full-time,104571
3934,Web Developer,Creative Solutions,Austin,3,"SQL, Data Visualization, Problem-Solving",Full-time,52955
3935,Project Manager,Innovate LLC,Chicago,8,"Agile, Communication, Leadership",Part-time,86808
3936,Data Analyst,Data Inc,San Francisco,6,"Django, Communication, SQL",Contract,73593
3937,Web Developer,Creative Solutions,Remote,10,"Responsive Design, HTML, CSS",Contract,113729
3938,Data Analyst,NextGen Tech,New York,1,"Communication, Project Management, Agile",Full-time,87677
3939,Software Engineer,NextGen Tech,New York,9,"Collaboration, Adobe XD, Usability Testing",Full-time,63553
3940,Data Analyst,Creative Solutions,Remote,9,"Project Management, Communication, Leadership",Full-time,90789
3941,Web Developer,Creative Solutions,San Francisco,10,"Leadership, Agile, Project Management",Full-time,113344
3942,UX Designer,Tech Corp,Chicago,10,"Data Visualization, Excel, Problem-Solving",Full-time,65009
3943,Project Manager,Innovate LLC,Austin,9,"Responsive Design, JavaScript, CSS",Contract,82876
3944,Project Manager,Creative Solutions,San Francisco,6,"Usability Testing, Wireframing, Adobe XD",Contract,78158
3945,Project Manager,Data Inc,San Francisco,9,"SQL, Data Visualization, Excel",Contract,69221
3946,Project Manager,Tech Corp,San Francisco,2,"CSS, Responsive Design, JavaScript",Part-time,99495
3947,Project Manager,Data Inc,Austin,6,"Responsive Design, CSS, HTML",Part-time,78545
3948,Data Analyst,Innovate LLC,Austin,6,"Excel, Problem-Solving, Data Visualization",Part-time,102384
3949,UX Designer,Innovate LLC,San Francisco,7,"Excel, Data Visualization, Problem-Solving",Contract,88868
3950,UX Designer,Innovate LLC,New York,8,"HTML, JavaScript, CSS",Contract,64999
3951,Software Engineer,Innovate LLC,Chicago,8,"Data Visualization, SQL, Excel",Contract,109340
3952,Project Manager,Data Inc,Austin,3,"Agile, Communication, Project Management",Part-time,87350
3953,Software Engineer,Creative Solutions,New York,2,"Wireframing, Adobe XD, Collaboration",Contract,144207
3954,Web Developer,NextGen Tech,Austin,2,"JavaScript, HTML, Responsive Design",Part-time,78309
3955,Project Manager,Innovate LLC,New York,2,"Agile, Project Management, Leadership",Contract,69574
3956,Project Manager,NextGen Tech,New York,5,"Usability Testing, Collaboration, Wireframing",Part-time,114136
3957,Web Developer,Innovate LLC,Remote,6,"Wireframing, Collaboration, Usability Testing",Contract,85467
3958,Project Manager,Innovate LLC,Remote,5,"HTML, CSS, Responsive Design",Part-time,60249
3959,Data Analyst,Data Inc,New York,2,"Adobe XD, Usability Testing, Wireframing",Part-time,73652
3960,Software Engineer,Innovate LLC,Chicago,2,"Leadership, Agile, Communication",Contract,94490
3961,Project Manager,Innovate LLC,New York,10,"SQL, Excel, Data Visualization",Contract,72146
3962,Data Analyst,Innovate LLC,Remote,5,"Data Visualization, SQL, Problem-Solving",Contract,80994
3963,Web Developer,Data Inc,Remote,8,"Agile, Communication, Leadership",Part-time,124035
3964,Web Developer,Tech Corp,Chicago,8,"JavaScript, HTML, Responsive Design",Contract,61399
3965,Project Manager,Creative Solutions,New York,4,"Data Visualization, Excel, SQL",Contract,127998
3966,UX Designer,Tech Corp,Remote,6,"Usability Testing, Collaboration, Wireframing",Contract,133303
3967,Software Engineer,Creative Solutions,New York,7,"Wireframing, Adobe XD, Collaboration",Part-time,72431
3968,Software Engineer,Data Inc,Remote,2,"SQL, Excel, Data Visualization",Contract,137945
3969,UX Designer,NextGen Tech,Remote,7,"Wireframing, Usability Testing, Adobe XD",Part-time,133058
3970,UX Designer,Creative Solutions,Remote,2,"Python, SQL, Django",Contract,100750
3971,Project Manager,Creative Solutions,Remote,2,"Wireframing, Collaboration, Adobe XD",Contract,68080
3972,Software Engineer,Data Inc,San Francisco,9,"CSS, Responsive Design, HTML",Contract,116348
3973,Data Analyst,Tech Corp,New York,5,"CSS, Responsive Design, HTML",Full-time,83550
3974,Data Analyst,Data Inc,Remote,9,"HTML, CSS, Responsive Design",Full-time,83249
3975,Data Analyst,Tech Corp,Chicago,8,"Collaboration, Wireframing, Usability Testing",Part-time,144568
3976,Project Manager,NextGen Tech,Austin,4,"Leadership, Project Management, Communication",Full-time,52902
3977,Data Analyst,Tech Corp,Chicago,3,"HTML, Responsive Design, CSS",Full-time,119251
3978,Data Analyst,Data Inc,Austin,9,"SQL, Python, Communication",Part-time,127239
3979,UX Designer,Creative Solutions,Austin,4,"Python, Communication, Django",Part-time,51007
3980,Web Developer,NextGen Tech,New York,10,"CSS, JavaScript, HTML",Contract,134690
3981,Project Manager,Data Inc,Chicago,6,"Adobe XD, Collaboration, Wireframing",Part-time,101127
3982,Web Developer,NextGen Tech,San Francisco,9,"SQL, Django, Communication",Part-time,84210
3983,Software Engineer,NextGen Tech,San Francisco,10,"Python, Communication, SQL",Contract,124962
3984,Web Developer,Creative Solutions,San Francisco,9,"Problem-Solving, SQL, Excel",Part-time,140579
3985,Web Developer,NextGen Tech,Austin,8,"Adobe XD, Wireframing, Collaboration",Contract,107214
3986,Project Manager,Tech Corp,Austin,6,"Responsive Design, CSS, JavaScript",Part-time,139063
3987,UX Designer,NextGen Tech,Austin,1,"JavaScript, CSS, Responsive Design",Contract,112288
3988,Web Developer,NextGen Tech,Austin,4,"SQL, Problem-Solving, Excel",Part-time,79987
3989,Web Developer,Tech Corp,San Francisco,6,"Communication, Project Management, Leadership",Full-time,130418
3990,UX Designer,Innovate LLC,New York,8,"Data Visualization, Excel, Problem-Solving",Part-time,89454
3991,Web Developer,Data Inc,Remote,6,"Collaboration, Adobe XD, Usability Testing",Full-time,131951
3992,Software Engineer,Creative Solutions,Chicago,6,"Wireframing, Usability Testing, Adobe XD",Full-time,121957
3993,UX Designer,Tech Corp,Austin,9,"Wireframing, Collaboration, Usability Testing",Part-time,82597
3994,UX Designer,Creative Solutions,New York,1,"Communication, SQL, Django",Contract,88069
3995,UX Designer,Data Inc,San Francisco,10,"Collaboration, Usability Testing, Wireframing",Part-time,96889
3996,Web Developer,Tech Corp,Chicago,8,"Communication, Leadership, Project Management",Part-time,74020
3997,Web Developer,Innovate LLC,Remote,1,"Problem-Solving, Excel, Data Visualization",Contract,117185
3998,Project Manager,Innovate LLC,New York,1,"Responsive Design, JavaScript, HTML",Full-time,61751
3999,Software Engineer,Tech Corp,Austin,10,"Communication, Django, SQL",Part-time,88979
4000,Web Developer,NextGen Tech,San Francisco,5,"Leadership, Project Management, Communication",Full-time,119266
4001,Web Developer,Innovate LLC,Chicago,4,"Usability Testing, Adobe XD, Collaboration",Contract,102295
4002,Web Developer,Innovate LLC,Austin,10,"Django, Communication, Python",Contract,136515
4003,Software Engineer,Creative Solutions,Remote,6,"Communication, Leadership, Project Management",Full-time,144551
4004,Web Developer,Innovate LLC,New York,10,"Data Visualization, Excel, Problem-Solving",Part-time,138225
4005,Software Engineer,NextGen Tech,New York,9,"SQL, Communication, Python",Contract,76638
4006,Software Engineer,Creative Solutions,New York,8,"Communication, Django, SQL",Contract,92536
4007,Data Analyst,Data Inc,New York,9,"Django, Python, Communication",Contract,135777
4008,Web Developer,NextGen Tech,San Francisco,9,"HTML, JavaScript, Responsive Design",Contract,83027
4009,UX Designer,NextGen Tech,Chicago,3,"Python, SQL, Communication",Part-time,86250
4010,Web Developer,NextGen Tech,Remote,6,"JavaScript, CSS, HTML",Full-time,149363
4011,UX Designer,Data Inc,Austin,9,"Data Visualization, Excel, Problem-Solving",Part-time,146766
4012,Software Engineer,Innovate LLC,Austin,5,"Wireframing, Usability Testing, Adobe XD",Part-time,81029
4013,Software Engineer,Innovate LLC,San Francisco,8,"SQL, Problem-Solving, Data Visualization",Part-time,145004
4014,Project Manager,Innovate LLC,San Francisco,6,"CSS, HTML, JavaScript",Part-time,76976
4015,Web Developer,Data Inc,New York,5,"Wireframing, Collaboration, Usability Testing",Contract,60153
4016,Web Developer,NextGen Tech,Remote,8,"Excel, Problem-Solving, SQL",Full-time,104955
4017,Data Analyst,Data Inc,Chicago,9,"Responsive Design, CSS, HTML",Contract,125488
4018,Web Developer,Data Inc,Remote,1,"SQL, Excel, Data Visualization",Contract,90654
4019,Web Developer,NextGen Tech,San Francisco,8,"CSS, Responsive Design, JavaScript",Part-time,127492
4020,UX Designer,Innovate LLC,Remote,5,"Excel, SQL, Problem-Solving",Part-time,61291
4021,Data Analyst,Data Inc,San Francisco,6,"Usability Testing, Collaboration, Adobe XD",Full-time,55588
4022,Web Developer,NextGen Tech,New York,9,"Project Management, Leadership, Communication",Full-time,75583
4023,Web Developer,Data Inc,Chicago,3,"HTML, CSS, Responsive Design",Full-time,114988
4024,Web Developer,Innovate LLC,San Francisco,1,"Usability Testing, Collaboration, Wireframing",Part-time,78942
4025,Project Manager,Tech Corp,Remote,5,"CSS, HTML, JavaScript",Part-time,114602
4026,Project Manager,Data Inc,New York,5,"Adobe XD, Wireframing, Usability Testing",Contract,149310
4027,Web Developer,Creative Solutions,Chicago,6,"Usability Testing, Adobe XD, Collaboration",Part-time,88876
4028,UX Designer,NextGen Tech,Remote,8,"Problem-Solving, Data Visualization, SQL",Part-time,145729
4029,Software Engineer,NextGen Tech,Chicago,1,"Django, Python, SQL",Full-time,60377
4030,Data Analyst,NextGen Tech,New York,7,"CSS, Responsive Design, JavaScript",Part-time,67929
4031,Software Engineer,Creative Solutions,Chicago,2,"Communication, SQL, Django",Contract,66802
4032,Web Developer,Creative Solutions,New York,3,"Data Visualization, SQL, Problem-Solving",Contract,110617
4033,UX Designer,Data Inc,Austin,7,"Problem-Solving, SQL, Excel",Part-time,136575
4034,Web Developer,Tech Corp,Austin,4,"Leadership, Agile, Communication",Full-time,52930
4035,Project Manager,Innovate LLC,San Francisco,10,"HTML, CSS, Responsive Design",Part-time,127348
4036,UX Designer,Innovate LLC,Chicago,1,"JavaScript, HTML, Responsive Design",Part-time,111098
4037,Software Engineer,Creative Solutions,New York,1,"SQL, Python, Django",Full-time,94016
4038,Project Manager,Creative Solutions,San Francisco,10,"Leadership, Agile, Communication",Contract,126557
4039,Web Developer,Creative Solutions,Austin,10,"Leadership, Agile, Communication",Part-time,88215
4040,Data Analyst,Innovate LLC,Remote,5,"CSS, JavaScript, Responsive Design",Part-time,55843
4041,Project Manager,Innovate LLC,Austin,9,"Wireframing, Adobe XD, Collaboration",Part-time,95460
4042,UX Designer,Tech Corp,Chicago,1,"Communication, Django, SQL",Full-time,123925
4043,UX Designer,Creative Solutions,Chicago,7,"Wireframing, Usability Testing, Adobe XD",Part-time,97077
4044,Data Analyst,Innovate LLC,New York,6,"HTML, Responsive Design, CSS",Full-time,61350
4045,Project Manager,NextGen Tech,Remote,6,"CSS, HTML, JavaScript",Contract,118185
4046,Software Engineer,Innovate LLC,Chicago,3,"Adobe XD, Usability Testing, Wireframing",Full-time,98157
4047,Web Developer,Data Inc,New York,8,"Project Management, Agile, Communication",Part-time,112884
4048,Software Engineer,Data Inc,New York,5,"Usability Testing, Wireframing, Adobe XD",Contract,68581
4049,Data Analyst,Tech Corp,San Francisco,10,"Excel, Problem-Solving, Data Visualization",Part-time,140936
4050,Data Analyst,Innovate LLC,San Francisco,6,"Django, SQL, Python",Contract,112015
4051,Web Developer,Data Inc,San Francisco,10,"SQL, Python, Communication",Part-time,77207
4052,Data Analyst,Data Inc,Remote,5,"HTML, JavaScript, Responsive Design",Full-time,127149
4053,UX Designer,NextGen Tech,New York,3,"Communication, Leadership, Agile",Full-time,142696
4054,Software Engineer,NextGen Tech,Remote,10,"SQL, Data Visualization, Excel",Part-time,113381
4055,Web Developer,Creative Solutions,Remote,6,"Data Visualization, Excel, SQL",Full-time,110394
4056,UX Designer,Innovate LLC,San Francisco,5,"Responsive Design, CSS, JavaScript",Contract,127438
4057,Project Manager,NextGen Tech,Remote,10,"Usability Testing, Collaboration, Wireframing",Full-time,77264
4058,Project Manager,Tech Corp,Austin,5,"Collaboration, Adobe XD, Usability Testing",Contract,119288
4059,Project Manager,Innovate LLC,San Francisco,8,"HTML, Responsive Design, CSS",Contract,71562
4060,Web Developer,Innovate LLC,New York,5,"Leadership, Project Management, Communication",Full-time,96934
4061,Project Manager,NextGen Tech,San Francisco,5,"Leadership, Project Management, Agile",Full-time,76272
4062,UX Designer,Tech Corp,San Francisco,9,"Excel, Data Visualization, Problem-Solving",Part-time,92423
