ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags
45654474,5018,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12
45660608,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45651207,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45539804,30734,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,16000,6,Tiptronic,4x4,Left wheel,Black,12
45778049,23521,1399,BMW,335,2010,Sedan,1,Petrol,3.5 Turbo,94000,6,Tiptronic,Rear,Left wheel,White,6
45766234,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45648799,5018,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12
45653994,282,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,311949,6,Automatic,Front,Left wheel,Silver,12
45656047,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45769039,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45770188,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45786476,110,1399,NISSAN,Quest,2010,Minivan,1,Petrol,3.5,70000,6,Automatic,Front,Left wheel,Silver,8
45772868,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45813626,1176,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,0,6,Automatic,4x4,Left wheel,Silver,12
45658615,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45813956,3450,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,136542,6,Automatic,Front,Left wheel,Blue,0
45765584,862,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,239224,6,Automatic,4x4,Left wheel,Black,12
45655735,2509,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,315270,6,Automatic,4x4,Left wheel,Grey,12
45813968,6115,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,197044,6,Automatic,4x4,Left wheel,Grey,12
45760560,22266,1399,TOYOTA,RAV 4,2010,Jeep,0,Petrol,3.5,160000,6,Automatic,Front,Left wheel,Silver,8
45649812,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45617861,8938,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,256914,6,Automatic,4x4,Left wheel,Grey,12
45769017,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45774201,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45656752,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45772479,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45765324,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45804459,49864,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,82021,4,Automatic,Front,Left wheel,Grey,4
45773743,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45815360,470,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,138070,6,Automatic,4x4,Left wheel,Black,12
45756748,862,1399,FORD,Taurus,2010,Sedan,1,Petrol,3.5,236770,6,Automatic,Front,Left wheel,Black,12
45764819,862,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,239224,6,Automatic,4x4,Left wheel,Black,12
45766585,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45764526,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45651894,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45813335,12231,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,413474,6,Automatic,Front,Left wheel,Blue,12
45653766,5018,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12
45793578,39201,1399,LEXUS,RX 450 HYBRID,2010,Jeep,1,Hybrid,3.5,148250,4,Tiptronic,4x4,Left wheel,Black,12
45740475,25089,1399,MERCEDES-BENZ,ML 350 sport,2010,Jeep,1,Petrol,3.5,126000,6,Automatic,4x4,Left wheel,Grey,9
45774087,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45765788,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45649726,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45804454,45210,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,74592,4,Automatic,Front,Left wheel,Black,4
45655658,282,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,311949,6,Automatic,Front,Left wheel,Silver,12
45620667,8938,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,256914,6,Automatic,4x4,Left wheel,Grey,12
45653882,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45654591,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45771977,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45809356,2666,1399,HONDA,Accord,2010,Sedan,1,Petrol,3.5,241786,6,Automatic,Front,Left wheel,White,12
45655071,2509,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,315270,6,Automatic,4x4,Left wheel,Grey,12
45770115,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45661395,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45771377,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45653232,2509,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,315270,6,Automatic,4x4,Left wheel,Grey,12
45809180,22843,1399,FORD,Taurus,2010,Sedan,1,Petrol,3.5,56503,4,Automatic,Front,Left wheel,Silver,4
45653199,282,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,311949,6,Automatic,Front,Left wheel,Silver,12
45815351,549,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,138211,6,Automatic,4x4,Left wheel,Black,12
45655035,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45769653,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45656441,5018,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12
45815285,862,1399,TOYOTA,Highlander,2010,Jeep,1,Petrol,3.5,156645,6,Automatic,Front,Left wheel,Grey,12
45770328,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45653782,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45766622,706,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45348513,31047,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5 Turbo,85000,6,Tiptronic,Rear,Left wheel,Black,12
45772413,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45773831,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45659999,5018,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12
45770941,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45660545,13328,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45770336,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45653761,13328,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45815491,157,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,110947,6,Automatic,4x4,Left wheel,Grey,12
45766261,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45661281,282,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,311949,6,Automatic,Front,Left wheel,Silver,12
45815360,470,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,138070,6,Automatic,4x4,Left wheel,Black,12
45815382,706,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,172659,6,Automatic,4x4,Left wheel,White,12
45653204,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45762377,3607,1399,LEXUS,ES 350,2010,Sedan,1,Petrol,3.5,126110,6,Automatic,Front,Left wheel,Red,12
45656043,2509,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,315270,6,Automatic,4x4,Left wheel,Grey,12
45653158,13328,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45660194,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45808700,2666,1399,HONDA,Accord,2010,Sedan,1,Petrol,3.5,241786,6,Automatic,Front,Left wheel,White,12
45813956,3450,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,136542,6,Automatic,Front,Left wheel,Blue,0
45769432,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45767414,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45649795,2509,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,315270,6,Automatic,4x4,Left wheel,Grey,12
45815351,549,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,138211,6,Automatic,4x4,Left wheel,Black,12
45649658,13328,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45771888,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45654467,13328,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45769888,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45813920,1490,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,249734,6,Automatic,4x4,Left wheel,Blue,12
45767442,706,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45766537,862,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,239224,6,Automatic,4x4,Left wheel,Black,12
45766459,862,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,239224,6,Automatic,4x4,Left wheel,Black,12
45765287,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45815360,470,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,138070,6,Automatic,4x4,Left wheel,Black,12
45815360,470,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,138070,6,Automatic,4x4,Left wheel,Black,12
45791780,26657,1399,LEXUS,RX 450,2010,Jeep,0,Hybrid,3.5,0,6,Automatic,4x4,Left wheel,Black,0
45621717,8938,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,256914,6,Automatic,4x4,Left wheel,Grey,12
45764912,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45772772,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45769751,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45815351,549,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,138211,6,Automatic,4x4,Left wheel,Black,12
45612808,40766,1399,LEXUS,RX 450 HYBRID,2010,Jeep,1,Hybrid,3.5,91000,6,Automatic,4x4,Left wheel,Black,12
45660710,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45771019,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12
45651850,5018,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12
45804446,47120,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,114382,4,Automatic,Front,Left wheel,Silver,4
45656432,13328,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45651047,5018,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12
45769198,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12
45656800,220,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12
45813949,941,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,182618,6,Automatic,4x4,Left wheel,White,12
45765158,862,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,239224,6,Automatic,4x4,Left wheel,Black,12
45766045,862,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,239224,6,Automatic,4x4,Left wheel,Black,12
45651886,282,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,311949,6,Automatic,Front,Left wheel,Silver,12
45815382,706,1399,LEXUS,RX 350,2010,Jeep,1,Petrol,3.5,172659,6,Automatic,4x4,Left wheel,White,12
45649716,282,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,311949,6,Automatic,Front,Left wheel,Silver,12
45771405,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,Left wheel,White,12
45656748,282,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,311949,6,Automatic,Front,Left wheel,Silver,12
45813073,14269,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45655631,13328,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,186005,6,Automatic,4x4,Left wheel,Silver,12
45654520,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45655664,314,1399,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,Left wheel,Silver,12
45751920,784,1399,CHEVROLET,Impala,2010,Sedan,1,Petrol,3.5,321037,6,Automatic,Front,Left wheel,Grey,12
45631454,627,1405,BMW,X5,2009,Sedan,1,Petrol,3,171382,6,Automatic,4x4,Left wheel,Black,0
45646875,1803,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45007657,21012,1405,BMW,X5 3.0,2009,Jeep,1,Petrol,3,170000,6,Tiptronic,4x4,Left wheel,Blue,8
45621632,6429,1405,BMW,X5,2009,Jeep,1,Diesel,3,262072,6,Automatic,4x4,Left wheel,Grey,0
45771009,36065,1405,MERCEDES-BENZ,GLK 300,2009,Jeep,1,Diesel,3.0 Turbo,165000,6,Automatic,4x4,Left wheel,Black,8
45625974,627,1405,BMW,X5,2009,Sedan,1,Petrol,3,171382,6,Automatic,4x4,Left wheel,Black,0
45625938,78,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45647803,1803,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45648495,1803,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45633845,6429,1405,BMW,X5,2009,Jeep,1,Diesel,3,262072,6,Automatic,4x4,Left wheel,Grey,0
43995670,24462,1405,BMW,X5,2009,Jeep,1,Petrol,3,107000,6,Tiptronic,4x4,Left wheel,Black,8
45811366,10663,1405,MERCEDES-BENZ,ML 350,2009,Jeep,1,Diesel,3,278904,6,Automatic,4x4,Left wheel,Blue,12
45664419,1803,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45640903,1803,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45621679,78,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45706018,30734,1405,BMW,335,2009,Cabriolet,1,Petrol,3.0 Turbo,59700,6,Tiptronic,Rear,Left wheel,Black,7
45656433,1803,1405,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,Left wheel,Green,0
45805897,14113,1405,BMW,528,2009,Sedan,1,Petrol,3,283200,6,Tiptronic,Rear,Left wheel,Black,12
45706018,30734,1405,BMW,335,2009,Cabriolet,1,Petrol,3.0 Turbo,59700,6,Tiptronic,Rear,Left wheel,Black,7
45621740,627,1405,BMW,X5,2009,Sedan,1,Petrol,3,171382,6,Automatic,4x4,Left wheel,Black,0
45631355,6429,1405,BMW,X5,2009,Jeep,1,Diesel,3,262072,6,Automatic,4x4,Left wheel,Grey,0
44675569,15991,1408,FORD,Transit,2007,Microbus,0,Diesel,2.2 Turbo,280000,4,Manual,Front,Left wheel,White,2
45800057,37633,1408,MERCEDES-BENZ,Viano,2007,Minivan,1,Diesel,2.2 Turbo,145784,4,Manual,Rear,Left wheel,Black,10
44139654,16618,1408,FORD,Transit,2007,Microbus,0,Diesel,2.2 Turbo,158000,4,Manual,Front,Left wheel,White,2
45604748,18189,1408,FORD,Transit,2007,Microbus,0,Diesel,2.2,214000,4,Manual,Front,Left wheel,Blue,2
45667168,12858,1408,FORD,Transit,2007,Microbus,0,Diesel,2.2 Turbo,175000,4,Manual,Front,Left wheel,White,2
45739445,10976,1408,FORD,Transit,2007,Microbus,0,Diesel,2.2 Turbo,170000,4,Manual,Front,Left wheel,Black,2
45771788,282,1408,CHEVROLET,HHR,2007,Jeep,1,Petrol,2.2,207442,4,Automatic,Front,Left wheel,Red,12
45475828,21953,1408,MERCEDES-BENZ,Sprinter EURO4,2007,Microbus,0,Diesel,2.2 Turbo,215423,4,Manual,Rear,Left wheel,Green,4
45765594,12544,1408,FORD,Transit,2007,Microbus,0,Diesel,2.2 Turbo,100000,4,Manual,Front,Left wheel,White,4
45795269,19757,1408,MERCEDES-BENZ,E 220,2007,Sedan,0,Diesel,2.2 Turbo,287458,4,Manual,Rear,Left wheel,Black,8
45789853,10036,1411,OPEL,Zafira,2006,Minivan,0,Diesel,1.9 Turbo,188570,4,Automatic,Front,Left wheel,Silver,6
45794594,7778,1413,NISSAN,Tiida,2011,Hatchback,1,Petrol,1.5,98000,4,Automatic,Front,Right-hand drive,Black,4
45674395,10349,1413,HONDA,FIT,2011,Sedan,0,Petrol,1.5,0,4,Manual,Front,Right-hand drive,Black,2
45797240,44533,1413,HYUNDAI,Genesis,2016,Sedan,1,Petrol,3.3,33705,4,Automatic,Front,Left wheel,Grey,4
45730976,44533,1413,HYUNDAI,Genesis,2016,Sedan,1,Petrol,3.3,33705,4,Automatic,Front,Left wheel,Grey,4
45777056,9408,1413,HONDA,FIT,2011,Hatchback,0,Petrol,1.5,39333,4,Variator,Front,Right-hand drive,Silver,8
43277982,8467,1413,HONDA,FIT,2011,Hatchback,0,Petrol,1.5,133000,4,Automatic,Front,Right-hand drive,White,4
45772816,470,1426,LINCOLN,Continental,2018,Sedan,1,Petrol,2.7,25790,6,Automatic,Front,Left wheel,White,12
45808524,7840,1426,FORD,F150,2018,Sedan,1,Petrol,2.7,2792,6,Automatic,Rear,Left wheel,White,12
45770102,37633,1426,TOYOTA,Land Cruiser Prado,2018,Jeep,0,Petrol,2.7,177000,4,Automatic,4x4,Left wheel,Black,2
45810322,549,1436,PORSCHE,Cayenne,2010,Jeep,1,Petrol,3.6,160259,6,Automatic,4x4,Left wheel,Silver,12
45806545,5645,1436,BUICK,Century,2010,Sedan,1,Petrol,3.6,158662,6,Automatic,Front,Left wheel,Black,12
45726229,15681,1436,CHEVROLET,Traverse,2010,Jeep,0,Petrol,3.6,200000,4,Automatic,4x4,Left wheel,Silver,0
45761804,7840,1436,OPEL,Astra H,2005,Hatchback,0,Diesel,1.7 Turbo,0,4,Manual,Front,Left wheel,Grey,5
45781454,7213,1437,OPEL,Astra,2004,Goods wagon,0,Diesel,1.7 Turbo,1800000,4,Manual,Front,Left wheel,Silver,6
45786987,6272,1437,OPEL,Combo,2004,Goods wagon,0,Diesel,1.7,0,4,Manual,Front,Left wheel,White,4
45789764,7213,1437,OPEL,Combo,2004,Goods wagon,0,Diesel,1.7,15000,4,Manual,Front,Left wheel,White,2
45701762,6429,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,171339,4,Manual,Front,Left wheel,White,2
45340089,5959,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,235000,4,Manual,Rear,Left wheel,Blue,2
45790750,9095,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,16500,4,Manual,Front,Left wheel,Red,2
45774636,9408,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,152000,4,Manual,Front,Left wheel,Grey,2
45794217,7213,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7 Turbo,200000,4,Manual,Front,Left wheel,White,2
44937184,6429,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,215522,4,Manual,Front,Left wheel,Blue,2
45762252,6743,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,17000,4,Manual,Front,Left wheel,White,4
45766260,7840,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7 Turbo,242000,4,Manual,Front,Left wheel,Black,2
45755768,5645,1440,OPEL,Combo,2002,Goods wagon,0,Diesel,1.7 Turbo,167000,4,Manual,Front,Left wheel,White,1
45782433,4704,1441,OPEL,Combo,2001,Goods wagon,0,Diesel,1.7,200000,4,Manual,Rear,Left wheel,White,2
45812759,6272,1442,OPEL,Combo,2000,Goods wagon,1,Diesel,1.7,250000,4,Manual,Front,Left wheel,Black,2
45815321,22580,1442,TOYOTA,4Runner,2015,Jeep,1,Petrol,4,67355,6,Automatic,Front,Left wheel,Orange,12
45813415,8154,1451,BMW,X6,2011,Jeep,1,Petrol,4.4,147677,8,Automatic,4x4,Left wheel,Red,12
45620684,157,1451,BMW,X5,2011,Sedan,1,Petrol,4.4,139363,8,Automatic,4x4,Left wheel,Black,0
45816264,470,1451,BMW,X6,2011,Jeep,1,Petrol,4.4,135800,8,Automatic,4x4,Left wheel,Black,12
45816267,8154,1451,BMW,X6,2011,Jeep,1,Petrol,4.4,147677,8,Automatic,4x4,Left wheel,Red,12
45789168,12858,1451,BMW,550,2011,Hatchback,1,Petrol,4.4,110000,4,Automatic,Rear,Left wheel,Black,12
45621758,157,1451,BMW,X5,2011,Sedan,1,Petrol,4.4,139363,8,Automatic,4x4,Left wheel,Black,0
45625981,157,1451,BMW,X5,2011,Sedan,1,Petrol,4.4,139363,8,Automatic,4x4,Left wheel,Black,0
45816281,251,1451,BMW,X5,2011,Jeep,1,Petrol,4.4,143678,8,Automatic,4x4,Left wheel,Black,12
45625034,157,1451,BMW,X5,2011,Sedan,1,Petrol,4.4,139363,8,Automatic,4x4,Left wheel,Black,0
45758201,20385,1451,BMW,550,2011,Sedan,1,Petrol,4.4,85723,8,Automatic,4x4,Left wheel,Black,0
45786698,30420,1451,BMW,550,2011,Sedan,1,Petrol,4.4 Turbo,176000,8,Tiptronic,Rear,Left wheel,White,12
45775328,2600,1452,OPEL,Vectra,1993,Sedan,0,Diesel,1.7,0,4,Manual,Front,Left wheel,Grey,0
45768497,2352,1466,FORD,F150,2014,Sedan,1,Petrol,5,170541,8,Automatic,Rear,Left wheel,Silver,12
45787452,11917,1468,FORD,Escape,2007,Jeep,0,Hybrid,2.3,251200,4,Automatic,4x4,Left wheel,Beige,6
45809140,627,1470,JAGUAR,XF,2013,Sedan,1,Petrol,5,85459,8,Automatic,Rear,Left wheel,Silver,12
45813737,5959,1470,JAGUAR,XF,2013,Sedan,1,Petrol,5,107837,8,Automatic,Rear,Left wheel,Black,12
45754852,1176,1473,ACURA,TL,2010,Sedan,1,Petrol,3.7,280040,6,Automatic,4x4,Left wheel,White,12
45799979,15994,1473,JEEP,Liberty,2010,Jeep,0,Petrol,3.7,228800,6,Automatic,4x4,Left wheel,Black,8
45768566,314,1474,JAGUAR,XF,2012,Sedan,1,Petrol,5,82925,8,Automatic,Rear,Left wheel,Green,12
45809129,3450,1474,JAGUAR,XK,2012,Cabriolet,1,Petrol,5,84541,8,Automatic,Rear,Left wheel,White,12
45689676,42000,1474,FORD,F150,2012,Pickup,0,Petrol,5,150000,8,Tiptronic,4x4,Left wheel,Black,8
45756836,13485,1481,VOLKSWAGEN,GTI,2006,Hatchback,0,Petrol,2.0 Turbo,161000,4,Manual,Front,Left wheel,Black,8
45816280,16935,1481,BMW,X5,2017,Jeep,1,Petrol,3,81658,6,Automatic,4x4,Left wheel,White,12
45811319,14269,1481,BMW,X5,2017,Jeep,1,Diesel,3,98726,6,Automatic,4x4,Left wheel,White,12
