State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
Wisconsin,357.87,1690,270.74,1445,233.39,133,1/28/2014
Wyoming,354.03,94,378.64,137,161.3,11,1/28/2014
Alabama,335.7,1579,209.13,1520,NA,193,1/28/2015
Alaska,302.91,356,270.87,489,NA,37,1/28/2015
Arizona,297.21,2711,208.59,2513,NA,312,1/28/2015
Arkansas,341.9,869,209.01,865,NA,146,1/28/2015
California,243.34,16854,189.01,19688,NA,1118,1/28/2015
Colorado,243.22,3221,195.74,2968,NA,188,1/28/2015
Connecticut,336.19,1864,266.98,2132,NA,130,1/28/2015
Delaware,363.88,504,233.74,445,NA,43,1/28/2015
District of Columbia,347.75,672,282.62,605,NA,49,1/28/2015
Florida,300.17,9626,216.37,8471,NA,708,1/28/2015
Georgia,322.9,4570,216.8,3594,NA,311,1/28/2015
Hawaii,305.91,463,261.36,541,NA,30,1/28/2015
Idaho,275.12,465,243.27,692,NA,36,1/28/2015
Illinois,352.71,5765,282.54,5707,NA,459,1/28/2015
Indiana,331.84,2444,216.42,2328,NA,335,1/28/2015
Iowa,364.73,988,289.6,1085,NA,123,1/28/2015
Kansas,349.06,1189,260.57,1037,NA,142,1/28/2015
Kentucky,338.96,1537,174,1555,NA,182,1/28/2015
Louisiana,361.28,1576,240.95,1410,NA,329,1/28/2015
Maine,305.07,629,234.93,679,NA,63,1/28/2015
Montana,265.48,746,249.46,381,NA,32,1/28/2015
Nebraska,335.63,708,244.56,752,NA,76,1/28/2015
Nevada,265.46,1268,226.47,1473,NA,79,1/28/2015
New Hampshire,353.62,608,288.21,671,NA,52,1/28/2015
New Jersey,344.93,3141,285.75,4349,NA,263,1/28/2015
New Mexico,288,821,218.85,685,NA,70,1/28/2015
New York,343.22,8024,263.02,8986,NA,627,1/28/2015
North Carolina,344.48,4224,245.64,3144,NA,324,1/28/2015
North Dakota,392.54,215,337.66,339,NA,24,1/28/2015
Ohio,332.41,4375,219.84,4420,NA,560,1/28/2015
Oklahoma,352.85,1158,238.79,1101,NA,199,1/28/2015
Oregon,205.19,2224,180.65,2084,NA,99,1/28/2015
Maryland,362.97,2956,267.52,2556,NA,196,1/28/2015
Massachusetts,344.13,4087,284.78,3904,NA,293,1/28/2015
Michigan,287.3,4067,268.58,3853,NA,304,1/28/2015
Minnesota,347.95,2441,273.71,2566,NA,134,1/28/2015
Mississippi,337.21,634,151.57,574,NA,149,1/28/2015
Missouri,350.29,2277,245.44,2189,NA,304,1/28/2015
Pennsylvania,362.13,5661,269.77,5143,NA,515,1/28/2015
Rhode Island,316.78,731,256.92,587,NA,47,1/28/2015
South Carolina,337.8,1740,205.34,1448,NA,165,1/28/2015
South Dakota,357.66,224,347.92,260,NA,26,1/28/2015
Tennessee,347.62,2301,225.85,1991,NA,227,1/28/2015
Texas,333.53,8460,232.4,8870,NA,1171,1/28/2015
Utah,289.13,980,236.79,1097,NA,65,1/28/2015
Vermont,369.93,366,305.95,383,NA,32,1/28/2015
Virginia,364.67,3603,290.83,3193,NA,293,1/28/2015
Washington,232.87,3415,188.6,3666,NA,161,1/28/2015
West Virginia,357.74,563,226.26,562,NA,60,1/28/2015
Wisconsin,348.97,2300,271.27,2305,NA,168,1/28/2015
Wyoming,320.39,133,350.57,202,NA,12,1/28/2015
Alabama,340.27,1139,202.6,1033,146.33,133,2/28/2014
Alaska,286.78,281,252.29,322,388.58,26,2/28/2014
Arizona,303.09,2092,209.39,1770,195.16,239,2/28/2014
Arkansas,358.22,628,182.57,592,126.75,125,2/28/2014
California,247.6,12978,192.93,13889,190.53,836,2/28/2014
Colorado,237.62,2395,197.77,1979,227.69,144,2/28/2014
Connecticut,347.01,1389,274.27,1456,252.31,95,2/28/2014
Delaware,371.68,376,227.55,293,206.61,36,2/28/2014
District of Columbia,350.61,479,293.82,386,208.53,41,2/28/2014
Florida,305.27,7131,219.52,5799,153.18,547,2/28/2014
Georgia,330.91,3367,213.67,2463,151.92,240,2/28/2014
Hawaii,308.28,352,274.35,382,167.62,27,2/28/2014
Idaho,275.71,334,256.69,490,129.39,24,2/28/2014
Illinois,358.22,4354,287.37,3951,177.84,361,2/28/2014
Indiana,334.46,1825,207.91,1590,168.44,262,2/28/2014
Iowa,371.08,750,291.46,715,247.69,107,2/28/2014
Kansas,352.49,897,261,706,113.12,113,2/28/2014
Kentucky,337.44,1102,181.16,1068,124.52,142,2/28/2014
Louisiana,373.09,1170,242.83,954,149.38,248,2/28/2014
Maine,319.72,481,258.32,468,213.48,53,2/28/2014
Montana,269.87,614,257.03,285,704.89,23,2/28/2014
Nebraska,347.81,554,249.04,551,141.76,64,2/28/2014
Nevada,268.79,959,218.42,1018,252.49,63,2/28/2014
New Hampshire,370.09,463,289.97,481,677.38,41,2/28/2014
New Jersey,353.27,2391,292.25,3044,231.68,207,2/28/2014
New Mexico,291.15,612,216.16,472,69.76,43,2/28/2014
New York,351.05,6203,267.69,6345,189.64,507,2/28/2014
North Carolina,354.64,3031,247.92,2095,151.27,246,2/28/2014
North Dakota,401.47,156,353.61,228,363.11,16,2/28/2014
Ohio,336.27,3301,213.66,3100,165.98,426,2/28/2014
Oklahoma,365.63,820,227.39,741,118.35,143,2/28/2014
Oregon,211.94,1729,188.5,1450,169.34,68,2/28/2014
Maryland,379.52,2145,250.9,1710,191.01,163,2/28/2014
Massachusetts,352.1,3087,295.91,2684,218.96,233,2/28/2014
Michigan,297.56,3237,273.92,2755,226.38,240,2/28/2014
Minnesota,368.84,1842,277.95,1700,181.28,103,2/28/2014
Mississippi,339.38,449,146.75,394,140.36,112,2/28/2014
Missouri,367.58,1702,242.97,1415,149.4,217,2/28/2014
Pennsylvania,370.71,4207,266.8,3566,190.37,393,2/28/2014
Rhode Island,332.42,569,259.33,387,201.75,34,2/28/2014
South Carolina,345.74,1266,202.41,998,176.28,130,2/28/2014
South Dakota,387.89,177,354.47,183,124.17,21,2/28/2014
Tennessee,356.35,1684,226.74,1357,192.43,168,2/28/2014
Texas,341.56,6494,235.5,6263,144.48,929,2/28/2014
Utah,292.77,734,234.68,758,189.78,47,2/28/2014
Vermont,376.96,293,320.7,255,187.64,25,2/28/2014
Virginia,372.8,2661,288.31,2162,226.77,224,2/28/2014
Washington,234.95,2518,191.31,2557,146.32,117,2/28/2014
West Virginia,362.72,402,217.32,403,160.65,42,2/28/2014
Wisconsin,357.19,1752,269.89,1509,238.37,138,2/28/2014
Wyoming,352.41,97,378.46,144,161.3,11,2/28/2014
Alabama,340.8,1193,204.72,1079,146.22,140,3/28/2014
Alaska,287.59,286,255.73,340,388.58,26,3/28/2014
Arizona,302.75,2142,208.95,1843,193.56,250,3/28/2014
Arkansas,352.32,655,183.51,615,129.26,127,3/28/2014
California,246.8,13346,193,14439,192.24,859,3/28/2014
Colorado,237.39,2500,196.36,2072,226.75,149,3/28/2014
Connecticut,346.21,1433,275.68,1505,252.31,95,3/28/2014
Delaware,372.03,387,226.24,315,206.61,36,3/28/2014
District of Columbia,347.33,490,290.91,405,216.65,43,3/28/2014
Florida,304.84,7413,218.74,6038,151.34,571,3/28/2014
Georgia,329.51,3485,214.93,2575,153.24,248,3/28/2014
Hawaii,314.71,364,276.82,398,167.62,27,3/28/2014
Idaho,275.35,345,256.27,508,140.27,26,3/28/2014
Illinois,357.66,4487,286.63,4099,188.21,372,3/28/2014
Indiana,334.44,1874,209.51,1670,166.67,268,3/28/2014
Iowa,370.63,766,292.7,745,247.69,107,3/28/2014
Kansas,351.67,932,262.09,733,121.53,117,3/28/2014
Kentucky,339.33,1152,182.9,1120,125.28,146,3/28/2014
Louisiana,370.64,1199,244.29,993,147.62,256,3/28/2014
Maine,319.41,501,259.14,482,216.72,56,3/28/2014
Montana,269,627,250.94,296,660.67,25,3/28/2014
Nebraska,345.13,572,250.82,563,140.63,67,3/28/2014
Nevada,268.09,992,227.84,1058,252.49,63,3/28/2014
New Hampshire,361.02,478,289.88,501,677.38,41,3/28/2014
New Jersey,353.18,2460,292.03,3161,233.2,214,3/28/2014
New Mexico,291.43,627,213.71,491,75.24,46,3/28/2014
New York,350.39,6364,266.66,6576,204.88,520,3/28/2014
North Carolina,353.93,3161,246.31,2196,151.32,248,3/28/2014
North Dakota,401.73,163,354.34,235,347.51,17,3/28/2014
Ohio,335.78,3396,215.02,3234,165.02,439,3/28/2014
Oklahoma,364.26,846,227.59,777,121.24,151,3/28/2014
Oregon,210.92,1777,187.06,1494,167.35,71,3/28/2014
Maryland,376.88,2215,250.14,1774,190.34,165,3/28/2014
Massachusetts,350.23,3183,295,2771,217.6,238,3/28/2014
Michigan,295.39,3330,272.9,2831,229.02,244,3/28/2014
Minnesota,367.55,1909,276.98,1783,179.7,104,3/28/2014
Mississippi,343.79,467,147.31,405,141.71,117,3/28/2014
Missouri,368.28,1765,244.17,1489,150.66,223,3/28/2014
Pennsylvania,369.15,4354,267.59,3694,193.1,406,3/28/2014
Rhode Island,331.99,580,259.42,404,201.75,34,3/28/2014
South Carolina,345.37,1303,202.05,1035,187.5,137,3/28/2014
South Dakota,388.48,178,353.19,190,124.17,21,3/28/2014
Tennessee,356.64,1748,226.85,1420,190.39,172,3/28/2014
Texas,340.24,6708,234.8,6510,143.14,951,3/28/2014
Utah,291.44,760,242.74,789,187.19,48,3/28/2014
Vermont,377.03,299,319.78,262,190.36,26,3/28/2014
Virginia,371.7,2742,287.72,2245,226.79,229,3/28/2014
Washington,234.3,2607,191.05,2641,143.67,121,3/28/2014
West Virginia,359.27,426,215.12,418,160.12,45,3/28/2014
Wisconsin,356.53,1798,271.13,1584,242.49,140,3/28/2014
Wyoming,353.67,101,374.73,147,161.3,11,3/28/2014
Alabama,340.23,1251,205.12,1118,143.76,144,4/28/2014
Alaska,287.83,293,257.4,353,375.82,27,4/28/2014
Arizona,301.42,2213,208.61,1934,191.94,259,4/28/2014
Arkansas,352,683,184.87,636,129.02,128,4/28/2014
California,246.07,13746,191.88,14997,191.64,889,4/28/2014
Colorado,236.8,2585,196.19,2168,233.09,155,4/28/2014
Connecticut,345,1466,272.61,1555,249.46,99,4/28/2014
Delaware,369.78,401,228.59,323,209.72,38,4/28/2014
District of Columbia,347.06,507,291.65,423,211.88,46,4/28/2014
Florida,304.52,7700,218.16,6305,151.98,589,4/28/2014
Georgia,329,3613,215.07,2674,153.75,255,4/28/2014
Hawaii,314.53,377,275.59,412,165.55,28,4/28/2014
Idaho,276.37,356,253.2,522,139.21,27,4/28/2014
Illinois,356.72,4629,285.93,4243,189.75,382,4/28/2014
Indiana,334.84,1940,210.02,1726,156.73,277,4/28/2014
Iowa,369.51,793,290.04,777,247.1,110,4/28/2014
Kansas,350.63,961,261.79,765,118.41,121,4/28/2014
Kentucky,339.41,1190,182.32,1161,124.69,155,4/28/2014
Louisiana,370.31,1240,244.49,1039,146.33,264,4/28/2014
Maine,317.35,517,257.96,505,274.25,58,4/28/2014
Montana,268.35,638,251.87,309,645.6,26,4/28/2014
Nebraska,344.09,588,251.13,579,138.35,69,4/28/2014
Nevada,268.23,1024,227.17,1103,243.46,66,4/28/2014
New Hampshire,359.78,487,291.26,518,677.38,41,4/28/2014
New Jersey,352.11,2531,290.92,3279,231.07,217,4/28/2014
New Mexico,290.87,639,200.99,516,84.16,49,4/28/2014
New York,348.92,6533,266.65,6805,205.21,529,4/28/2014
North Carolina,352.74,3265,244.9,2292,151.01,255,4/28/2014
North Dakota,391.23,169,351.03,242,334.13,18,4/28/2014
Ohio,336.38,3503,216.37,3376,164.2,452,4/28/2014
Oklahoma,366.16,869,234.79,819,120.06,156,4/28/2014
Oregon,210.12,1814,185.94,1545,165.75,75,4/28/2014
Maryland,374.68,2290,250.36,1848,188.84,169,4/28/2014
Massachusetts,350.63,3283,294.39,2884,220.03,243,4/28/2014
Michigan,295.06,3394,278.01,2937,274.53,249,4/28/2014
Minnesota,367.37,1971,276.95,1871,183.45,108,4/28/2014
Mississippi,341.42,485,146.13,420,140.95,119,4/28/2014
Missouri,368.35,1814,243.81,1573,144.04,236,4/28/2014
Pennsylvania,368.35,4479,267.64,3834,195.34,421,4/28/2014
Rhode Island,329.98,592,258.63,416,208.36,35,4/28/2014
South Carolina,343.49,1351,201.63,1075,186.91,139,4/28/2014
South Dakota,387.6,179,355.12,198,123.94,22,4/28/2014
Tennessee,355.55,1814,224.23,1464,187.96,175,4/28/2014
Texas,339.64,6883,234.08,6767,143.12,980,4/28/2014
Utah,290.65,785,240.1,821,204.76,51,4/28/2014
Vermont,376.52,312,320.96,273,190.36,26,4/28/2014
Virginia,370.57,2825,288.31,2344,223.67,239,4/28/2014
Washington,233.51,2670,190.38,2734,141.86,123,4/28/2014
West Virginia,354.78,443,214.48,432,156.1,48,4/28/2014
Wisconsin,355.1,1847,271.89,1649,240.36,142,4/28/2014
Wyoming,349.95,107,359.98,155,161.3,11,4/28/2014
Alabama,340.69,1296,204.58,1166,144.04,148,5/28/2014
Alaska,286.09,307,259.38,368,359.87,30,5/28/2014
Arizona,302.39,2264,208.71,1987,187.67,269,5/28/2014
Arkansas,351.34,698,184.4,657,127.16,130,5/28/2014
California,245.71,14117,192.31,15513,190.29,922,5/28/2014
Colorado,236.9,2655,196.57,2243,231.56,158,5/28/2014
Connecticut,344.07,1506,273.02,1607,251.03,100,5/28/2014
Delaware,368.97,409,224.85,334,204.86,39,5/28/2014
District of Columbia,346.1,525,291.69,441,209.83,47,5/28/2014
Florida,303.33,7940,217.17,6564,152.37,602,5/28/2014
Georgia,327.29,3720,215.06,2790,145.28,265,5/28/2014
Hawaii,313.64,382,276.8,432,165.55,28,5/28/2014
Idaho,275.8,366,252.26,536,136.89,28,5/28/2014
Illinois,356.12,4740,285.38,4379,190.94,392,5/28/2014
Indiana,334.03,1991,210.27,1810,156.38,281,5/28/2014
Iowa,367.35,816,288.81,803,247.1,110,5/28/2014
Kansas,349.93,983,260.05,791,120.31,125,5/28/2014
Kentucky,339.42,1228,182.13,1211,124.92,158,5/28/2014
Louisiana,367.54,1284,244.64,1080,144.64,273,5/28/2014
Maine,317.83,527,257.14,526,274.25,58,5/28/2014
Montana,268.13,650,252.1,313,632.31,27,5/28/2014
Nebraska,343.44,602,250.8,598,134.51,71,5/28/2014
Nevada,268.21,1047,229.34,1148,238.93,69,5/28/2014
New Hampshire,359.63,497,291.24,532,666.71,42,5/28/2014
New Jersey,351.02,2586,289.79,3364,224.99,221,5/28/2014
New Mexico,290.12,653,201.63,530,85.81,52,5/28/2014
New York,347.93,6681,266.13,7023,205.74,537,5/28/2014
North Carolina,351.02,3377,245.05,2389,151.84,262,5/28/2014
North Dakota,401.38,176,353.03,251,348.9,19,5/28/2014
Ohio,335.94,3587,216.56,3477,162.93,465,5/28/2014
Oklahoma,366.89,890,233.58,845,119.37,159,5/28/2014
Oregon,209.58,1850,185.22,1600,163.84,77,5/28/2014
Maryland,372.54,2356,250.24,1933,187.17,174,5/28/2014
Massachusetts,350.68,3382,293.33,2973,218.76,248,5/28/2014
Michigan,294.83,3483,277.56,3035,273.42,257,5/28/2014
Minnesota,366.27,2023,277.82,1933,181.83,109,5/28/2014
Mississippi,337.81,511,145.68,445,147.1,122,5/28/2014
Missouri,365.12,1870,243.95,1642,143.46,257,5/28/2014
Pennsylvania,367.4,4599,267.01,3971,196.54,433,5/28/2014
Rhode Island,328.33,608,257.15,429,203.71,38,5/28/2014
South Carolina,344.15,1387,200.81,1113,190.55,141,5/28/2014
South Dakota,383.04,185,351.01,208,123.94,22,5/28/2014
Tennessee,354.52,1874,225.34,1517,187.46,176,5/28/2014
Texas,338.53,7054,233.54,6983,143.16,1010,5/28/2014
Utah,289.27,807,239.28,849,199,54,5/28/2014
Vermont,376.94,316,320.9,281,190.36,26,5/28/2014
Virginia,369.7,2916,288.45,2439,222.77,243,5/28/2014
Washington,232.67,2727,190.11,2825,142.98,128,5/28/2014
West Virginia,356,456,215.35,441,155.8,49,5/28/2014
Wisconsin,354.95,1891,271.47,1703,237.56,145,5/28/2014
Wyoming,350.72,108,359.79,158,161.3,11,5/28/2014
Alabama,337.29,1888,206.17,1805,NA,218,5/28/2015
Alaska,292.77,404,264.61,573,NA,41,5/28/2015
Arizona,296.76,2988,208.32,2868,NA,344,5/28/2015
Arkansas,333.83,989,211.88,992,NA,171,5/28/2015
California,241.88,18462,187.87,22007,NA,1231,5/28/2015
Colorado,241.17,3595,194.85,3422,NA,215,5/28/2015
Connecticut,332.33,2112,264.83,2509,NA,146,5/28/2015
Delaware,353.64,566,241.95,506,NA,47,5/28/2015
District of Columbia,345.21,762,282.1,726,NA,54,5/28/2015
Florida,297.04,10786,215.82,9693,NA,782,5/28/2015
Georgia,316.97,5215,216.34,4197,NA,346,5/28/2015
Hawaii,302.76,533,259.2,619,NA,32,5/28/2015
Idaho,273.11,508,241.6,797,NA,42,5/28/2015
Illinois,348.83,6375,279.32,6514,NA,508,5/28/2015
Indiana,328.38,2753,218,2643,NA,362,5/28/2015
Iowa,362.09,1098,287.37,1222,NA,135,5/28/2015
Kansas,345.99,1294,260.66,1200,NA,154,5/28/2015
Kentucky,341.26,1704,184.66,1770,NA,201,5/28/2015
Louisiana,357.63,1857,240.48,1669,NA,369,5/28/2015
Maine,304.65,700,232.77,771,NA,73,5/28/2015
Montana,264.67,785,238.3,446,NA,36,5/28/2015
Nebraska,330.67,786,239.47,857,NA,78,5/28/2015
Nevada,266.03,1431,224.06,1650,NA,89,5/28/2015
New Hampshire,349.95,662,285.17,756,NA,58,5/28/2015
New Jersey,342.4,3439,283.23,4933,NA,287,5/28/2015
New Mexico,282.77,904,217.46,775,NA,73,5/28/2015
New York,338.3,8874,260.99,10149,NA,682,5/28/2015
North Carolina,341.87,4749,244.09,3619,NA,357,5/28/2015
North Dakota,383.8,250,338.38,401,NA,27,5/28/2015
Ohio,331.07,4883,219.15,5081,NA,619,5/28/2015
Oklahoma,348.64,1296,241.33,1278,NA,215,5/28/2015
Oregon,202.14,2528,178.16,2400,NA,113,5/28/2015
Maryland,359.34,3262,265.23,2939,NA,214,5/28/2015
Massachusetts,339.45,4486,280.38,4453,NA,324,5/28/2015
Michigan,282.45,4477,263.17,4310,NA,329,5/28/2015
Minnesota,340.08,2690,269.61,2984,NA,148,5/28/2015
Mississippi,331.4,795,157.04,745,NA,176,5/28/2015
Missouri,347.46,2548,247.94,2492,NA,334,5/28/2015
Pennsylvania,358.23,6190,268.26,5905,NA,561,5/28/2015
Rhode Island,313.28,803,248.68,680,NA,47,5/28/2015
South Carolina,333.84,1998,208.69,1689,NA,187,5/28/2015
South Dakota,358.78,253,340.17,302,NA,29,5/28/2015
Tennessee,345.23,2588,227,2297,NA,260,5/28/2015
Texas,326.02,9564,232.34,10249,NA,1285,5/28/2015
Utah,284.91,1076,233.29,1229,NA,71,5/28/2015
Vermont,365.05,407,304.7,434,NA,32,5/28/2015
Virginia,361.61,4005,289.74,3627,NA,320,5/28/2015
Washington,231.52,3772,187.19,4141,NA,183,5/28/2015
West Virginia,357.52,638,224.12,649,NA,64,5/28/2015
Wisconsin,344.88,2548,271.96,2684,NA,183,5/28/2015
Wyoming,312.84,147,317.38,226,NA,13,5/28/2015
Alabama,340.87,1334,203.32,1193,147.9,153,6/28/2014
Alaska,288.79,316,261.18,386,407.31,32,6/28/2014
Arizona,300.4,2319,209.06,2047,185.41,274,6/28/2014
Arkansas,349.25,723,182.95,690,126.2,134,6/28/2014
California,245.42,14497,191.94,16034,188.67,948,6/28/2014
Colorado,236.93,2721,196.52,2311,230.11,160,6/28/2014
Connecticut,343.6,1537,271.17,1666,254.19,104,6/28/2014
Delaware,367.84,425,227.45,352,204.86,39,6/28/2014
District of Columbia,345.5,549,290.12,461,209.83,47,6/28/2014
Florida,302.61,8173,217.68,6781,152.1,616,6/28/2014
Georgia,327.11,3831,215.58,2885,146.68,271,6/28/2014
Hawaii,312.12,391,274.83,444,165.55,28,6/28/2014
Idaho,276.05,379,250.68,560,136.89,28,6/28/2014
Illinois,355.99,4858,283.36,4521,190.63,399,6/28/2014
Indiana,333.14,2054,210.52,1871,155.98,288,6/28/2014
Iowa,367.08,839,289.41,837,246.4,111,6/28/2014
Kansas,350.19,1002,260.55,820,122.62,127,6/28/2014
Kentucky,338.2,1267,173.2,1252,124.06,160,6/28/2014
Louisiana,367.24,1320,245.17,1121,143.37,279,6/28/2014
Maine,317.38,535,246.02,550,272.95,59,6/28/2014
Montana,267.69,663,251.54,318,609.45,28,6/28/2014
Nebraska,343.46,613,250.15,608,133.37,73,6/28/2014
Nevada,267.99,1071,228.79,1184,234.33,73,6/28/2014
New Hampshire,358.54,515,290.27,549,643,44,6/28/2014
New Jersey,349.98,2652,288.37,3488,223.01,224,6/28/2014
New Mexico,290.36,671,201.74,546,93.19,55,6/28/2014
New York,347.07,6820,265.97,7274,207.48,549,6/28/2014
North Carolina,350.15,3471,244.33,2474,149.55,271,6/28/2014
North Dakota,398.95,179,363.1,261,335.8,20,6/28/2014
Ohio,335.62,3671,217.03,3605,162.28,478,6/28/2014
Oklahoma,365.47,914,233.8,887,118.22,163,6/28/2014
Oregon,208.88,1898,185.1,1635,175.53,80,6/28/2014
Maryland,371.38,2424,250.69,1997,188.55,177,6/28/2014
Massachusetts,350.68,3490,292.99,3091,223.73,252,6/28/2014
Michigan,293.2,3564,276.79,3152,271.11,261,6/28/2014
Minnesota,359.18,2066,278.05,2007,181.2,110,6/28/2014
Mississippi,334.91,524,145.88,453,148.49,124,6/28/2014
Missouri,354.94,1916,244.4,1727,146.36,264,6/28/2014
Pennsylvania,366.99,4737,267.06,4112,192.02,440,6/28/2014
Rhode Island,324.61,625,256.03,445,199.96,39,6/28/2014
South Carolina,343.5,1424,201.19,1147,188.56,145,6/28/2014
South Dakota,378.21,189,351.48,215,123.94,22,6/28/2014
Tennessee,353.38,1926,224.69,1580,187.33,182,6/28/2014
Texas,337.89,7222,232.79,7200,144.26,1032,6/28/2014
Utah,289.41,822,238.82,884,204.58,56,6/28/2014
Vermont,376.42,320,319.57,291,190.36,26,6/28/2014
Virginia,368.6,2996,291.29,2533,222.18,247,6/28/2014
Washington,232.14,2832,189.81,2903,138.79,135,6/28/2014
West Virginia,354.4,471,215.7,457,155.8,49,6/28/2014
Wisconsin,353.58,1932,271.49,1773,237.56,145,6/28/2014
Wyoming,351.78,110,360.09,159,161.3,12,6/28/2014
Alabama,340.07,1376,203.73,1232,147.11,158,7/28/2014
Alaska,288.34,324,260.67,397,403.33,33,7/28/2014
Arizona,301.12,2375,209.21,2105,186.06,278,7/28/2014
Arkansas,348.92,740,181.95,712,126.2,134,7/28/2014
California,245.43,14904,191.55,16585,188.48,972,7/28/2014
Colorado,238.08,2792,196.74,2404,225.49,164,7/28/2014
Connecticut,341.9,1597,272.92,1724,254.44,105,7/28/2014
Delaware,367.76,438,229.7,372,204.86,39,7/28/2014
District of Columbia,346.37,567,287.93,483,209.83,47,7/28/2014
Florida,302,8377,217.83,7028,151.61,628,7/28/2014
Georgia,326.88,3929,216.04,2971,145.62,278,7/28/2014
Hawaii,309.79,406,265.58,455,174.23,29,7/28/2014
Idaho,276.71,389,249.07,580,165.19,31,7/28/2014
Illinois,355.84,4983,283.04,4696,194,408,7/28/2014
Indiana,332.99,2115,211.36,1936,154.47,294,7/28/2014
Iowa,366.85,862,289.74,872,249.3,112,7/28/2014
Kansas,350.58,1034,262.6,854,121.73,130,7/28/2014
Kentucky,338.55,1302,182.29,1296,123.85,164,7/28/2014
Louisiana,366.57,1362,244.81,1166,142.99,284,7/28/2014
Maine,317.86,549,246.02,564,272.95,59,7/28/2014
Montana,266.99,678,243.45,329,588.04,29,7/28/2014
Nebraska,341.72,629,250.25,624,133.37,73,7/28/2014
Nevada,269.13,1100,229.53,1230,235.3,75,7/28/2014
New Hampshire,358.46,524,290.65,577,617.09,46,7/28/2014
New Jersey,349.53,2731,288.31,3600,227.02,234,7/28/2014
New Mexico,290,693,201.4,566,94.88,58,7/28/2014
New York,347.35,7013,265.39,7540,208.05,561,7/28/2014
North Carolina,349.7,3580,245.48,2567,149.22,277,7/28/2014
North Dakota,405.04,185,364.95,270,336.51,21,7/28/2014
Ohio,334.8,3783,217.4,3719,165.54,498,7/28/2014
Oklahoma,364.67,939,232.84,919,119.97,168,7/28/2014
Oregon,208.83,1956,184.11,1709,175.2,81,7/28/2014
Maryland,370.7,2512,252.06,2092,187.53,178,7/28/2014
Massachusetts,350.4,3603,289.28,3191,221.53,265,7/28/2014
Michigan,292,3633,275.57,3245,266.93,269,7/28/2014
Minnesota,357.8,2113,276.01,2096,186.2,113,7/28/2014
Mississippi,336.18,533,145.64,467,146.12,128,7/28/2014
Missouri,357.67,1971,245.61,1789,145.81,271,7/28/2014
Pennsylvania,366.35,4873,267.61,4245,193.76,456,7/28/2014
Rhode Island,322.78,637,257.87,461,199.96,40,7/28/2014
South Carolina,342.25,1470,202.45,1202,186.76,147,7/28/2014
South Dakota,377.24,193,351.96,222,123.94,22,7/28/2014
Tennessee,353.53,1979,225.47,1629,184.16,191,7/28/2014
Texas,337.46,7416,233.22,7453,144.09,1048,7/28/2014
Utah,288.13,854,238.58,910,207.35,57,7/28/2014
Vermont,375.57,327,318.57,304,190.36,27,7/28/2014
Virginia,367.63,3071,292.13,2612,224.71,254,7/28/2014
Washington,232.93,2966,190.14,3074,138.47,136,7/28/2014
West Virginia,354.48,487,215.19,468,145.37,55,7/28/2014
Wisconsin,353.06,1984,272,1850,250.79,147,7/28/2014
Wyoming,349.69,115,359.64,164,161.3,12,7/28/2014
Alabama,340.6,1402,204.64,1271,NA,161,8/28/2014
Alaska,289.81,327,262.12,413,NA,33,8/28/2014
Arizona,300.45,2421,209.39,2153,NA,283,8/28/2014
Arkansas,346.86,764,180.05,731,NA,135,8/28/2014
California,245.11,15216,191.43,17019,NA,995,8/28/2014
Colorado,238.41,2856,197.12,2475,NA,168,8/28/2014
Connecticut,341.13,1640,271.56,1770,NA,107,8/28/2014
Delaware,365.7,450,230.27,380,NA,39,8/28/2014
District of Columbia,348.73,584,288.85,498,NA,47,8/28/2014
Florida,302.76,8550,217.62,7246,NA,641,8/28/2014
Georgia,326.6,4034,216.74,3074,NA,282,8/28/2014
Hawaii,310,417,267.17,467,NA,29,8/28/2014
Idaho,277.06,396,248.98,591,NA,32,8/28/2014
Illinois,356,5121,283.17,4857,NA,412,8/28/2014
Indiana,333.04,2161,211.75,1987,NA,302,8/28/2014
Iowa,366.04,881,289.21,905,NA,112,8/28/2014
Kansas,351.36,1065,261.67,884,NA,130,8/28/2014
Kentucky,338.05,1340,183.52,1327,NA,167,8/28/2014
Louisiana,366.49,1391,244.73,1206,NA,293,8/28/2014
Maine,315.71,564,254.23,578,NA,59,8/28/2014
Montana,266.79,687,251.1,339,NA,30,8/28/2014
Nebraska,340.27,643,251.05,644,NA,73,8/28/2014
Nevada,268.07,1126,229.31,1267,NA,76,8/28/2014
New Hampshire,356.7,540,291.41,589,NA,46,8/28/2014
New Jersey,348.59,2798,287.9,3717,NA,238,8/28/2014
New Mexico,289.21,712,201.19,577,NA,58,8/28/2014
New York,346.04,7180,265.2,7754,NA,576,8/28/2014
North Carolina,349.12,3667,246.02,2661,NA,285,8/28/2014
North Dakota,405.46,186,362.95,274,NA,21,8/28/2014
Ohio,334.56,3865,217.53,3824,NA,503,8/28/2014
Oklahoma,363.26,965,232.94,940,NA,175,8/28/2014
Oregon,208.35,2002,183.29,1762,NA,85,8/28/2014
Maryland,370.5,2576,252.28,2156,NA,181,8/28/2014
Massachusetts,350.18,3691,288.47,3317,NA,270,8/28/2014
Michigan,291.06,3714,274.33,3334,NA,274,8/28/2014
Minnesota,354.99,2165,276.11,2156,NA,115,8/28/2014
Mississippi,337.08,548,146.11,481,NA,131,8/28/2014
