Member_number,itemDescription
4406,pork
4406,sugar
4406,canned beer
4406,pip fruit
4406,whole milk
4406,chewing gum
4406,cream cheese 
4406,shopping bags
4406,ice cream
4406,soda
4406,hard cheese
4406,other vegetables
4406,artif. sweetener
4406,dessert
4406,newspapers
4407,berries
4407,soda
4407,misc. beverages
4407,domestic eggs
4407,bottled water
4407,liquor (appetizer)
4408,whole milk
4408,pork
4408,pip fruit
4408,shopping bags
4408,white bread
4408,butter
4408,frozen fish
4408,misc. beverages
4408,cream cheese 
4409,UHT-milk
4409,domestic eggs
4409,brown bread
4409,whole milk
4409,bottled water
4409,ice cream
4409,kitchen towels
4410,hygiene articles
4410,ice cream
4410,rolls/buns
4410,whole milk
4410,dessert
4410,salty snack
4410,candy
4410,curd
4410,bottled beer
4410,newspapers
4410,onions
4411,ham
4411,meat
4411,pip fruit
4411,curd
4411,beverages
4411,soda
4412,sausage
4412,sausage
4412,frozen vegetables
4412,UHT-milk
4412,frozen vegetables
4412,napkins
4412,curd
4412,canned vegetables
4412,specialty chocolate
4412,root vegetables
4412,rolls/buns
4412,shopping bags
4412,napkins
4413,bottled beer
4413,hamburger meat
4413,nuts/prunes
4413,beverages
4413,spread cheese
4413,margarine
4413,pasta
4414,soda
4414,rolls/buns
4414,whipped/sour cream
4414,newspapers
4414,beef
4414,shopping bags
4414,bottled water
4415,other vegetables
4415,bottled water
4415,pip fruit
4415,tropical fruit
4415,coffee
4415,other vegetables
4415,whipped/sour cream
4415,bottled beer
4416,finished products
4416,pastry
4416,other vegetables
4416,whole milk
4416,candy
4416,other vegetables
4416,brown bread
4416,whole milk
4416,white bread
4416,yogurt
4416,whipped/sour cream
4416,margarine
4416,other vegetables
4416,newspapers
4416,pastry
4416,butter
4417,grapes
4417,sausage
4417,ham
4417,chicken
4417,canned beer
4417,sausage
4417,tropical fruit
4417,frozen dessert
4417,tropical fruit
4417,frozen meals
4417,fruit/vegetable juice
4417,sugar
4417,pip fruit
4417,sparkling wine
4417,detergent
4418,ham
4418,whipped/sour cream
4418,whole milk
4418,nuts/prunes
4418,processed cheese
4418,rolls/buns
4418,long life bakery product
4418,long life bakery product
4419,other vegetables
4419,citrus fruit
4420,rolls/buns
4420,whole milk
4420,coffee
4420,red/blush wine
4420,bottled water
4420,frozen potato products
4422,berries
4422,pip fruit
4422,bottled water
4422,bottled water
4422,curd
4422,shopping bags
4423,pip fruit
4423,brown bread
4424,beef
4424,newspapers
4424,margarine
4424,ketchup
4424,pork
4424,red/blush wine
4424,herbs
4424,hygiene articles
4425,butter milk
4425,whole milk
4426,bottled beer
4426,tropical fruit
4426,berries
4426,coffee
4426,pip fruit
4426,whole milk
4426,whole milk
4426,curd
4426,pip fruit
4426,UHT-milk
4426,pastry
4426,ice cream
4426,oil
4426,Instant food products
4426,cake bar
4427,tropical fruit
4427,zwieback
4427,sausage
4427,frankfurter
4427,turkey
4427,root vegetables
4427,white bread
4427,spread cheese
4427,pet care
4427,salt
4427,soda
4427,bathroom cleaner
4428,sausage
4428,pork
4428,sugar
4428,citrus fruit
4428,other vegetables
4428,coffee
4429,grapes
4429,rolls/buns
4429,pot plants
4430,bottled beer
4430,frozen meals
4430,rolls/buns
4430,rolls/buns
4430,citrus fruit
4430,sausage
4430,hamburger meat
4430,tropical fruit
4430,curd
4430,pip fruit
4430,cream cheese 
4430,whipped/sour cream
4430,other vegetables
4430,margarine
4431,beverages
4431,chicken
4431,whole milk
4431,whole milk
4431,salty snack
4431,brown bread
4431,pastry
4431,butter
4431,soda
4431,soda
4431,whole milk
4431,rolls/buns
4431,soda
4431,processed cheese
4432,canned beer
4432,whole milk
4432,sausage
4432,tropical fruit
4432,root vegetables
4432,coffee
4432,female sanitary products
4432,candy
4432,salty snack
4432,butter
4433,sausage
4433,other vegetables
4433,cream cheese 
4433,yogurt
4433,yogurt
4433,whole milk
4433,whole milk
4433,tea
4433,whole milk
4433,waffles
4433,curd
4433,fruit/vegetable juice
4433,curd
4433,grapes
4433,bottled water
4433,margarine
4433,hygiene articles
4434,beef
4434,other vegetables
4434,beef
4434,chewing gum
4434,domestic eggs
4434,tropical fruit
4434,mayonnaise
4434,rolls/buns
4434,shopping bags
4434,coffee
4434,butter
4434,chocolate
4434,napkins
4434,brown bread
4434,beverages
4435,root vegetables
4435,white bread
4435,flour
4435,canned beer
4435,domestic eggs
4435,salty snack
4435,newspapers
4435,bottled beer
4436,other vegetables
4436,hygiene articles
4437,domestic eggs
4437,pork
4437,hamburger meat
4437,pork
4437,beverages
4437,pastry
4437,soft cheese
4437,hamburger meat
4437,whipped/sour cream
4437,beef
4437,frozen fish
4437,hard cheese
4437,root vegetables
4437,rolls/buns
4437,other vegetables
4437,chewing gum
4437,butter milk
4437,canned beer
4437,oil
4437,specialty chocolate
4437,other vegetables
4437,butter
4437,napkins
4439,butter
4439,whole milk
4439,rolls/buns
4439,ice cream
4439,tropical fruit
4439,turkey
4439,rolls/buns
4439,artif. sweetener
4440,rolls/buns
4440,sparkling wine
4440,chicken
4440,butter milk
4440,other vegetables
4440,fruit/vegetable juice
4440,root vegetables
4440,root vegetables
4440,newspapers
4440,newspapers
4440,whipped/sour cream
4440,yogurt
4441,packaged fruit/vegetables
4441,grapes
4441,soda
4441,citrus fruit
4441,bottled beer
4441,newspapers
4441,dishes
4441,soda
4441,curd
4441,rolls/buns
4441,hygiene articles
4441,fruit/vegetable juice
4441,butter
4441,softener
4441,waffles
4441,bottled beer
4442,whole milk
4442,berries
4442,other vegetables
4442,pork
4442,citrus fruit
4442,pastry
4442,whipped/sour cream
4442,fruit/vegetable juice
4442,whole milk
4442,processed cheese
4442,baking powder
4442,pet care
4442,specialty bar
4442,margarine
4443,frozen meals
4443,other vegetables
4443,other vegetables
4443,brown bread
4443,whole milk
4443,whole milk
4443,dishes
4444,sausage
4444,soda
4444,rolls/buns
4444,frozen meals
4444,other vegetables
4444,bottled water
4444,UHT-milk
4444,root vegetables
4444,onions
4444,pasta
4444,long life bakery product
4444,canned beer
4444,fruit/vegetable juice
4444,curd
4444,pastry
4445,berries
4445,frozen fish
4445,canned beer
4445,sausage
4445,yogurt
4445,rolls/buns
4445,other vegetables
4445,chocolate
4445,flour
4445,rolls/buns
4445,whole milk
4445,light bulbs
4445,flower (seeds)
4445,domestic eggs
4445,long life bakery product
4447,rolls/buns
4447,butter
4448,frankfurter
4448,other vegetables
4448,herbs
4448,UHT-milk
4448,citrus fruit
4448,tropical fruit
4448,fruit/vegetable juice
4448,grapes
4448,whole milk
4448,curd
4448,butter
4448,herbs
4449,citrus fruit
4449,frankfurter
4449,curd
4449,root vegetables
4449,coffee
4449,UHT-milk
4449,salty snack
4449,brown bread
4449,candy
4449,fruit/vegetable juice
4450,UHT-milk
4450,beef
4450,condensed milk
4450,condensed milk
4450,bottled beer
4450,pastry
4450,rolls/buns
4451,cream cheese 
4451,fruit/vegetable juice
4452,pastry
4452,pork
4452,pork
4452,other vegetables
4453,sausage
4453,yogurt
4453,chicken
4453,pork
4453,whole milk
4453,pip fruit
4453,hamburger meat
4453,rolls/buns
4453,frozen vegetables
4453,yogurt
4453,soda
4453,brown bread
4453,whole milk
4453,whole milk
4453,rolls/buns
4453,oil
4453,specialty vegetables
4453,napkins
4454,oil
4454,bottled water
4454,oil
4455,shopping bags
4455,sausage
4455,citrus fruit
4455,turkey
4455,yogurt
4455,root vegetables
4455,margarine
4455,root vegetables
4455,soda
4455,Instant food products
4455,soda
4455,whole milk
4455,curd
4455,canned fish
4455,rolls/buns
4455,soda
4456,bottled water
4456,soda
4456,bottled beer
4456,sugar
4456,margarine
4456,specialty bar
4456,coffee
4456,onions
4456,other vegetables
4456,dessert
4456,cream cheese 
4456,other vegetables
4456,soda
4456,bottled water
4456,dishes
4456,cling film/bags
4456,whole milk
4457,fruit/vegetable juice
4457,rolls/buns
4457,packaged fruit/vegetables
4457,ice cream
4457,pork
4457,rolls/buns
4457,pasta
4457,margarine
4457,pip fruit
4457,cereals
4458,seasonal products
4458,pip fruit
4458,white bread
4458,spread cheese
4458,specialty chocolate
4458,soda
4459,tropical fruit
4459,bottled water
4459,sausage
4459,whole milk
4459,yogurt
4459,soda
4459,beverages
4459,hamburger meat
4459,rolls/buns
4459,other vegetables
4459,white bread
4459,frozen meals
4460,pastry
4460,root vegetables
4460,meat
4460,canned beer
4460,red/blush wine
4460,dessert
4460,sliced cheese
4460,chewing gum
4461,tropical fruit
4461,tropical fruit
4461,newspapers
4461,cake bar
4461,white wine
4461,grapes
4461,white bread
4461,white bread
4461,newspapers
4462,bottled water
4462,domestic eggs
4462,yogurt
4462,frankfurter
4462,chewing gum
4462,rolls/buns
4462,citrus fruit
4462,newspapers
4462,pickled vegetables
4462,misc. beverages
4462,frozen dessert
4462,rolls/buns
4463,decalcifier
4463,pork
4463,liver loaf
4463,pip fruit
4463,beef
4463,root vegetables
4463,canned beer
4463,whole milk
4463,bottled beer
4463,flour
4464,sausage
4464,pastry
4464,beverages
4464,sausage
4464,other vegetables
4464,candy
4464,rolls/buns
4464,ice cream
4464,sugar
4464,chewing gum
4464,butter
4464,soda
4464,other vegetables
4464,coffee
4464,oil
4464,rolls/buns
4464,hard cheese
4465,specialty chocolate
4465,frozen potato products
4465,onions
4465,soda
4466,yogurt
4466,citrus fruit
4466,whole milk
4466,ham
4466,whole milk
4466,citrus fruit
4466,yogurt
4466,frozen vegetables
4466,whole milk
4466,soda
4467,frozen vegetables
4467,other vegetables
4467,berries
4467,white bread
4467,meat
4467,whole milk
4467,pork
4467,candy
4467,UHT-milk
4467,soda
4467,newspapers
4468,pork
4468,sausage
4468,baking powder
4468,canned beer
4468,brandy
4468,bottled water
4468,onions
4468,brown bread
4468,white bread
4468,curd
4468,bottled beer
4468,canned beer
4468,soft cheese
4468,bottled water
4468,dishes
4468,chocolate
4468,sliced cheese
4469,fish
4469,root vegetables
4469,pork
4469,root vegetables
4469,tropical fruit
4469,curd
4469,chocolate
4470,onions
4470,canned beer
4470,frozen meals
4470,whole milk
4470,tropical fruit
4470,brown bread
4470,whipped/sour cream
4470,frozen vegetables
4470,other vegetables
4470,cream cheese 
4470,rolls/buns
4470,liquor
4470,spread cheese
4470,red/blush wine
4471,coffee
4471,whole milk
4471,whole milk
4471,butter
4471,yogurt
4471,cream cheese 
4471,pet care
4471,mustard
4471,sliced cheese
4472,cake bar
4472,Instant food products
4473,pork
4473,hamburger meat
4473,tropical fruit
4473,bottled beer
4473,specialty bar
4473,pork
4473,rolls/buns
4473,cat food
4473,whole milk
4473,other vegetables
4473,canned beer
4473,sparkling wine
4473,artif. sweetener
4473,packaged fruit/vegetables
4474,pastry
4474,whole milk
4474,canned beer
4474,bottled water
4474,brown bread
4474,specialty bar
4474,sugar
4474,yogurt
4474,butter milk
4474,detergent
4474,fruit/vegetable juice
4475,other vegetables
4475,butter milk
4475,misc. beverages
4475,whole milk
4475,brandy
4477,hamburger meat
4477,other vegetables
4477,whole milk
4477,newspapers
4477,chewing gum
4477,whipped/sour cream
4477,dessert
4478,UHT-milk
4478,soda
4478,whole milk
4478,newspapers
4478,bottled water
4478,domestic eggs
4478,seasonal products
4478,roll products 
4478,rice
4479,semi-finished bread
4479,rolls/buns
4479,brown bread
4479,rolls/buns
4479,margarine
4479,rolls/buns
4479,waffles
4479,soda
4479,butter
4480,frankfurter
4480,misc. beverages
4480,rolls/buns
4480,chocolate
4480,jam
4481,frozen meals
4481,brown bread
4481,fruit/vegetable juice
4481,brown bread
4482,hamburger meat
4482,dishes
4482,whole milk
4482,shopping bags
4482,jam
4482,rolls/buns
4482,hard cheese
4482,yogurt
4482,other vegetables
4482,cream cheese 
4482,frozen vegetables
4483,canned vegetables
4483,other vegetables
4483,chocolate marshmallow
4483,whole milk
4484,rolls/buns
4484,pork
4484,shopping bags
4484,whipped/sour cream
4484,bottled water
4484,canned fish
4485,root vegetables
4485,beef
4485,beef
4485,hygiene articles
4485,dessert
4485,whole milk
4485,curd
4485,canned beer
4485,rolls/buns
4485,pastry
4485,margarine
4485,red/blush wine
4486,frankfurter
4486,citrus fruit
4486,frankfurter
4486,canned beer
4486,hygiene articles
4486,berries
4486,ham
4486,canned beer
4486,frozen vegetables
4486,pork
4486,yogurt
4486,pork
4486,rolls/buns
4486,tropical fruit
4486,rolls/buns
4486,soft cheese
4486,bottled beer
4486,rolls/buns
4486,other vegetables
4486,yogurt
4486,whole milk
4486,grapes
4486,herbs
4486,rolls/buns
4486,onions
4486,chocolate marshmallow
4487,sausage
4487,onions
4487,other vegetables
4487,curd
4487,spread cheese
4487,house keeping products
4487,meat
4487,oil
4487,tea
4487,onions
4487,tropical fruit
4487,brown bread
4487,whole milk
4487,cat food
4487,hygiene articles
4487,curd
4487,hard cheese
4487,bottled beer
4487,cat food
4488,other vegetables
4488,beverages
4488,specialty fat
4488,soda
4488,ice cream
4488,curd
4489,other vegetables
4489,shopping bags
4489,curd
4489,frozen vegetables
4489,curd
4489,bottled water
4489,other vegetables
4489,white bread
4490,domestic eggs
4490,processed cheese
4490,whole milk
4490,bottled water
4491,tropical fruit
4491,bottled water
4492,sausage
4492,frozen dessert
4492,butter milk
4492,frozen meals
4492,yogurt
4492,rolls/buns
4492,brown bread
4492,soda
4492,chocolate
4493,frankfurter
4493,waffles
4493,other vegetables
4493,other vegetables
4493,root vegetables
4493,margarine
4493,whole milk
4493,other vegetables
4493,whipped/sour cream
4493,canned beer
4494,ice cream
4494,beef
4494,chicken
4494,beef
4494,chicken
4494,frozen dessert
4494,berries
4494,pork
4494,root vegetables
4494,rolls/buns
4494,frozen meals
4494,tropical fruit
4494,newspapers
4494,sugar
4494,fruit/vegetable juice
4494,frozen meals
4494,frozen dessert
4494,liquor
4494,white bread
4494,newspapers
4494,dish cleaner
4495,citrus fruit
4495,coffee
4495,frankfurter
4495,rubbing alcohol
4495,other vegetables
4495,sausage
4495,whole milk
4495,long life bakery product
4495,sliced cheese
4495,sparkling wine
4495,waffles
4495,whipped/sour cream
4495,other vegetables
4495,domestic eggs
4495,domestic eggs
4495,beef
4495,hamburger meat
4495,pip fruit
4495,butter milk
4495,white bread
4495,yogurt
4495,soda
4495,oil
4496,turkey
4496,bottled water
4497,butter
4497,whole milk
4497,root vegetables
4497,onions
4498,bottled beer
4498,pastry
4498,other vegetables
4498,butter
4498,photo/film
4498,whole milk
4498,yogurt
4498,chocolate
4498,frozen meals
4498,pastry
4498,cream cheese 
4499,pip fruit
4499,UHT-milk
4499,bottled beer
4499,root vegetables
4499,beef
4499,soda
4499,fruit/vegetable juice
4499,other vegetables
4499,tropical fruit
4499,frozen vegetables
4499,berries
4499,shopping bags
4499,specialty bar
4499,canned vegetables
4499,brandy
4500,whole milk
4500,curd
4500,rolls/buns
4500,soft cheese
4500,flour
4500,yogurt
4500,cling film/bags
4500,cat food
4500,misc. beverages
4500,pickled vegetables
4501,other vegetables
4501,other vegetables
4501,butter milk
4501,tropical fruit
4501,brown bread
4501,chicken
4501,bottled water
4501,pork
4501,berries
4501,soda
4501,processed cheese
4501,dessert
4501,shopping bags
4502,root vegetables
4502,hamburger meat
4502,pip fruit
4502,whole milk
4502,soda
4502,rolls/buns
4502,sugar
4502,shopping bags
4502,frozen vegetables
4503,yogurt
4503,rolls/buns
4503,whole milk
4503,tropical fruit
4503,pastry
4503,whole milk
4503,pip fruit
4503,bottled water
4503,whipped/sour cream
4503,coffee
4503,specialty chocolate
4504,root vegetables
4504,sausage
4504,misc. beverages
4504,onions
4504,citrus fruit
4504,bottled beer
4504,other vegetables
4504,soda
4504,hygiene articles
4504,seasonal products
4504,rolls/buns
4504,soda
4504,brown bread
4504,soups
4505,tropical fruit
4505,other vegetables
4505,sweet spreads
4505,tropical fruit
4505,onions
4505,dishes
4505,berries
4505,soda
4505,other vegetables
4505,root vegetables
4505,domestic eggs
4505,other vegetables
4505,chocolate
4506,pork
4506,bottled water
4507,citrus fruit
4507,tropical fruit
4507,pastry
4507,candy
4507,citrus fruit
4507,softener
4508,soda
4508,frankfurter
4508,whole milk
4508,newspapers
4508,rolls/buns
4508,tropical fruit
4508,candy
4508,root vegetables
4508,rolls/buns
4508,whole milk
4508,pip fruit
4508,white bread
4508,waffles
4509,tropical fruit
4509,pork
4509,sliced cheese
4509,sausage
4509,berries
4509,frozen meals
4509,meat
4509,beef
4509,butter milk
4509,whole milk
4509,soda
4509,bottled water
4509,yogurt
4509,rolls/buns
4509,liquor
4509,sliced cheese
4509,chocolate
4509,male cosmetics
4509,shopping bags
4509,fruit/vegetable juice
4510,tropical fruit
4510,whole milk
4510,bottled beer
4510,ice cream
4510,other vegetables
4510,citrus fruit
4510,sausage
4510,specialty chocolate
4510,sliced cheese
4510,pastry
4510,red/blush wine
4510,butter
4510,hard cheese
4510,rolls/buns
4510,whole milk
4510,shopping bags
4510,cream cheese 
4511,beef
4511,pork
4511,pork
4511,cream cheese 
4511,soda
4511,UHT-milk
4511,rice
4512,bottled water
4512,other vegetables
4512,frankfurter
4512,tropical fruit
4512,root vegetables
4512,pip fruit
4512,beef
4512,newspapers
4512,butter
4512,white bread
4512,soda
4512,seasonal products
4512,red/blush wine
4512,hygiene articles
4512,chocolate
4513,frozen fruits
4513,dessert
4513,dishes
4513,soft cheese
4513,shopping bags
4514,other vegetables
4514,red/blush wine
4515,whole milk
4515,soda
4515,other vegetables
4515,canned beer
4515,frankfurter
4515,root vegetables
4515,other vegetables
4515,yogurt
4515,beef
4515,other vegetables
4515,yogurt
4515,whole milk
4515,curd
4515,sugar
4515,soda
4515,tropical fruit
4515,bottled water
4515,yogurt
4515,white bread
4516,yogurt
4516,root vegetables
4516,sausage
4516,yogurt
4516,candy
4516,pip fruit
4516,curd
4517,bottled water
4517,coffee
4518,yogurt
4518,other vegetables
4518,rice
4518,yogurt
4518,butter
4519,napkins
4519,sausage
4519,beef
4519,frozen vegetables
4519,brown bread
4520,whole milk
4520,margarine
4520,pastry
4520,mustard
4520,bottled water
4520,brown bread
4521,frozen potato products
4521,chewing gum
4522,canned beer
4522,other vegetables
4522,canned beer
4522,soda
4522,candles
4522,soda
4522,other vegetables
4522,pickled vegetables
4523,frankfurter
4523,frankfurter
4523,grapes
4523,ham
4523,newspapers
4523,specialty chocolate
4523,butter
4523,brown bread
4523,zwieback
4523,red/blush wine
4523,canned beer
4523,domestic eggs
4524,citrus fruit
4524,grapes
4524,whole milk
4524,whole milk
4524,whole milk
4524,sliced cheese
4524,spread cheese
4524,ice cream
4524,other vegetables
4524,pastry
4524,butter
4524,ice cream
4524,soda
4524,coffee
4524,root vegetables
4524,specialty bar
4524,yogurt
4524,red/blush wine
4524,fruit/vegetable juice
4524,spices
4524,curd
4524,whipped/sour cream
4525,liqueur
4525,whole milk
4525,other vegetables
4525,whole milk
4525,citrus fruit
4525,beef
4525,whole milk
4525,whole milk
4525,citrus fruit
4525,hygiene articles
4525,light bulbs
4525,bottled beer
4525,waffles
4525,bottled beer
4525,cat food
4526,citrus fruit
4526,frankfurter
4526,other vegetables
4526,frankfurter
4526,hamburger meat
4526,UHT-milk
4526,ice cream
4526,soda
4526,canned beer
4526,rolls/buns
4526,whipped/sour cream
4526,yogurt
4526,margarine
4526,other vegetables
4526,sliced cheese
4526,soda
4526,sugar
4526,rolls/buns
4526,shopping bags
4526,cake bar
4527,soda
4527,frankfurter
4527,brown bread
4527,newspapers
4527,citrus fruit
4527,tropical fruit
4527,domestic eggs
4527,curd
4527,brown bread
4527,rolls/buns
4527,frozen vegetables
4528,whole milk
4528,cookware
4528,yogurt
4528,spread cheese
4529,whole milk
4529,tropical fruit
4529,flower soil/fertilizer
4529,tropical fruit
4529,beef
4529,soda
4529,other vegetables
4529,tropical fruit
4529,newspapers
4529,other vegetables
4530,margarine
4530,domestic eggs
4530,fruit/vegetable juice
4530,domestic eggs
4531,frankfurter
4531,pork
4531,bottled water
4531,canned beer
4531,pastry
4531,beverages
4531,chocolate marshmallow
4531,brown bread
4531,shopping bags
4531,meat
4531,onions
4531,herbs
4531,frozen dessert
4531,cat food
4531,flour
4531,pastry
4531,soda
4532,hygiene articles
4532,pip fruit
4532,packaged fruit/vegetables
4532,chicken
4532,fruit/vegetable juice
4532,other vegetables
4533,frozen fruits
4533,root vegetables
4533,citrus fruit
4533,candy
4533,curd
4533,cereals
4534,soda
4534,tropical fruit
4534,pastry
4534,other vegetables
4535,pastry
4535,yogurt
4535,whole milk
4535,rolls/buns
4535,soda
4535,whole milk
4535,yogurt
4536,tropical fruit
4536,citrus fruit
4536,hamburger meat
4536,cream cheese 
4536,citrus fruit
4536,pip fruit
4536,bottled beer
4536,dessert
4536,citrus fruit
4536,root vegetables
4536,sliced cheese
4537,ham
4537,sausage
4537,bottled beer
4537,dessert
4537,other vegetables
4537,pork
4537,brown bread
4537,grapes
4537,rolls/buns
4537,rolls/buns
4537,whipped/sour cream
4537,salty snack
4537,sliced cheese
4538,sausage
4538,other vegetables
4538,soda
4538,liquor (appetizer)
4538,hard cheese
4538,fruit/vegetable juice
4538,coffee
4538,dishes
4539,whole milk
4539,spread cheese
4539,frankfurter
4539,white wine
4539,bottled water
4539,onions
4539,other vegetables
4539,brown bread
4539,fruit/vegetable juice
4540,yogurt
4540,butter
4540,frankfurter
4540,frozen vegetables
4540,beef
4540,mustard
4540,cleaner
4540,beverages
4540,coffee
4540,kitchen towels
4540,fruit/vegetable juice
4540,red/blush wine
4541,coffee
4541,root vegetables
4541,rolls/buns
4541,hygiene articles
4541,whole milk
4541,semi-finished bread
4541,yogurt
4541,margarine
4541,cream cheese 
4541,napkins
4542,whipped/sour cream
4542,other vegetables
4542,margarine
4542,coffee
4542,soap
4542,sweet spreads
4543,rolls/buns
4543,pastry
4543,long life bakery product
4543,hard cheese
4543,curd
4543,long life bakery product
4544,sugar
4544,soda
4544,bottled water
4544,canned beer
4544,coffee
4544,whole milk
4544,root vegetables
4544,sugar
4544,cake bar
4544,pot plants
4544,candy
4544,ketchup
4546,chicken
4546,beef
4546,tropical fruit
4546,oil
4546,other vegetables
4546,waffles
4546,pip fruit
4546,whipped/sour cream
4546,margarine
4546,pickled vegetables
4546,brown bread
4547,chewing gum
4547,whole milk
4547,white bread
4547,whole milk
4547,napkins
4547,dishes
4547,newspapers
4548,sausage
4548,herbs
4548,whole milk
4548,UHT-milk
4548,pork
4548,sliced cheese
4548,herbs
4548,specialty bar
4548,root vegetables
4548,cream cheese 
4548,other vegetables
4548,yogurt
4548,napkins
4548,onions
4548,brown bread
4550,root vegetables
4550,canned beer
4550,detergent
4550,canned beer
4550,rolls/buns
4550,chicken
4550,sausage
4550,newspapers
4550,other vegetables
4550,other vegetables
4550,chicken
4550,dog food
4550,long life bakery product
4550,yogurt
4550,other vegetables
4550,detergent
4551,chicken
4551,mayonnaise
4551,artif. sweetener
4551,pastry
4552,whole milk
4552,other vegetables
4552,pork
4552,root vegetables
4552,domestic eggs
4552,soda
4552,yogurt
4552,bottled beer
4553,curd
4553,other vegetables
4553,coffee
4553,pot plants
4553,yogurt
4553,baking powder
4553,salty snack
4554,whole milk
4554,tropical fruit
4554,white bread
4554,whole milk
4554,root vegetables
4554,citrus fruit
4554,margarine
4554,napkins
4554,male cosmetics
4555,citrus fruit
4555,tropical fruit
4555,specialty chocolate
4555,citrus fruit
4555,whole milk
4555,pip fruit
4555,chocolate
4555,yogurt
4555,whole milk
4555,pip fruit
4555,soda
4555,canned beer
4555,other vegetables
4555,brown bread
4556,pip fruit
4556,hard cheese
4556,ham
4556,yogurt
4556,canned beer
4556,butter milk
4556,other vegetables
4556,whipped/sour cream
4556,long life bakery product
4557,turkey
4557,tropical fruit
4557,packaged fruit/vegetables
4557,soda
4557,napkins
4557,rum
4557,coffee
4557,yogurt
4558,pork
4558,whipped/sour cream
4558,other vegetables
4558,dental care
4558,tropical fruit
4558,UHT-milk
4559,whole milk
4559,canned beer
4559,ice cream
4559,rolls/buns
4559,hard cheese
4559,yogurt
4559,whole milk
4559,frozen vegetables
4559,frozen vegetables
4559,coffee
4560,bottled beer
4560,frankfurter
4560,other vegetables
4560,waffles
4561,pastry
4561,tropical fruit
4561,whole milk
4561,rolls/buns
4561,berries
4561,grapes
4561,UHT-milk
4561,oil
4561,fruit/vegetable juice
4562,newspapers
4562,rolls/buns
4562,female sanitary products
4562,soda
4563,pork
4563,pip fruit
4563,grapes
4563,sparkling wine
4563,root vegetables
4563,whole milk
4563,other vegetables
4563,canned beer
4563,pastry
4563,margarine
4563,frozen fish
4563,baking powder
4564,rolls/buns
4564,ice cream
4564,cat food
4564,sausage
4564,hamburger meat
4564,shopping bags
4564,whole milk
4564,curd
4564,pip fruit
4564,nuts/prunes
4564,bottled beer
4564,whipped/sour cream
4564,shopping bags
4564,brown bread
4564,white bread
4564,yogurt
4564,newspapers
4565,canned beer
4565,canned beer
4566,frankfurter
4566,canned beer
4566,whipped/sour cream
4566,tropical fruit
4566,misc. beverages
4566,pastry
4566,butter
4566,pastry
4566,shopping bags
4566,red/blush wine
4566,napkins
4566,white bread
4566,hard cheese
4567,tropical fruit
4567,hamburger meat
4567,frankfurter
4567,whipped/sour cream
4567,specialty chocolate
4567,bottled water
4567,rolls/buns
4567,root vegetables
4567,whole milk
4567,red/blush wine
4567,other vegetables
4567,coffee
4569,sausage
4569,sausage
4569,other vegetables
4569,hamburger meat
4569,pip fruit
4569,sliced cheese
4569,abrasive cleaner
4569,pastry
4569,bottled beer
4569,cereals
4569,root vegetables
4569,butter milk
4570,chicken
4570,canned beer
4570,tropical fruit
4570,soda
4570,other vegetables
4570,canned vegetables
4571,bottled water
4571,citrus fruit
4571,UHT-milk
4571,newspapers
4571,napkins
4571,dessert
4572,beverages
4572,UHT-milk
4572,sausage
4572,whole milk
4572,whole milk
4572,other vegetables
4572,cat food
4572,pastry
4572,butter milk
4572,pip fruit
4572,rolls/buns
4572,coffee
4572,fruit/vegetable juice
4572,rolls/buns
4572,roll products 
4572,bottled beer
4572,chocolate
4572,rolls/buns
4573,pork
4573,frankfurter
4573,frankfurter
4573,sausage
4573,whole milk
4573,soft cheese
4573,other vegetables
4573,curd
4573,whole milk
4573,packaged fruit/vegetables
4573,rolls/buns
4573,pot plants
4573,sliced cheese
4573,sliced cheese
4573,soda
4573,margarine
4574,frozen vegetables
4574,frankfurter
4574,bottled beer
4574,sausage
4574,seasonal products
4574,mayonnaise
4574,soft cheese
4574,pastry
4574,margarine
4574,whole milk
4574,rolls/buns
4574,other vegetables
4574,bottled beer
4574,yogurt
4574,rolls/buns
4574,pastry
4574,bottled beer
4574,mustard
4574,bottled water
4574,specialty fat
4574,instant coffee
4575,ice cream
4575,sausage
4575,rolls/buns
4575,whole milk
4575,other vegetables
4575,mustard
4575,shopping bags
4575,whole milk
4576,root vegetables
4576,canned beer
4576,meat
4576,UHT-milk
4576,nuts/prunes
4576,frankfurter
4576,misc. beverages
4576,newspapers
4576,grapes
4576,whole milk
4576,cream cheese 
4576,canned fish
4576,dessert
4576,napkins
4577,domestic eggs
4577,root vegetables
4577,napkins
4577,frozen meals
4577,mayonnaise
4577,soups
4578,yogurt
4578,rolls/buns
4578,root vegetables
4578,root vegetables
4578,yogurt
4578,shopping bags
4578,white bread
4578,napkins
4578,pot plants
4579,other vegetables
4579,pip fruit
4579,misc. beverages
4579,frankfurter
4579,whole milk
4579,whole milk
4579,root vegetables
4579,whole milk
4579,curd
4579,cream cheese 
4579,candles
4579,pastry
4579,butter
4579,dessert
4579,yogurt
4579,waffles
4580,liquor (appetizer)
4580,onions
4580,soft cheese
4580,whole milk
4580,butter
4580,coffee
4580,cream cheese 
4580,specialty cheese
4581,tropical fruit
4581,pork
4581,coffee
4581,soda
4581,onions
4581,sliced cheese
4582,fruit/vegetable juice
4582,pork
4582,bottled beer
4582,other vegetables
4582,newspapers
4582,cat food
